"SoundID","SourceID","UFileID","StreamType","WEM"
"771212542","916026085","916026085","1","916026085.wem"
"771562498","1035824601","1035824601","1","1035824601.wem"
"774990946","888850491","888850491","1","888850491.wem"
"780178376","610558789","610558789","1","610558789.wem"
"780746062","393759497","393759497","1","393759497.wem"
"786932822","167560200","167560200","1","167560200.wem"
"792647131","970479669","970479669","1","970479669.wem"
"796301526","143438724","143438724","1","143438724.wem"
"796702502","293295906","293295906","1","293295906.wem"
"804677276","916018735","916018735","1","916018735.wem"
"811602040","496330691","496330691","1","496330691.wem"
"820328157","883334655","883334655","1","883334655.wem"
"821837423","948823182","948823182","1","948823182.wem"
"824028212","736766333","736766333","1","736766333.wem"
"828913332","627610828","627610828","1","627610828.wem"
"832648642","528120439","528120439","1","528120439.wem"
"834911872","929772598","929772598","1","929772598.wem"
"838233963","255875212","255875212","1","255875212.wem"
"839344046","11743198","11743198","1","11743198.wem"
"841810925","50572807","50572807","1","50572807.wem"
"845078982","887480316","887480316","1","887480316.wem"
"846913607","147824665","147824665","1","147824665.wem"
"850004010","892968061","892968061","1","892968061.wem"
"854189880","376272801","376272801","1","376272801.wem"
"856573065","1016042812","1016042812","1","1016042812.wem"
"860883835","664929149","664929149","1","664929149.wem"
"860983115","219835625","219835625","1","219835625.wem"
"877746291","578164637","578164637","1","578164637.wem"
"877794139","145630016","145630016","1","145630016.wem"
"884086011","522342351","522342351","1","522342351.wem"
"889592965","1052655305","1052655305","1","1052655305.wem"
"890447449","273701221","273701221","1","273701221.wem"
"890943570","1019119805","1019119805","1","1019119805.wem"
"898427731","371295396","371295396","1","371295396.wem"
"898767914","159781536","159781536","1","159781536.wem"
"909925224","536079640","536079640","1","536079640.wem"
"917725707","1063061087","1063061087","1","1063061087.wem"
"918204479","858031971","858031971","1","858031971.wem"
"927272582","508042368","508042368","1","508042368.wem"
"927406529","941899465","941899465","1","941899465.wem"
"931891325","776520249","776520249","1","776520249.wem"
"933649772","168165222","168165222","1","168165222.wem"
"942563278","185799516","185799516","1","185799516.wem"
"956460793","538302831","538302831","1","538302831.wem"
"957598446","234132063","234132063","1","234132063.wem"
"958361494","939038798","939038798","1","939038798.wem"
"960300668","85694433","85694433","1","85694433.wem"
"963372051","598109044","598109044","1","598109044.wem"
"963425142","295402180","295402180","1","295402180.wem"
"969396184","117726891","117726891","1","117726891.wem"
"970840363","31296218","31296218","1","31296218.wem"
"977406015","286756205","286756205","1","286756205.wem"
"985621077","492451819","492451819","1","492451819.wem"
"985886388","234171837","234171837","1","234171837.wem"
"991705527","463698316","463698316","1","463698316.wem"
"995042558","23415599","23415599","1","23415599.wem"
"996156026","1006709767","1006709767","1","1006709767.wem"
"999342135","864907048","864907048","1","864907048.wem"
"1008324200","946187242","946187242","1","946187242.wem"
"1008459272","297588063","297588063","1","297588063.wem"
"1011106676","566090492","566090492","1","566090492.wem"
"1031940873","2259156","2259156","1","2259156.wem"
"1032607273","195537923","195537923","1","195537923.wem"
"1034151084","670881469","670881469","1","670881469.wem"
"1042806552","357489160","357489160","1","357489160.wem"
"1052199791","130938459","130938459","1","130938459.wem"
"1060364789","753076740","753076740","1","753076740.wem"
"1066162635","786785770","786785770","1","786785770.wem"
"1067778833","749918491","749918491","1","749918491.wem"
"397778134","987869067","987869067","1","987869067.wem"
"655446178","583398930","583398930","1","583398930.wem"
"14243670","121985976","121985976","1","121985976.wem"
"163495378","702029865","702029865","1","702029865.wem"
"212466701","1063776406","1063776406","2","1063776406.wem"
"230611780","717250427","717250427","2","717250427.wem"
"255016466","623153603","623153603","2","623153603.wem"
"288129100","382402011","382402011","2","382402011.wem"
"290113082","528151165","528151165","1","528151165.wem"
"292070745","619268756","619268756","1","619268756.wem"
"320174968","140429898","140429898","2","140429898.wem"
"320619238","449603267","449603267","2","449603267.wem"
"331902469","410268385","410268385","2","410268385.wem"
"334158153","897844617","897844617","1","897844617.wem"
"363139508","315025654","315025654","1","315025654.wem"
"402736572","431551151","431551151","2","431551151.wem"
"427730419","38372339","38372339","2","38372339.wem"
"438634294","823705667","823705667","2","823705667.wem"
"529382662","850488335","850488335","1","850488335.wem"
"559388924","185096493","185096493","2","185096493.wem"
"572541343","632520951","632520951","2","632520951.wem"
"587941775","371394614","371394614","2","371394614.wem"
"594238290","676334691","676334691","1","676334691.wem"
"616214252","658700189","658700189","1","658700189.wem"
"624386789","781584840","781584840","2","781584840.wem"
"644460074","286033145","286033145","1","286033145.wem"
"653275365","606607172","606607172","1","606607172.wem"
"729392113","285607759","285607759","2","285607759.wem"
"755573998","401643321","401643321","2","401643321.wem"
"892003083","431481085","431481085","2","431481085.wem"
"907096513","337206063","337206063","2","337206063.wem"
"968952862","836859547","836859547","2","836859547.wem"
"973211308","123995673","123995673","2","123995673.wem"
"976653760","429713486","429713486","2","429713486.wem"
"1013517402","353841134","353841134","2","353841134.wem"
"1022236815","240912965","240912965","2","240912965.wem"
"1044185358","213762010","213762010","1","213762010.wem"
"12453192","873145965","873145965","1","873145965.wem"
"17627223","959203466","959203466","1","959203466.wem"
"32791407","597854950","597854950","1","597854950.wem"
"37112038","531535501","531535501","1","531535501.wem"
"37581679","354668928","354668928","1","354668928.wem"
"37611876","757292548","757292548","1","757292548.wem"
"56078658","726089987","726089987","1","726089987.wem"
"83948682","861286715","861286715","1","861286715.wem"
"85066016","979556710","979556710","1","979556710.wem"
"101334184","481209477","481209477","1","481209477.wem"
"107351660","854499199","854499199","1","854499199.wem"
"107855291","753629622","753629622","1","753629622.wem"
"108396381","383786923","383786923","1","383786923.wem"
"116588105","731766908","731766908","1","731766908.wem"
"131341758","974657530","974657530","1","974657530.wem"
"133404495","272253548","272253548","1","272253548.wem"
"148698207","82613959","82613959","1","82613959.wem"
"159629790","232476450","232476450","1","232476450.wem"
"206341526","270191836","270191836","1","270191836.wem"
"215231180","1013214237","1013214237","1","1013214237.wem"
"219574840","467069342","467069342","1","467069342.wem"
"221598300","38727352","38727352","1","38727352.wem"
"223366276","920301962","920301962","1","920301962.wem"
"224432125","633207798","633207798","1","633207798.wem"
"224444927","1037817702","1037817702","1","1037817702.wem"
"227273400","751737961","751737961","1","751737961.wem"
"228242865","691097811","691097811","1","691097811.wem"
"228743787","546302932","546302932","1","546302932.wem"
"234542029","561621684","561621684","1","561621684.wem"
"234654256","529146015","529146015","1","529146015.wem"
"237258036","588927754","588927754","1","588927754.wem"
"260348761","530969235","530969235","1","530969235.wem"
"274034040","432000320","432000320","1","432000320.wem"
"295645005","970401893","970401893","1","970401893.wem"
"313378650","540348542","540348542","1","540348542.wem"
"322786594","176239191","176239191","1","176239191.wem"
"323299304","4880661","4880661","1","4880661.wem"
"324817258","360887369","360887369","1","360887369.wem"
"329135068","374410794","374410794","1","374410794.wem"
"347645342","785330184","785330184","1","785330184.wem"
"378904448","818539637","818539637","1","818539637.wem"
"381803477","9381084","9381084","1","9381084.wem"
"382078430","352352022","352352022","1","352352022.wem"
"388109555","258438692","258438692","1","258438692.wem"
"404290145","1031659901","1031659901","1","1031659901.wem"
"412158337","653141414","653141414","1","653141414.wem"
"433476590","400720740","400720740","1","400720740.wem"
"434980305","834123639","834123639","1","834123639.wem"
"458512398","880656504","880656504","1","880656504.wem"
"465974968","680130212","0","0","680130212.wem"
"466551888","888043717","888043717","1","888043717.wem"
"475186527","89315413","89315413","1","89315413.wem"
"477459611","793668433","793668433","1","793668433.wem"
"479443232","938294348","938294348","1","938294348.wem"
"490656433","1002356841","1002356841","1","1002356841.wem"
"511851592","766154379","766154379","1","766154379.wem"
"513049966","224466364","224466364","1","224466364.wem"
"518173738","157581541","157581541","1","157581541.wem"
"520728322","28899013","28899013","1","28899013.wem"
"524842254","393504504","393504504","1","393504504.wem"
"525553767","518039797","518039797","1","518039797.wem"
"529062363","938191861","938191861","1","938191861.wem"
"532225781","809326529","809326529","1","809326529.wem"
"542135117","857517261","857517261","1","857517261.wem"
"549028734","919374362","919374362","1","919374362.wem"
"554229384","887694664","887694664","1","887694664.wem"
"561852758","72740112","72740112","1","72740112.wem"
"597533131","89428262","89428262","1","89428262.wem"
"609326816","585691051","585691051","1","585691051.wem"
"611472339","415978962","415978962","1","415978962.wem"
"646389710","1046566922","1046566922","1","1046566922.wem"
"648285456","174921470","174921470","1","174921470.wem"
"649253422","579137320","579137320","1","579137320.wem"
"657569881","722311450","722311450","1","722311450.wem"
"666030736","752327521","752327521","1","752327521.wem"
"686784668","43709616","43709616","1","43709616.wem"
"704257682","348578007","348578007","1","348578007.wem"
"704516752","755475297","755475297","1","755475297.wem"
"705239761","298554319","298554319","1","298554319.wem"
"713689065","872314379","872314379","1","872314379.wem"
"716468314","672970291","672970291","1","672970291.wem"
"724719174","70532753","70532753","1","70532753.wem"
"737904414","677993324","677993324","1","677993324.wem"
"743518314","8118526","8118526","1","8118526.wem"
"757938650","898503064","898503064","1","898503064.wem"
"762419982","995532982","995532982","1","995532982.wem"
"763878045","412020070","412020070","1","412020070.wem"
"770527150","849736638","849736638","1","849736638.wem"
"777852873","28391928","28391928","1","28391928.wem"
"783563524","866425644","866425644","1","866425644.wem"
"792154728","486413675","486413675","1","486413675.wem"
"823356542","80944288","80944288","1","80944288.wem"
"826545595","1002118069","1002118069","1","1002118069.wem"
"850522474","67891682","67891682","1","67891682.wem"
"852959444","483424404","483424404","1","483424404.wem"
"853821731","781907701","781907701","1","781907701.wem"
"867965916","506775474","506775474","1","506775474.wem"
"869813336","197738680","197738680","1","197738680.wem"
"871927467","820757872","820757872","1","820757872.wem"
"888018491","679458430","679458430","1","679458430.wem"
"888097612","503584387","503584387","1","503584387.wem"
"889058608","853491826","853491826","1","853491826.wem"
"891988437","163370250","163370250","1","163370250.wem"
"892165785","415979427","415979427","1","415979427.wem"
"893424268","48753438","48753438","1","48753438.wem"
"896352145","55510424","55510424","1","55510424.wem"
"905264037","439812956","439812956","1","439812956.wem"
"912008692","994924645","994924645","1","994924645.wem"
"916679059","315933206","315933206","1","315933206.wem"
"925568882","211532930","211532930","1","211532930.wem"
"948694398","988715288","988715288","1","988715288.wem"
"969603388","508418172","508418172","1","508418172.wem"
"971357107","1054119434","1054119434","1","1054119434.wem"
"977355748","344423814","344423814","1","344423814.wem"
"986718980","439964722","439964722","1","439964722.wem"
"989741814","409047569","409047569","1","409047569.wem"
"996095719","352232437","352232437","1","352232437.wem"
"1014926060","627935293","627935293","1","627935293.wem"
"1020402028","1059620240","1059620240","1","1059620240.wem"
"1029609207","560660796","560660796","1","560660796.wem"
"1032978047","273544445","273544445","1","273544445.wem"
"1038513762","877143853","877143853","1","877143853.wem"
"1048289151","441093314","441093314","1","441093314.wem"
"1056169457","805585905","805585905","1","805585905.wem"
"1062181540","578006395","578006395","1","578006395.wem"
"1070849108","630526577","630526577","1","630526577.wem"
"1071549018","192763684","192763684","1","192763684.wem"
"56891956","3425580","3425580","2","3425580.wem"
"126814530","323532677","323532677","2","323532677.wem"
"252320662","415162792","415162792","2","415162792.wem"
"285906802","712654566","712654566","2","712654566.wem"
"289373360","157056275","157056275","2","157056275.wem"
"291864555","272200703","272200703","2","272200703.wem"
"296170507","514246346","514246346","2","514246346.wem"
"296248025","547039271","547039271","2","547039271.wem"
"334086011","713057920","713057920","2","713057920.wem"
"470353110","385288379","385288379","2","385288379.wem"
"477168486","313851490","313851490","2","313851490.wem"
"478875062","130398566","130398566","2","130398566.wem"
"571505455","250104555","250104555","2","250104555.wem"
"604785067","272522425","272522425","2","272522425.wem"
"616264213","253212335","253212335","2","253212335.wem"
"637038126","201433572","201433572","2","201433572.wem"
"684649077","969023310","969023310","2","969023310.wem"
"690981904","233438342","233438342","2","233438342.wem"
"691603999","295197945","295197945","2","295197945.wem"
"749071007","575396518","575396518","2","575396518.wem"
"755064832","346829381","346829381","2","346829381.wem"
"786547529","202264735","202264735","2","202264735.wem"
"807673703","246609026","246609026","2","246609026.wem"
"866886943","739960959","739960959","2","739960959.wem"
"870012059","105106109","105106109","2","105106109.wem"
"960943702","846917398","846917398","2","846917398.wem"
"1006466372","626322069","626322069","2","626322069.wem"
"1046109848","860084154","860084154","2","860084154.wem"
"115584472","253103376","253103376","2","253103376.wem"
"220297861","441080534","441080534","2","441080534.wem"
"270720598","558462656","558462656","2","558462656.wem"
"380563849","585322642","585322642","2","585322642.wem"
"634330574","115875410","115875410","2","115875410.wem"
"681370881","1040911784","1040911784","2","1040911784.wem"
"689180251","110723765","110723765","2","110723765.wem"
"755606733","159921588","159921588","2","159921588.wem"
"802781260","276506526","276506526","2","276506526.wem"
"858630126","289836723","289836723","2","289836723.wem"
"910173754","99395565","99395565","2","99395565.wem"
"1006185381","136987909","136987909","2","136987909.wem"
"6922791","661007727","661007727","1","661007727.wem"
"9002135","772188202","772188202","1","772188202.wem"
"17658365","900975517","900975517","1","900975517.wem"
"18157117","664790396","664790396","1","664790396.wem"
"19140578","417027039","417027039","1","417027039.wem"
"25112106","405488693","405488693","1","405488693.wem"
"27463364","288149885","288149885","1","288149885.wem"
"31699722","301281303","301281303","1","301281303.wem"
"33190956","504253636","504253636","1","504253636.wem"
"47553081","651223136","651223136","1","651223136.wem"
"72321886","102436360","102436360","1","102436360.wem"
"76171633","770219451","770219451","1","770219451.wem"
"82706509","295484415","295484415","1","295484415.wem"
"91419247","608002897","608002897","1","608002897.wem"
"92536726","792588876","792588876","1","792588876.wem"
"105363513","788630374","788630374","1","788630374.wem"
"109526083","303752298","303752298","1","303752298.wem"
"125314462","481015795","481015795","1","481015795.wem"
"127612013","586977885","586977885","1","586977885.wem"
"157811843","451636995","451636995","1","451636995.wem"
"163143708","618025199","618025199","1","618025199.wem"
"166780425","597905619","597905619","1","597905619.wem"
"166973140","634150988","634150988","1","634150988.wem"
"167701185","892470400","892470400","1","892470400.wem"
"173613983","404788835","404788835","1","404788835.wem"
"186431793","1039444031","1039444031","1","1039444031.wem"
"199791706","299312186","299312186","1","299312186.wem"
"203574859","179329367","179329367","1","179329367.wem"
"210575676","565565952","565565952","1","565565952.wem"
"213205006","27985417","27985417","1","27985417.wem"
"244633615","105622278","105622278","1","105622278.wem"
"249236073","30052689","30052689","1","30052689.wem"
"252713663","321690469","321690469","1","321690469.wem"
"255545802","127357609","127357609","1","127357609.wem"
"258452105","764618888","764618888","1","764618888.wem"
"275604950","755540062","755540062","1","755540062.wem"
"284285436","620304233","620304233","1","620304233.wem"
"297975133","606911486","606911486","1","606911486.wem"
"298667061","859504379","859504379","1","859504379.wem"
"314270197","556780192","556780192","1","556780192.wem"
"320504048","336600463","336600463","1","336600463.wem"
"321721880","16413068","16413068","1","16413068.wem"
"326498802","1058158586","1058158586","1","1058158586.wem"
"348838841","1016515822","1016515822","1","1016515822.wem"
"360567073","61738747","61738747","1","61738747.wem"
"371614362","211866321","211866321","1","211866321.wem"
"371972919","1015723236","1015723236","1","1015723236.wem"
"374593863","170803105","170803105","1","170803105.wem"
"379770640","312358803","312358803","1","312358803.wem"
"380690990","127735755","127735755","1","127735755.wem"
"388939738","886608002","886608002","1","886608002.wem"
"401021872","83349338","83349338","1","83349338.wem"
"410663328","681273938","681273938","1","681273938.wem"
"419987509","512180737","512180737","1","512180737.wem"
"422566295","526885551","526885551","1","526885551.wem"
"430729684","111168223","111168223","1","111168223.wem"
"435806486","742386258","742386258","1","742386258.wem"
"436289009","630611290","630611290","1","630611290.wem"
"458932156","368819908","368819908","1","368819908.wem"
"459152143","864723965","864723965","1","864723965.wem"
"469991711","39862244","39862244","1","39862244.wem"
"471245591","182704058","182704058","1","182704058.wem"
"486651074","919355035","919355035","1","919355035.wem"
"500806800","789495999","789495999","1","789495999.wem"
"501279652","23618156","23618156","1","23618156.wem"
"511937155","793708866","793708866","1","793708866.wem"
"523399982","866332544","866332544","1","866332544.wem"
"530474755","619319587","619319587","1","619319587.wem"
"548337589","145243625","145243625","1","145243625.wem"
"549456114","415572436","415572436","1","415572436.wem"
"549822694","126988840","126988840","1","126988840.wem"
"567837998","1068329219","1068329219","1","1068329219.wem"
"568766156","56270695","56270695","1","56270695.wem"
"570353536","876612086","876612086","1","876612086.wem"
"577175757","287830862","287830862","1","287830862.wem"
"582368397","578909285","578909285","1","578909285.wem"
"583130529","609442118","609442118","1","609442118.wem"
"587799451","54204748","54204748","1","54204748.wem"
"597396105","134051271","134051271","1","134051271.wem"
"605209388","751285065","751285065","1","751285065.wem"
"608042004","418024896","418024896","1","418024896.wem"
"608409245","640524664","640524664","1","640524664.wem"
"614086089","1046561200","1046561200","1","1046561200.wem"
"621432585","691955040","691955040","1","691955040.wem"
"621934074","804342991","804342991","1","804342991.wem"
"622513652","928373896","928373896","1","928373896.wem"
"626792830","474328726","474328726","1","474328726.wem"
"634519766","90880483","90880483","1","90880483.wem"
"638224067","564551233","564551233","1","564551233.wem"
"644019011","65544374","65544374","1","65544374.wem"
"644162243","549141893","549141893","1","549141893.wem"
"649048986","339751913","339751913","1","339751913.wem"
"653534574","770679657","770679657","1","770679657.wem"
"659883931","475146708","475146708","1","475146708.wem"
"660949017","919924785","919924785","1","919924785.wem"
"671588910","848134069","848134069","1","848134069.wem"
"675390096","505575962","505575962","1","505575962.wem"
"676998605","750068795","750068795","1","750068795.wem"
"691391696","6343934","6343934","1","6343934.wem"
"697892629","771764595","771764595","1","771764595.wem"
"702690522","181934843","181934843","1","181934843.wem"
"705785050","724109307","724109307","1","724109307.wem"
"717555436","439504169","439504169","1","439504169.wem"
"731541432","246891663","246891663","1","246891663.wem"
"732424380","619345926","619345926","1","619345926.wem"
"734909783","751516442","751516442","1","751516442.wem"
"740693975","449583122","449583122","1","449583122.wem"
"749194964","1004474760","1004474760","1","1004474760.wem"
"752031617","301847788","301847788","1","301847788.wem"
"769807682","636894117","636894117","1","636894117.wem"
"772868642","466008262","466008262","1","466008262.wem"
"810742718","87634762","87634762","1","87634762.wem"
"817780129","640595667","640595667","1","640595667.wem"
"821575141","686640077","686640077","1","686640077.wem"
"838947076","384020408","384020408","1","384020408.wem"
"840611687","826928329","826928329","1","826928329.wem"
"847070882","1032521899","1032521899","1","1032521899.wem"
"847858363","677551103","677551103","1","677551103.wem"
"854030120","530397980","530397980","1","530397980.wem"
"863797716","458898376","458898376","1","458898376.wem"
"871083681","453883104","453883104","1","453883104.wem"
"872540562","1027092084","1027092084","1","1027092084.wem"
"894686532","757582667","757582667","1","757582667.wem"
"896754212","461263734","461263734","1","461263734.wem"
"898105080","221217876","221217876","1","221217876.wem"
"909884954","1050074967","1050074967","1","1050074967.wem"
"911474382","107137317","107137317","1","107137317.wem"
"914595088","681167016","681167016","1","681167016.wem"
"919823191","107594310","107594310","1","107594310.wem"
"920662145","46657280","46657280","1","46657280.wem"
"922486242","740908996","740908996","1","740908996.wem"
"926509475","990263916","990263916","1","990263916.wem"
"930575479","864627047","864627047","1","864627047.wem"
"948325220","1012365781","1012365781","1","1012365781.wem"
"968071933","667534222","667534222","1","667534222.wem"
"971108235","462415706","462415706","1","462415706.wem"
"994218871","98552437","98552437","1","98552437.wem"
"995832073","618494245","618494245","1","618494245.wem"
"997840992","165923554","165923554","1","165923554.wem"
"998452030","917585991","917585991","1","917585991.wem"
"1002367186","777986001","777986001","1","777986001.wem"
"1007558933","383557193","383557193","1","383557193.wem"
"1010532790","27253652","27253652","1","27253652.wem"
"1012368390","700711985","700711985","1","700711985.wem"
"1021213910","776471683","776471683","1","776471683.wem"
"1021974394","979626938","979626938","1","979626938.wem"
"1024620183","181960664","181960664","1","181960664.wem"
"1040271199","358279764","358279764","1","358279764.wem"
"3911815","1024605331","1024605331","1","1024605331.wem"
"7985231","46999090","46999090","1","46999090.wem"
"8894136","694355849","694355849","1","694355849.wem"
"16788436","758290971","758290971","1","758290971.wem"
"16964629","1007862950","1007862950","1","1007862950.wem"
"17303412","296620762","296620762","1","296620762.wem"
"19131970","972858731","972858731","1","972858731.wem"
"21594974","878999912","878999912","1","878999912.wem"
"28335878","529627824","529627824","1","529627824.wem"
"30745212","27512562","27512562","1","27512562.wem"
"47687508","766877046","766877046","1","766877046.wem"
"64276441","605166869","605166869","1","605166869.wem"
"92514553","148095223","148095223","1","148095223.wem"
"101003551","884181245","884181245","1","884181245.wem"
"102762371","323978565","323978565","1","323978565.wem"
"111133726","883984475","883984475","1","883984475.wem"
"113777530","243616231","243616231","1","243616231.wem"
"116161362","351957581","351957581","1","351957581.wem"
"117634563","31508959","31508959","1","31508959.wem"
"123421981","123921731","123921731","1","123921731.wem"
"143840629","646898170","646898170","1","646898170.wem"
"166959151","1026098211","1026098211","1","1026098211.wem"
"168299508","876965456","876965456","1","876965456.wem"
"181571197","495882292","495882292","1","495882292.wem"
"181976729","1068184009","1068184009","1","1068184009.wem"
"188247809","196991802","196991802","1","196991802.wem"
"195703788","430911117","430911117","1","430911117.wem"
"219128123","199511651","199511651","1","199511651.wem"
"220944009","647714753","647714753","1","647714753.wem"
"228056663","910243833","910243833","1","910243833.wem"
"236350761","481223653","481223653","1","481223653.wem"
"236830479","41098152","41098152","1","41098152.wem"
"245719918","162530994","162530994","1","162530994.wem"
"258833419","715683777","715683777","1","715683777.wem"
"259359669","666889927","666889927","1","666889927.wem"
"267818785","681387595","681387595","1","681387595.wem"
"280142996","564398809","564398809","1","564398809.wem"
"294067781","513712278","513712278","1","513712278.wem"
"307213396","709111517","709111517","1","709111517.wem"
"308205199","802413119","802413119","1","802413119.wem"
"319887933","1018412350","1018412350","1","1018412350.wem"
"329959198","184647666","184647666","1","184647666.wem"
"337891011","196366528","196366528","1","196366528.wem"
"340289213","473254968","473254968","1","473254968.wem"
"350874972","545688649","545688649","1","545688649.wem"
"354849125","433983910","433983910","1","433983910.wem"
"363460359","789342652","789342652","1","789342652.wem"
"364268165","890121176","890121176","1","890121176.wem"
"370695314","394444490","394444490","1","394444490.wem"
"376261092","979544947","979544947","1","979544947.wem"
"380986806","702379328","702379328","1","702379328.wem"
"382245291","38896854","38896854","1","38896854.wem"
"390275823","338807096","338807096","1","338807096.wem"
"398210724","643050642","643050642","1","643050642.wem"
"398940593","635449659","635449659","1","635449659.wem"
"410822757","878170847","878170847","1","878170847.wem"
"411771121","137581498","137581498","1","137581498.wem"
"425828521","42374114","42374114","1","42374114.wem"
"432798228","181324910","181324910","1","181324910.wem"
"439289755","723844794","723844794","1","723844794.wem"
"461646817","803570338","803570338","1","803570338.wem"
"467790309","1069707836","1069707836","1","1069707836.wem"
"470207270","289770978","289770978","1","289770978.wem"
"478932114","471866784","471866784","1","471866784.wem"
"486557715","541461070","541461070","1","541461070.wem"
"504178454","344949174","344949174","1","344949174.wem"
"524458779","799928963","799928963","1","799928963.wem"
"531718375","854370586","854370586","1","854370586.wem"
"531855588","377506577","377506577","1","377506577.wem"
"548817883","903880128","903880128","1","903880128.wem"
"562954401","800692050","800692050","1","800692050.wem"
"571182963","300465557","300465557","1","300465557.wem"
"586439977","743117923","743117923","1","743117923.wem"
"589686071","831440145","831440145","1","831440145.wem"
"613357147","882258407","882258407","1","882258407.wem"
"629324952","264429072","264429072","1","264429072.wem"
"635194493","800015293","800015293","1","800015293.wem"
"646661523","493670512","493670512","1","493670512.wem"
"647210547","738409400","738409400","1","738409400.wem"
"650450056","499650297","499650297","1","499650297.wem"
"658297895","191772834","191772834","1","191772834.wem"
"669372916","894548271","894548271","1","894548271.wem"
"683865752","643106928","643106928","1","643106928.wem"
"690767395","735720766","735720766","1","735720766.wem"
"694321162","810336999","810336999","1","810336999.wem"
"700269304","1040216574","1040216574","1","1040216574.wem"
"723056549","206482288","206482288","1","206482288.wem"
"731583627","668525710","668525710","1","668525710.wem"
"734488198","231591266","231591266","1","231591266.wem"
"763115100","324163942","324163942","1","324163942.wem"
"768792658","35991868","35991868","1","35991868.wem"
"783624524","1048949208","1048949208","1","1048949208.wem"
"792968165","281326780","281326780","1","281326780.wem"
"797942932","1024311381","1024311381","1","1024311381.wem"
"799240744","120129487","120129487","1","120129487.wem"
"802318516","126944838","126944838","1","126944838.wem"
"802506159","1052971964","1052971964","1","1052971964.wem"
"812542932","218774231","218774231","1","218774231.wem"
"831057410","708939688","708939688","1","708939688.wem"
"831564288","70106595","70106595","1","70106595.wem"
"832803086","424842952","424842952","1","424842952.wem"
"852207460","958401130","958401130","1","958401130.wem"
"852731061","917921297","917921297","1","917921297.wem"
"859486199","866777626","866777626","1","866777626.wem"
"861450985","1028485157","1028485157","1","1028485157.wem"
"863730520","1011898081","1011898081","1","1011898081.wem"
"868551262","327111786","327111786","1","327111786.wem"
"870323883","962377788","962377788","1","962377788.wem"
"877020574","1018719994","1018719994","1","1018719994.wem"
"877269556","204876013","204876013","1","204876013.wem"
"879486849","286377453","286377453","1","286377453.wem"
"899139808","775795699","775795699","1","775795699.wem"
"910095007","623442379","623442379","1","623442379.wem"
"913804586","722799325","722799325","1","722799325.wem"
"917952391","45145384","45145384","1","45145384.wem"
"933665394","446263000","446263000","1","446263000.wem"
"940453610","536489072","536489072","1","536489072.wem"
"949224210","964945468","964945468","1","964945468.wem"
"949241249","914212892","914212892","1","914212892.wem"
"969254776","607257319","607257319","1","607257319.wem"
"981927778","183169828","183169828","1","183169828.wem"
"983828701","184262414","184262414","1","184262414.wem"
"990384137","242465059","242465059","1","242465059.wem"
"1017016097","291902255","291902255","1","291902255.wem"
"1018012663","393960277","393960277","1","393960277.wem"
"1024372567","125264452","125264452","1","125264452.wem"
"1042035163","75298720","75298720","1","75298720.wem"
"1042257467","871360798","871360798","1","871360798.wem"
"1043455568","822250269","822250269","1","822250269.wem"
"1058836719","797426814","797426814","1","797426814.wem"
"1073725359","638460096","638460096","1","638460096.wem"
