"EventID","ActionID","SoundID","SourceID","WEM","StreamType","Status"
"2425029175","879789512","459152143","864723965","864723965.wem","1","COMPLETE"
"2425927065","298434615","968071933","667534222","667534222.wem","1","COMPLETE"
"2438119800","1015906646","854189880","376272801","376272801.wem","1","COMPLETE"
"2440926759","635050659","382078430","352352022","352352022.wem","1","COMPLETE"
"2445559219","779377083","105363513","788630374","788630374.wem","1","COMPLETE"
"2454000597","289426750","511937155","793708866","793708866.wem","1","COMPLETE"
"2457704346","574401583","792154728","486413675","486413675.wem","1","COMPLETE"
"2465047953","544599743","380690990","127735755","127735755.wem","1","COMPLETE"
"2472637814","212314177","1040766705","423576560","423576560.wem","1","COMPLETE"
"2473794624","490975876","119773558","688622186","688622186.wem","1","COMPLETE"
"2474481933","637311462","1056169457","805585905","805585905.wem","1","COMPLETE"
"2476246378","280642798","648285456","174921470","174921470.wem","1","COMPLETE"
"2477547673","80120170","899810283","219180708","219180708.wem","1","COMPLETE"
"2484133173","539367414","72321886","102436360","102436360.wem","1","COMPLETE"
"2489945728","234893302","832648642","528120439","528120439.wem","1","COMPLETE"
"2490695792","382095047","812542932","218774231","218774231.wem","1","COMPLETE"
"2499600490","780665079","91419247","608002897","608002897.wem","1","COMPLETE"
"2501910180","145636329","203607454","698957989","698957989.wem","1","COMPLETE"
"2517422018","758071889","47293031","937859725","937859725.wem","1","COMPLETE"
"2518913913","368057932","829265289","860778881","860778881.wem","1","COMPLETE"
"2519060418","910703238","876698212","6407439","6407439.wem","1","COMPLETE"
"2522611136","715571477","335574237","359395123","359395123.wem","1","COMPLETE"
"2525315717","597649411","252320662","415162792","415162792.wem","2","COMPLETE"
"2525512531","642971320","366670215","742914976","742914976.wem","1","COMPLETE"
"2534291421","587587175","186431793","1039444031","1039444031.wem","1","COMPLETE"
"2538218920","512806896","577175757","287830862","287830862.wem","1","COMPLETE"
"2541491532","310537009","202923190","809202668","809202668.wem","1","COMPLETE"
"2545964037","249723566","662727444","130214626","130214626.wem","1","COMPLETE"
"2554253173","623088887","438729264","743470628","743470628.wem","1","COMPLETE"
"2555930391","225731760","1006466372","626322069","626322069.wem","2","COMPLETE"
"2565760583","570273374","227351358","86148928","86148928.wem","1","COMPLETE"
"2570146160","743827893","102529807","660666201","660666201.wem","1","COMPLETE"
"2578213330","74137745","872518086","876561326","876561326.wem","1","COMPLETE"
"2580604493","289027545","481013096","169992522","169992522.wem","1","COMPLETE"
"2584526111","47485129","949224210","964945468","964945468.wem","1","COMPLETE"
"2596443901","962335104","305520658","669126361","669126361.wem","1","COMPLETE"
"2600442144","799096121","126814530","323532677","323532677.wem","2","COMPLETE"
"2603129809","272141459","524458779","799928963","799928963.wem","1","COMPLETE"
"2603168646","81192648","1010532790","27253652","27253652.wem","1","COMPLETE"
"2604247032","814291001","689180251","110723765","110723765.wem","2","COMPLETE"
"2611447410","177203986","368729190","816045425","816045425.wem","1","COMPLETE"
"2612629683","661207466","425828521","42374114","42374114.wem","1","COMPLETE"
"2614898379","838684050","435229911","290922556","290922556.wem","1","COMPLETE"
"2617860108","642223327","717555436","439504169","439504169.wem","1","COMPLETE"
"2618876834","380036408","713689065","872314379","872314379.wem","1","COMPLETE"
"2620796913","864881930","543057014","103162336","103162336.wem","1","COMPLETE"
"2627370257","824668894","344839582","223275476","223275476.wem","1","COMPLETE"
"2627370258","64157754","765662550","253463471","253463471.wem","1","COMPLETE"
"2636156710","544445428","638224067","564551233","564551233.wem","1","COMPLETE"
"2640616180","687677002","486790754","631551399","631551399.wem","1","COMPLETE"
"2642473142","759900453","243971661","676072795","676072795.wem","1","COMPLETE"
"2644114177","904808310","343124650","49679125","49679125.wem","1","COMPLETE"
"2649265093","167917597","871319121","929989629","929989629.wem","1","COMPLETE"
"2652657254","256541576","131367935","34453711","34453711.wem","1","COMPLETE"
"2658140653","312663576","952119059","192113431","192113431.wem","1","COMPLETE"
"2661400488","660685501","629940060","470716356","470716356.wem","1","COMPLETE"
"2661574759","955378424","531718375","854370586","854370586.wem","1","COMPLETE"
"2662259499","479884815","124356807","1051914724","1051914724.wem","1","COMPLETE"
"2664002317","351187368","1044185358","213762010","213762010.wem","1","COMPLETE"
"2664776366","1063831631","28335878","529627824","529627824.wem","1","COMPLETE"
"2667738906","654231053","470353110","385288379","385288379.wem","2","COMPLETE"
"2684472406","982703692","63874210","483044510","483044510.wem","1","COMPLETE"
"2686703802","866994893","548337589","145243625","145243625.wem","1","COMPLETE"
"2697836364","447582716","606536846","117431200","117431200.wem","2","COMPLETE"
"2698788672","324837614","926509475","990263916","990263916.wem","1","COMPLETE"
"2713926369","238036359","674397616","136642407","136642407.wem","1","COMPLETE"
"2719716361","207870470","957598446","234132063","234132063.wem","1","COMPLETE"
"2727922260","437329850","889592965","1052655305","1052655305.wem","1","COMPLETE"
"2732307994","725637980","251052523","226617786","226617786.wem","1","COMPLETE"
"2732940784","555081241","786517469","287207942","287207942.wem","1","COMPLETE"
"2738261844","547505101","412158337","653141414","653141414.wem","1","COMPLETE"
"2739992076","1004918001","999342135","864907048","864907048.wem","1","COMPLETE"
"2740913428","12442089","282039142","718567021","718567021.wem","1","COMPLETE"
"2749166468","447509143","487883303","452594030","452594030.wem","1","COMPLETE"
"2750707470","626013087","763115100","324163942","324163942.wem","1","COMPLETE"
"2755039431","545438299","850522474","67891682","67891682.wem","1","COMPLETE"
"2758402857","214515218","465974968","680130212","680130212.wem","0","COMPLETE"
"2764976541","1060556026","980836785","867596762","867596762.wem","1","COMPLETE"
"2769386522","159797434","363139508","315025654","315025654.wem","1","COMPLETE"
"2771812905","471837658","486651074","919355035","919355035.wem","1","COMPLETE"
"2777867240","407228115","310623641","791924021","791924021.wem","1","COMPLETE"
"2777911739","1050996736","55960903","150380784","150380784.wem","1","COMPLETE"
"2778855768","718144342","706356691","86065016","86065016.wem","1","COMPLETE"
"2788594733","145436850","912008692","994924645","994924645.wem","1","COMPLETE"
"2790755596","954028334","776675658","161300527","161300527.wem","1","COMPLETE"
"2792667481","409212010","680405612","994952825","994952825.wem","1","COMPLETE"
"2811078669","575442097","100816364","952069668","952069668.wem","1","COMPLETE"
"2820893646","339918404","856251009","561127797","561127797.wem","1","COMPLETE"
"2832647578","670621262","1044794715","895500184","895500184.wem","1","COMPLETE"
"2835669845","444117764","933649772","168165222","168165222.wem","1","COMPLETE"
"2837614623","172622681","233234196","1001406991","1001406991.wem","1","COMPLETE"
"2839621892","831971855","228178172","270299190","270299190.wem","1","COMPLETE"
"2846891204","367850307","186317238","624055360","624055360.wem","1","COMPLETE"
"2847151629","479179942","906225843","345019061","345019061.wem","1","COMPLETE"
"2854087502","3867541","508888825","367107921","367107921.wem","1","COMPLETE"
"2859690167","179482489","103576971","262650098","262650098.wem","1","COMPLETE"
"2859732940","343632455","909925224","536079640","536079640.wem","1","COMPLETE"
"2869907640","756613668","877746291","578164637","578164637.wem","1","COMPLETE"
"2875567305","556933342","658714248","21773969","21773969.wem","1","COMPLETE"
"2876192162","333340310","684649077","969023310","969023310.wem","2","COMPLETE"
"2878382540","1050514178","845078982","887480316","887480316.wem","1","COMPLETE"
"2879537941","60003323","446225257","841131934","841131934.wem","1","COMPLETE"
"2880264342","226295830","329959198","184647666","184647666.wem","1","COMPLETE"
"2888225390","351661579","861450985","1028485157","1028485157.wem","1","COMPLETE"
"2888225975","1061622172","990384137","242465059","242465059.wem","1","COMPLETE"
"2890782109","110818890","821837423","948823182","948823182.wem","1","COMPLETE"
"2893405392","845945371","910998466","406532239","406532239.wem","1","COMPLETE"
"2900094000","118212027","924258737","434389044","434389044.wem","2","COMPLETE"
"2902861785","693207772","898427731","371295396","371295396.wem","1","COMPLETE"
"2905455963","706393658","738574398","620639237","620639237.wem","1","COMPLETE"
"2909398110","1015695160","834911872","929772598","929772598.wem","1","COMPLETE"
"2909911435","206471921","457857934","785886237","785886237.wem","1","COMPLETE"
"2910483243","299534996","7985231","46999090","46999090.wem","1","COMPLETE"
"2910534179","322780079","656534323","536154943","536154943.wem","2","COMPLETE"
"2910603287","272480116","821575141","686640077","686640077.wem","1","COMPLETE"
"2917685879","877125197","553575192","182815024","182815024.wem","1","COMPLETE"
"2921080753","512676108","1007558933","383557193","383557193.wem","1","COMPLETE"
"2925666398","769045348","913829879","688599799","688599799.wem","1","COMPLETE"
"2936382455","1049261664","288908823","677559673","677559673.wem","1","COMPLETE"
"2938918989","455910179","624386789","781584840","781584840.wem","2","COMPLETE"
"2940386373","102449394","45306426","662180586","662180586.wem","1","COMPLETE"
"2941141265","35149190","585458173","608686206","608686206.wem","1","COMPLETE"
"2945085863","796624193","410822757","878170847","878170847.wem","1","COMPLETE"
"2949996389","704635580","400841042","765967550","765967550.wem","1","COMPLETE"
"2953782666","824648558","345970100","730596321","730596321.wem","1","COMPLETE"
"2954378006","72523283","173613983","404788835","404788835.wem","1","COMPLETE"
"2955162213","997398706","1039244062","396856693","396856693.wem","1","COMPLETE"
"2968484849","816852628","121090276","516151388","516151388.wem","1","COMPLETE"
"2970426852","658379738","927939045","403731769","403731769.wem","1","COMPLETE"
"2978206509","252861238","116161362","351957581","351957581.wem","1","COMPLETE"
"2978642124","30662481","705785050","724109307","724109307.wem","1","COMPLETE"
"2981546119","954524131","606764739","182563901","182563901.wem","1","COMPLETE"
"2983809071","704795522","786547529","202264735","202264735.wem","2","COMPLETE"
"2991160767","179125938","4765697","314504782","314504782.wem","1","COMPLETE"
"2994106687","677413543","991633241","227830401","227830401.wem","1","COMPLETE"
"2999985347","664166620","906044685","287735083","287735083.wem","1","COMPLETE"
"3002424588","125837682","328793783","7390073","7390073.wem","1","COMPLETE"
"3004213860","1053228116","36662291","376568401","376568401.wem","1","COMPLETE"
"3016619489","878720335","448285965","507868355","507868355.wem","1","COMPLETE"
"3019033575","878200631","644019011","65544374","65544374.wem","1","COMPLETE"
"3019476070","902071565","166004695","895007152","895007152.wem","1","COMPLETE"
"3020580112","249493294","398940593","635449659","635449659.wem","1","COMPLETE"
"3020786623","617526787","388939738","886608002","886608002.wem","1","COMPLETE"
"3022257892","986239896","220297861","441080534","441080534.wem","2","COMPLETE"
"3024387871","7289928","850004010","892968061","892968061.wem","1","COMPLETE"
"3030332188","639353813","940453610","536489072","536489072.wem","1","COMPLETE"
"3033998857","157565222","732424380","619345926","619345926.wem","1","COMPLETE"
"3041205926","635149215","991705527","463698316","463698316.wem","1","COMPLETE"
"3041643348","708210324","949241249","914212892","914212892.wem","1","COMPLETE"
"3053274528","397028150","981927778","183169828","183169828.wem","1","COMPLETE"
"3054309078","824638910","863730520","1011898081","1011898081.wem","1","COMPLETE"
"3054968582","319550894","29932884","327225481","327225481.wem","1","COMPLETE"
"3056621189","920046291","1017016097","291902255","291902255.wem","1","COMPLETE"
"3059834227","233322638","919823191","107594310","107594310.wem","1","COMPLETE"
"3063645708","1041902263","227785352","520292044","520292044.wem","1","COMPLETE"
"3064175506","46751181","90621619","739612169","739612169.wem","1","COMPLETE"
"3073592732","457999176","616613882","866356484","866356484.wem","1","COMPLETE"
"3078223667","893787449","960300668","85694433","85694433.wem","1","COMPLETE"
"3079820893","404774770","804684178","157528075","157528075.wem","1","COMPLETE"
"3082062299","1027399461","278513699","147747681","147747681.wem","1","COMPLETE"
"3087475729","973577341","500794153","916594557","916594557.wem","1","COMPLETE"
"3094265415","527009957","677491422","983217710","983217710.wem","1","COMPLETE"
"3098908705","133087753","56891956","3425580","3425580.wem","2","COMPLETE"
"3100553236","978917118","802781260","276506526","276506526.wem","2","COMPLETE"
"3101685905","653965402","777605706","86754495","86754495.wem","1","COMPLETE"
"3105144685","552411348","322554093","116769263","116769263.wem","1","COMPLETE"
"3107979236","89731502","296248025","547039271","547039271.wem","2","COMPLETE"
"3109943155","315466570","611347293","63485174","63485174.wem","1","COMPLETE"
"3110187324","911549028","17303412","296620762","296620762.wem","1","COMPLETE"
"3111750117","1030007405","753255660","201252940","201252940.wem","1","COMPLETE"
"3114659685","944823873","866051121","428355477","428355477.wem","1","COMPLETE"
"3124196736","78103598","37581679","354668928","354668928.wem","1","COMPLETE"
"3125062282","328893647","376404055","14026281","14026281.wem","1","COMPLETE"
"3125219180","640248237","892003083","431481085","431481085.wem","2","COMPLETE"
"3132340375","433283396","321425575","305371706","305371706.wem","2","COMPLETE"
"3132505799","793688024","348838841","1016515822","1016515822.wem","1","COMPLETE"
"3133460898","55560641","542588538","629168157","629168157.wem","1","COMPLETE"
"3140974451","853664769","948694398","988715288","988715288.wem","1","COMPLETE"
"3142304963","783691453","582915972","911282662","911282662.wem","1","COMPLETE"
"3145078346","505655258","831057410","708939688","708939688.wem","1","COMPLETE"
"3157752038","683406032","224444927","1037817702","1037817702.wem","1","COMPLETE"
"3158277099","987672707","687869472","885929473","885929473.wem","1","COMPLETE"
"3158607891","923164948","88238200","656128884","656128884.wem","1","COMPLETE"
"3158746592","407292068","207984255","884690055","884690055.wem","1","COMPLETE"
"3160093545","538676215","799240744","120129487","120129487.wem","1","COMPLETE"
"3169421733","857827138","580027746","644391300","644391300.wem","1","COMPLETE"
"3174529625","489984894","223366276","920301962","920301962.wem","1","COMPLETE"
"3177931370","997513563","899139808","775795699","775795699.wem","1","COMPLETE"
"3178225616","909906155","963425142","295402180","295402180.wem","1","COMPLETE"
"3178332247","485498324","602191726","222265191","222265191.wem","1","COMPLETE"
"3184847143","117139925","47687508","766877046","766877046.wem","1","COMPLETE"
"3189533682","59351733","1038669707","141791397","141791397.wem","1","COMPLETE"
"3191307212","791774604","704516752","755475297","755475297.wem","1","COMPLETE"
"3192371027","542368969","783624524","1048949208","1048949208.wem","1","COMPLETE"
"3193117353","842035104","988653907","1056241236","1056241236.wem","1","COMPLETE"
"3196710711","648829821","163495378","702029865","702029865.wem","1","COMPLETE"
"3197501496","163778031","665836850","324025043","324025043.wem","2","COMPLETE"
"3198991555","758593958","174490978","25982441","25982441.wem","1","COMPLETE"
"3207686143","858618092","588579003","330995421","330995421.wem","1","COMPLETE"
"3208084927","847235229","853821731","781907701","781907701.wem","1","COMPLETE"
"3209565980","73954323","700269304","1040216574","1040216574.wem","1","COMPLETE"
"3220413139","780470501","540085035","197543547","197543547.wem","1","COMPLETE"
"3223271117","544764882","162154101","237528681","237528681.wem","2","COMPLETE"
"3224862482","222037952","221598300","38727352","38727352.wem","1","COMPLETE"
"3229787096","175975353","467599100","529421949","529421949.wem","1","COMPLETE"
"3232962523","58167495","771212542","916026085","916026085.wem","1","COMPLETE"
"3238798809","1073460608","275966564","72599138","72599138.wem","1","COMPLETE"
"3241396690","413741820","308534648","784706505","784706505.wem","1","COMPLETE"
"3241640069","320124046","32791407","597854950","597854950.wem","1","COMPLETE"
"3242189316","387354500","998452030","917585991","917585991.wem","1","COMPLETE"
"3242356929","94611735","786932822","167560200","167560200.wem","1","COMPLETE"
"3242901752","713358744","483904343","374069543","374069543.wem","1","COMPLETE"
"3249961414","317431926","846913607","147824665","147824665.wem","1","COMPLETE"
"3250133774","608600397","60461893","920068327","920068327.wem","1","COMPLETE"
"3251826310","71276057","134298352","500049807","500049807.wem","1","COMPLETE"
"3253154306","723757622","655446178","583398930","583398930.wem","1","COMPLETE"
"3255030090","892965232","585637965","87544570","87544570.wem","1","COMPLETE"
"3255456168","291927307","447670004","582033018","582033018.wem","1","COMPLETE"
"3258244090","547776979","796702502","293295906","293295906.wem","1","COMPLETE"
"3264861813","455383523","203302226","239395106","239395106.wem","1","COMPLETE"
"3267913919","64937679","209026346","187578096","187578096.wem","1","COMPLETE"
"3278687242","581908100","601743846","936295321","936295321.wem","1","COMPLETE"
"3279244510","138703191","845948462","208695542","208695542.wem","1","COMPLETE"
"3281868771","713536406","290113082","528151165","528151165.wem","1","COMPLETE"
"3284123042","275414368","608409245","640524664","640524664.wem","1","COMPLETE"
"3291525357","836315365","334086011","713057920","713057920.wem","2","COMPLETE"
"3293282188","225953132","765137024","1004298845","1004298845.wem","2","COMPLETE"
"3297347650","306387756","1018012663","393960277","393960277.wem","1","COMPLETE"
"3298400320","970444226","56498920","302855129","302855129.wem","1","COMPLETE"
"3304925284","695950868","605209388","751285065","751285065.wem","1","COMPLETE"
"3311955968","680752309","658297895","191772834","191772834.wem","1","COMPLETE"
"3314509209","872083590","414892240","898001860","898001860.wem","2","COMPLETE"
"3318182744","870297515","810742718","87634762","87634762.wem","1","COMPLETE"
"3322048120","848087512","599410777","548195936","548195936.wem","1","COMPLETE"
"3325265034","293778651","811602040","496330691","496330691.wem","1","COMPLETE"
"3325452044","563618692","69177987","146493191","146493191.wem","1","COMPLETE"
"3344009922","280982821","12453192","873145965","873145965.wem","1","COMPLETE"
"3346078392","1048721319","898136896","264318605","264318605.wem","1","COMPLETE"
"3358083757","986122839","351760058","770080605","770080605.wem","1","COMPLETE"
"3359083402","323409150","896352145","55510424","55510424.wem","1","COMPLETE"
"3359936350","173298372","783563524","866425644","866425644.wem","1","COMPLETE"
"3361011483","10653340","997840992","165923554","165923554.wem","1","COMPLETE"
"3364301767","156351880","320619238","449603267","449603267.wem","2","COMPLETE"
"3369576424","873309786","47130983","15140111","15140111.wem","1","COMPLETE"
"3372015199","904260975","958361494","939038798","939038798.wem","1","COMPLETE"
"3373282543","770029961","516266276","723186224","723186224.wem","2","COMPLETE"
"3375861117","505814526","1071549018","192763684","192763684.wem","1","COMPLETE"
"3377565224","839545645","971357107","1054119434","1054119434.wem","1","COMPLETE"
"3385568830","823897829","134396432","766329512","766329512.wem","1","COMPLETE"
"3385772171","797990698","1058836719","797426814","797426814.wem","1","COMPLETE"
"3389668694","843148699","775472182","493162889","493162889.wem","1","COMPLETE"
"3392410201","175951935","478932114","471866784","471866784.wem","1","COMPLETE"
"3393122011","876453350","870012059","105106109","105106109.wem","2","COMPLETE"
"3393491620","761202034","219574840","467069342","467069342.wem","1","COMPLETE"
"3394342811","662060","1048289151","441093314","441093314.wem","1","COMPLETE"
"3394785282","359251216","17658365","900975517","900975517.wem","1","COMPLETE"
"3397463485","304223564","1021974394","979626938","979626938.wem","1","COMPLETE"
"3404660568","57170369","671588910","848134069","848134069.wem","1","COMPLETE"
"3410269207","1030028545","520728322","28899013","28899013.wem","1","COMPLETE"
"3410464112","325106043","504326628","780869917","780869917.wem","1","COMPLETE"
"3411120398","871247096","479443232","938294348","938294348.wem","1","COMPLETE"
"3411582111","561735104","290357438","553050431","553050431.wem","1","COMPLETE"
"3412165023","60078409","471245591","182704058","182704058.wem","1","COMPLETE"
"3416827058","615308723","275604950","755540062","755540062.wem","1","COMPLETE"
"3424746738","449994384","917725707","1063061087","1063061087.wem","1","COMPLETE"
"3427046794","530989381","323299304","4880661","4880661.wem","1","COMPLETE"
"3427898081","917836929","646389710","1046566922","1046566922.wem","1","COMPLETE"
"3428292521","74374552","161295155","980150240","980150240.wem","1","COMPLETE"
"3429285047","820908121","427730419","38372339","38372339.wem","2","COMPLETE"
"3436101585","682831040","359396336","652307045","652307045.wem","1","COMPLETE"
"3443824509","516402753","475186527","89315413","89315413.wem","1","COMPLETE"
"3444675668","697060392","762419982","995532982","995532982.wem","1","COMPLETE"
"3447099962","617480380","970840363","31296218","31296218.wem","1","COMPLETE"
"3447942977","949973051","288066945","1011669071","1011669071.wem","1","COMPLETE"
"3448015431","784422778","971108235","462415706","462415706.wem","1","COMPLETE"
"3451013194","99510254","52315637","763581127","763581127.wem","1","COMPLETE"
"3452444601","286399025","339899159","886897021","886897021.wem","1","COMPLETE"
"3454751185","563809294","299824260","763059289","763059289.wem","1","COMPLETE"
"3456415926","232240280","108396381","383786923","383786923.wem","1","COMPLETE"
"3456426596","809036313","621934074","804342991","804342991.wem","1","COMPLETE"
"3461453255","34794032","611472339","415978962","415978962.wem","1","COMPLETE"
"3471142878","192767124","947622528","401770030","401770030.wem","1","COMPLETE"
"3472040852","196711582","997226037","27039803","27039803.wem","1","COMPLETE"
"3472596609","598556963","937322468","904508579","904508579.wem","1","COMPLETE"
"3473193513","28085961","458512398","880656504","880656504.wem","1","COMPLETE"
"3474264746","636039829","706861923","104766979","104766979.wem","1","COMPLETE"
"3476673361","883554388","25112106","405488693","405488693.wem","1","COMPLETE"
"3478230970","636402901","116588105","731766908","731766908.wem","1","COMPLETE"
"3478448924","526545197","428696480","842744467","842744467.wem","1","COMPLETE"
"3482353277","729633226","410663328","681273938","681273938.wem","1","COMPLETE"
"3482841388","984677752","400468789","216677552","216677552.wem","1","COMPLETE"
"3489971100","861365488","234654256","529146015","529146015.wem","1","COMPLETE"
"3492277858","763302358","482154530","802166597","802166597.wem","2","COMPLETE"
"3495008557","843074105","433476590","400720740","400720740.wem","1","COMPLETE"
"3506695771","506804299","536241889","429842192","429842192.wem","1","COMPLETE"
"3506748687","825136468","542135117","857517261","857517261.wem","1","COMPLETE"
"3513521233","1037899952","55143284","264889363","264889363.wem","1","COMPLETE"
"3515495150","821128532","614086089","1046561200","1046561200.wem","1","COMPLETE"
"3517136529","23907833","43161025","1071813657","1071813657.wem","1","COMPLETE"
"3523526370","411611558","916679059","315933206","315933206.wem","1","COMPLETE"
"3528293971","100767144","249691142","117772031","117772031.wem","1","COMPLETE"
"3529572942","596069772","616264213","253212335","253212335.wem","2","COMPLETE"
"3529995645","308976180","363460359","789342652","789342652.wem","1","COMPLETE"
"3536453190","299601734","1008324200","946187242","946187242.wem","1","COMPLETE"
"3540303957","141002095","434980305","834123639","834123639.wem","1","COMPLETE"
"3543190865","33263017","229232438","900193839","900193839.wem","1","COMPLETE"
"3543770398","1009862860","334158153","897844617","897844617.wem","1","COMPLETE"
"3545369453","621163132","769807682","636894117","636894117.wem","1","COMPLETE"
"3550161132","277899670","740693975","449583122","449583122.wem","1","COMPLETE"
"3551984309","78192260","855550521","840654523","840654523.wem","1","COMPLETE"
"3559160032","968611272","697892629","771764595","771764595.wem","1","COMPLETE"
"3562805937","209361308","401021872","83349338","83349338.wem","1","COMPLETE"
"3569155239","961165312","233041791","366957376","366957376.wem","1","COMPLETE"
"3569963574","1001120948","430729684","111168223","111168223.wem","1","COMPLETE"
"3574820932","441572062","359274625","120369165","120369165.wem","1","COMPLETE"
"3575253992","719296781","426516721","252188113","252188113.wem","1","COMPLETE"
"3581257700","783783444","505152437","921173421","921173421.wem","1","COMPLETE"
"3586116088","828004921","892165785","415979427","415979427.wem","1","COMPLETE"
"3590473986","821695112","678407609","465528367","465528367.wem","1","COMPLETE"
"3595682514","69768974","759177831","884549210","884549210.wem","1","COMPLETE"
"3606265539","351589402","676998605","750068795","750068795.wem","1","COMPLETE"
"3607937231","32961106","457127826","680844896","680844896.wem","1","COMPLETE"
"3608137028","574004546","852207460","958401130","958401130.wem","1","COMPLETE"
"3615379023","350226134","32540565","566110703","566110703.wem","1","COMPLETE"
"3628366633","550507698","92514553","148095223","148095223.wem","1","COMPLETE"
"3632571986","814576078","297975133","606911486","606911486.wem","1","COMPLETE"
"3642407344","436955453","769066881","577440984","577440984.wem","1","COMPLETE"
"3653153386","1002636204","383659468","545435231","545435231.wem","1","COMPLETE"
"3658228876","1000099591","552113282","506104412","506104412.wem","1","COMPLETE"
"3663766269","473154646","772868642","466008262","466008262.wem","1","COMPLETE"
"3668016913","528110645","361289234","490282974","490282974.wem","1","COMPLETE"
"3674106912","874241281","111133726","883984475","883984475.wem","1","COMPLETE"
"3675640674","316817249","1021213910","776471683","776471683.wem","1","COMPLETE"
"3685996630","254178215","933665394","446263000","446263000.wem","1","COMPLETE"
"3688101281","285689078","1006185381","136987909","136987909.wem","2","COMPLETE"
"3688952314","919247701","308627977","248157971","248157971.wem","1","COMPLETE"
"3692828438","225415406","641124123","736682789","736682789.wem","1","COMPLETE"
"3700075934","727846445","356083530","170699724","170699724.wem","1","COMPLETE"
"3706754220","286979558","1032607273","195537923","195537923.wem","1","COMPLETE"
"3713637175","702267632","404670054","833742253","833742253.wem","2","COMPLETE"
"3716023168","134491677","284285436","620304233","620304233.wem","1","COMPLETE"
"3722097342","1058195344","488326372","475355609","475355609.wem","1","COMPLETE"
"3723090864","198739567","597396105","134051271","134051271.wem","1","COMPLETE"
"3724663601","61281214","147162150","187117794","187117794.wem","1","COMPLETE"
"3728268265","828963377","856388464","291791478","291791478.wem","1","COMPLETE"
"3730594256","887528416","95758901","647942636","647942636.wem","2","COMPLETE"
"3731075189","1056469811","122595610","948839576","948839576.wem","1","COMPLETE"
"3731149831","802259581","660949017","919924785","919924785.wem","1","COMPLETE"
"3734191343","716363581","751633344","607237120","607237120.wem","1","COMPLETE"
"3743646576","80190433","204338224","621923253","621923253.wem","1","COMPLETE"
"3746903343","852505034","715412627","882396025","882396025.wem","1","COMPLETE"
"3753047800","662890105","690767395","735720766","735720766.wem","1","COMPLETE"
"3755601420","488345522","210575676","565565952","565565952.wem","1","COMPLETE"
"3757160600","98505176","721041892","724830889","724830889.wem","1","COMPLETE"
"3759483214","111729126","633391133","151932880","151932880.wem","1","COMPLETE"
"3765030571","368131148","469991711","39862244","39862244.wem","1","COMPLETE"
"3765261802","71364058","321032045","927048682","927048682.wem","1","COMPLETE"
"3776281097","411823826","571505455","250104555","250104555.wem","2","COMPLETE"
"3777410797","85098204","877020574","1018719994","1018719994.wem","1","COMPLETE"
"3781051472","423337684","657569881","722311450","722311450.wem","1","COMPLETE"
"3794496906","363802737","1011106676","566090492","566090492.wem","1","COMPLETE"
"3795760219","751039707","19140578","417027039","417027039.wem","1","COMPLETE"
"3797829059","98869873","852959444","483424404","483424404.wem","1","COMPLETE"
"3805600254","608147778","380563849","585322642","585322642.wem","2","COMPLETE"
"3807544649","838639429","683865752","643106928","643106928.wem","1","COMPLETE"
"3807777601","242859032","299714851","649348424","649348424.wem","1","COMPLETE"
"3813146506","505124384","1031940873","2259156","2259156.wem","1","COMPLETE"
"3814606774","65863683","763878045","412020070","412020070.wem","1","COMPLETE"
"3829729102","113500154","325472263","779318320","779318320.wem","1","COMPLETE"
"3831384361","458565309","525553767","518039797","518039797.wem","1","COMPLETE"
"3837779660","513841877","106524914","780242106","780242106.wem","1","COMPLETE"
"3841807736","37837930","381803477","9381084","9381084.wem","1","COMPLETE"
"3847058768","890950815","849567082","530181021","530181021.wem","1","COMPLETE"
"3848373260","552108100","504178454","344949174","344949174.wem","1","COMPLETE"
"3850325852","663376194","963372051","598109044","598109044.wem","1","COMPLETE"
"3850588505","70497771","613357147","882258407","882258407.wem","1","COMPLETE"
"3852300566","837731007","918204479","858031971","858031971.wem","1","COMPLETE"
"3853064718","29415032","101334184","481209477","481209477.wem","1","COMPLETE"
"3854257487","185614825","898105080","221217876","221217876.wem","1","COMPLETE"
"3858585323","427967198","378904448","818539637","818539637.wem","1","COMPLETE"
"3861856991","741328294","400992865","785139564","785139564.wem","1","COMPLETE"
"3863361683","655300175","693240372","509150225","509150225.wem","1","COMPLETE"
"3863722012","58308338","802318516","126944838","126944838.wem","1","COMPLETE"
"3864939535","808004267","466551888","888043717","888043717.wem","1","COMPLETE"
"3868670544","691663341","669634303","1015064643","1015064643.wem","1","COMPLETE"
"3871522117","451233556","684624635","458958901","458958901.wem","2","COMPLETE"
"3875362910","810660074","274034040","432000320","432000320.wem","1","COMPLETE"
"3875676964","597159216","102762371","323978565","323978565.wem","1","COMPLETE"
"3876381483","428827628","206341526","270191836","270191836.wem","1","COMPLETE"
"3878583011","476955225","674005654","223793026","223793026.wem","1","COMPLETE"
"3881717218","629272901","37112038","531535501","531535501.wem","1","COMPLETE"
"3883163434","945081688","698875425","843549300","843549300.wem","1","COMPLETE"
"3884741516","492810358","324062842","310717457","310717457.wem","1","COMPLETE"
"3886353419","767713177","826360276","1019241950","1019241950.wem","1","COMPLETE"
"3889328532","418038040","273972783","947703177","947703177.wem","1","COMPLETE"
"3890666327","27913819","689469197","260783562","260783562.wem","1","COMPLETE"
