"EventID","ActionID","SoundID","SourceID","WEM","StreamType","SizeBytes","SizeKB","Codec","SampleRate","Channels","Streams","DurationSec","Looping","VgmstreamExit"
"459810690","1037732648","428424277","192194498","192194498.wem","1","41402","40,43","","","","","162664","","0"
"872444375","874530826","367392272","192487085","192487085.wem","1","9338","9,12","","","","","35669","","0"
"3375861117","505814526","1071549018","192763684","192763684.wem","1","22041","21,52","","","","","81232","","0"
"6101757","644467920","267473630","194110632","194110632.wem","1","16918","16,52","","","","","56349","","0"
"214616859","875754443","767659049","194330409","194330409.wem","1","17225","16,82","","","","","63466","","0"
"1682644071","581081123","630516632","195325266","195325266.wem","1","6785","6,63","","","","","25087","","0"
"3706754220","286979558","1032607273","195537923","195537923.wem","1","13151","12,84","","","","","50689","","0"
"1175821568","326223472","337891011","196366528","196366528.wem","1","22243","21,72","","","","","83797","","0"
"2422494377","66453600","188247809","196991802","196991802.wem","1","30074","29,37","","","","","112538","","0"
"3220413139","780470501","540085035","197543547","197543547.wem","1","22054","21,54","","","","","77781","","0"
"2357038600","592851939","869813336","197738680","197738680.wem","1","16314","15,93","","","","","43783","","0"
"1989624878","719753371","865832192","198261962","198261962.wem","1","27545","26,9","","","","","96714","","0"
"4099717292","232372942","219128123","199511651","199511651.wem","1","21826","21,31","","","","","79871","","0"
"1525990237","744053099","696179535","200272434","200272434.wem","1","14024","13,7","","","","","53589","","0"
"3111750117","1030007405","753255660","201252940","201252940.wem","1","12647","12,35","","","","","47957","","0"
"1249509908","977857989","637038126","201433572","201433572.wem","2","22477","21,95","","","","","82216","","0"
"2116105528","125362257","85228790","201897175","201897175.wem","1","19390","18,94","","","","","71679","","0"
"2983809071","704795522","786547529","202264735","202264735.wem","2","192133","187,63","","","","","778756","","0"
"1741796302","138123452","799155005","202756120","202756120.wem","1","18746","18,31","","","","","70837","","0"
"4099172628","882675558","877269556","204876013","204876013.wem","1","30315","29,6","","","","","110879","","0"
"855523534","238207234","190592017","206085556","206085556.wem","1","69546","67,92","","","","","270211","","0"
"2112541569","335887006","799488297","206247569","206247569.wem","1","14893","14,54","","","","","54698","","0"
"316615779","524239045","680002550","206319454","206319454.wem","1","16870","16,47","","","","","61397","","0"
"1963702333","88445794","723056549","206482288","206482288.wem","1","34296","33,49","","","","","122896","","0"
"3916310647","919809908","16605200","206607860","206607860.wem","1","41671","40,69","","","","","159530","","0"
"3279244510","138703191","845948462","208695542","208695542.wem","1","17063","16,66","","","","","46165","","0"
"685778101","519645209","740559103","210412192","210412192.wem","1","26586","25,96","","","","","93653","","0"
"2303162276","134239707","925568882","211532930","211532930.wem","1","20443","19,96","","","","","63532","","0"
"513457386","395042076","371614362","211866321","211866321.wem","1","55798","54,49","","","","","197802","","0"
"3956623046","142288905","937387014","212177027","212177027.wem","1","37393","36,52","","","","","100381","","0"
"1504815003","25101986","366616315","212234175","212234175.wem","1","37502","36,62","","","","","165025","","0"
"2664002317","351187368","1044185358","213762010","213762010.wem","1","33499","32,71","","","","","142216","","0"
"1562324204","808464622","174883767","214125137","214125137.wem","1","66390","64,83","","","","","234495","","0"
"162858554","937801278","235759430","215314467","215314467.wem","1","10897","10,64","","","","","43007","","0"
"3482841388","984677752","400468789","216677552","216677552.wem","1","31477","30,74","","","","","135509","","0"
"1804652044","816258306","140126900","218049326","218049326.wem","1","23920","23,36","","","","","94011","","0"
"2490695792","382095047","812542932","218774231","218774231.wem","1","59477","58,08","","","","","235861","","0"
"2477547673","80120170","899810283","219180708","219180708.wem","1","27577","26,93","","","","","91477","","0"
"828420738","40080207","2039034","219721614","219721614.wem","1","22421","21,9","","","","","95999","","0"
"291141652","571944126","860983115","219835625","219835625.wem","1","45356","44,29","","","","","170244","","0"
"3854257487","185614825","898105080","221217876","221217876.wem","1","15697","15,33","","","","","56261","","0"
"3178332247","485498324","602191726","222265191","222265191.wem","1","28588","27,92","","","","","100351","","0"
"1579828519","153631324","794660535","222555717","222555717.wem","1","76866","75,06","","","","","290537","","0"
"2627370257","824668894","344839582","223275476","223275476.wem","1","26582","25,96","","","","","100905","","0"
"3878583011","476955225","674005654","223793026","223793026.wem","1","15631","15,26","","","","","51370","","0"
"2264765321","115570955","513049966","224466364","224466364.wem","1","24732","24,15","","","","","78950","","0"
"3963117095","540272422","58534220","225139994","225139994.wem","1","23014","22,47","","","","","92330","","0"
"2732307994","725637980","251052523","226617786","226617786.wem","1","59286","57,9","","","","","223723","","0"
"721567578","1002138588","209336428","227431214","227431214.wem","1","12825","12,52","","","","","44533","","0"
"2994106687","677413543","991633241","227830401","227830401.wem","1","266615","260,37","","","","","776389","","0"
"892407898","410518979","543135872","228038233","228038233.wem","1","31617","30,88","","","","","116976","","0"
"236789081","58210224","621757154","230796911","230796911.wem","1","21868","21,36","","","","","77567","","0"
"659623749","427696188","734488198","231591266","231591266.wem","1","23452","22,9","","","","","103082","","0"
"2036711722","180633126","92415574","231986273","231986273.wem","1","42053","41,07","","","","","159733","","0"
"681762395","985071126","159629790","232476450","232476450.wem","1","15670","15,3","","","","","43457","","0"
"1172112788","345868907","498453443","233018484","233018484.wem","1","18488","18,05","","","","","67583","","0"
"1300393513","224936983","945672588","233358959","233358959.wem","1","35181","34,36","","","","","128170","","0"
"735708210","849915144","690981904","233438342","233438342.wem","2","74990","73,23","","","","","284017","","0"
"1092904881","953086152","523817968","233546027","233546027.wem","1","38409","37,51","","","","","146509","","0"
"2719716361","207870470","957598446","234132063","234132063.wem","1","68152","66,55","","","","","279893","","0"
"659602759","889739615","985886388","234171837","234171837.wem","1","49255","48,1","","","","","183981","","0"
"3223271117","544764882","162154101","237528681","237528681.wem","2","9803","9,57","","","","","38438","","0"
"1983456882","747131993","205832806","238102054","238102054.wem","1","4822","4,71","","","","","15973","","0"
"3264861813","455383523","203302226","239395106","239395106.wem","1","10191","9,95","","","","","40786","","0"
"3931238987","67786355","1022236815","240912965","240912965.wem","2","22229","21,71","","","","","87569","","0"
"2888225975","1061622172","990384137","242465059","242465059.wem","1","94192","91,98","","","","","361045","","0"
"264492210","948614272","113777530","243616231","243616231.wem","1","48792","47,65","","","","","163451","","0"
"1333972682","897543627","629611683","244321865","244321865.wem","1","19242","18,79","","","","","75263","","0"
"486807543","884056736","807673703","246609026","246609026.wem","2","93446","91,26","","","","","401195","","0"
"4277324593","523319882","731541432","246891663","246891663.wem","1","56791","55,46","","","","","205808","","0"
"3688952314","919247701","308627977","248157971","248157971.wem","1","10241","10","","","","","38741","","0"
"3776281097","411823826","571505455","250104555","250104555.wem","2","9869","9,64","","","","","38158","","0"
"3575253992","719296781","426516721","252188113","252188113.wem","1","54004","52,74","","","","","199907","","0"
"4237386718","899436648","549533426","252257032","252257032.wem","1","38838","37,93","","","","","141310","","0"
"663075787","1041054440","866056494","252305306","252305306.wem","1","13275","12,96","","","","","49742","","0"
"1813957771","1005994450","115584472","253103376","253103376.wem","2","23938","23,38","","","","","77759","","0"
"3529572942","596069772","616264213","253212335","253212335.wem","2","9850","9,62","","","","","35235","","0"
"2627370258","64157754","765662550","253463471","253463471.wem","1","46587","45,5","","","","","185002","","0"
"1434959410","294741614","838233963","255875212","255875212.wem","1","58703","57,33","","","","","224200","","0"
"3967908326","372195114","690018032","257763145","257763145.wem","1","14903","14,55","","","","","57255","","0"
"4040727414","940612085","398328077","258432156","258432156.wem","1","46109","45,03","","","","","191999","","0"
"935501094","742632920","388109555","258438692","258438692.wem","1","71089","69,42","","","","","206253","","0"
"1276233748","856415100","84044586","258541100","258541100.wem","1","50056","48,88","","","","","175585","","0"
"3890666327","27913819","689469197","260783562","260783562.wem","1","60417","59","","","","","229156","","0"
"722932579","46833015","484374052","262509221","262509221.wem","1","27389","26,75","","","","","107601","","0"
"2859690167","179482489","103576971","262650098","262650098.wem","1","24288","23,72","","","","","90383","","0"
"3346078392","1048721319","898136896","264318605","264318605.wem","1","13949","13,62","","","","","49557","","0"
"4254817407","813007085","629324952","264429072","264429072.wem","1","41659","40,68","","","","","153466","","0"
"3513521233","1037899952","55143284","264889363","264889363.wem","1","12100","11,82","","","","","44757","","0"
"3953852459","880045577","19154704","265251714","265251714.wem","1","37642","36,76","","","","","132778","","0"
"3899459450","84224305","933122973","268025381","268025381.wem","1","34800","33,98","","","","","131029","","0"
"1546929112","798775751","520615931","268592622","268592622.wem","1","63123","61,64","","","","","230004","","0"
