"EventID","ActionID","SoundID","SourceID","WEM","StreamType","SizeBytes","SizeKB","Codec","SampleRate","Channels","Streams","DurationSec","Looping","VgmstreamExit"
"3876381483","428827628","206341526","270191836","270191836.wem","1","13904","13,58","","","","","37449","","0"
"2839621892","831971855","228178172","270299190","270299190.wem","1","6324","6,18","","","","","24490","","0"
"482386245","90334564","505593832","271969660","271969660.wem","1","17993","17,57","","","","","60533","","0"
"41160056","271803665","291864555","272200703","272200703.wem","2","9411","9,19","","","","","34167","","0"
"959936727","182873655","133404495","272253548","272253548.wem","1","17323","16,92","","","","","46019","","0"
"1125519507","601154151","604785067","272522425","272522425.wem","2","29248","28,56","","","","","102502","","0"
"1522572093","813372218","690889424","272603742","272603742.wem","1","10592","10,34","","","","","36181","","0"
"107603366","310305095","139652137","272772371","272772371.wem","1","14118","13,79","","","","","54133","","0"
"1493191243","164036162","1032978047","273544445","273544445.wem","1","7078","6,91","","","","","21611","","0"
"590353631","971135927","890447449","273701221","273701221.wem","1","6961","6,8","","","","","25789","","0"
"3100553236","978917118","802781260","276506526","276506526.wem","2","26470","25,85","","","","","130740","","0"
"135549706","359206802","290330782","278962303","278962303.wem","1","92080","89,92","","","","","383999","","0"
"410603206","919029815","792968165","281326780","281326780.wem","1","92552","90,38","","","","","360138","","0"
"3962173152","141993388","219769053","282305378","282305378.wem","1","31435","30,7","","","","","113343","","0"
"1426861212","505799495","764403018","284086785","284086785.wem","1","13699","13,38","","","","","44526","","0"
"2172941058","139357004","507408678","285381545","285381545.wem","1","49254","48,1","","","","","187711","","0"
"943478013","73878643","729392113","285607759","285607759.wem","2","216534","211,46","","","","","870406","","0"
"1122296726","134134317","644460074","286033145","286033145.wem","1","79791","77,92","","","","","348734","","0"
"1236597399","559150887","879486849","286377453","286377453.wem","1","25617","25,02","","","","","96834","","0"
"1703179782","601005225","977406015","286756205","286756205.wem","1","13026","12,72","","","","","40518","","0"
"2732940784","555081241","786517469","287207942","287207942.wem","1","31761","31,02","","","","","112255","","0"
"2999985347","664166620","906044685","287735083","287735083.wem","1","14253","13,92","","","","","53077","","0"
"2538218920","512806896","577175757","287830862","287830862.wem","1","39293","38,37","","","","","150199","","0"
"3993663415","156307247","27463364","288149885","288149885.wem","1","36046","35,2","","","","","122866","","0"
"857773442","741853050","470207270","289770978","289770978.wem","1","23033","22,49","","","","","85927","","0"
"4136989120","58758370","858630126","289836723","289836723.wem","2","33184","32,41","","","","","124784","","0"
"2614898379","838684050","435229911","290922556","290922556.wem","1","26504","25,88","","","","","92474","","0"
"3728268265","828963377","856388464","291791478","291791478.wem","1","29467","28,78","","","","","108489","","0"
"174778460","584152871","944743452","291892974","291892974.wem","1","70033","68,39","","","","","229219","","0"
"3056621189","920046291","1017016097","291902255","291902255.wem","1","7339","7,17","","","","","27110","","0"
"1867356626","47409775","111956764","292303274","292303274.wem","1","9004","8,79","","","","","33866","","0"
"3258244090","547776979","796702502","293295906","293295906.wem","1","33683","32,89","","","","","123433","","0"
"587493526","855680118","535994196","294748920","294748920.wem","1","52379","51,15","","","","","189397","","0"
"1976077404","15861634","691603999","295197945","295197945.wem","2","24621","24,04","","","","","112598","","0"
"3178225616","909906155","963425142","295402180","295402180.wem","1","38249","37,35","","","","","140287","","0"
"4132081626","805882330","82706509","295484415","295484415.wem","1","46598","45,51","","","","","174325","","0"
"4072904601","695578070","194343234","296028953","296028953.wem","1","22247","21,73","","","","","95999","","0"
"3110187324","911549028","17303412","296620762","296620762.wem","1","18233","17,81","","","","","65457","","0"
"1789921568","429373065","1008459272","297588063","297588063.wem","1","39107","38,19","","","","","138922","","0"
"1863354737","444368724","705239761","298554319","298554319.wem","1","12018","11,74","","","","","32209","","0"
"2350668639","662486511","199791706","299312186","299312186.wem","1","28252","27,59","","","","","99093","","0"
"1124702214","830067575","418772344","299604590","299604590.wem","1","14886","14,54","","","","","52053","","0"
"1289065688","998873592","571182963","300465557","300465557.wem","1","18028","17,61","","","","","63954","","0"
"1051333534","996584893","922199512","300764624","300764624.wem","1","35971","35,13","","","","","118442","","0"
"1773988251","312924734","31699722","301281303","301281303.wem","1","34581","33,77","","","","","126399","","0"
"1746812372","543342245","752031617","301847788","301847788.wem","1","17935","17,51","","","","","64831","","0"
"3298400320","970444226","56498920","302855129","302855129.wem","1","26952","26,32","","","","","95591","","0"
"2365126115","160886553","109526083","303752298","303752298.wem","1","40592","39,64","","","","","158803","","0"
"3132340375","433283396","321425575","305371706","305371706.wem","2","23423","22,87","","","","","95716","","0"
"4049253815","77189668","294086864","307942064","307942064.wem","1","39058","38,14","","","","","143205","","0"
"3884741516","492810358","324062842","310717457","310717457.wem","1","54369","53,09","","","","","203605","","0"
"4113554739","243781063","379770640","312358803","312358803.wem","1","39003","38,09","","","","","141639","","0"
"2203305525","450564590","477168486","313851490","313851490.wem","2","109850","107,28","","","","","457134","","0"
"2991160767","179125938","4765697","314504782","314504782.wem","1","6786","6,63","","","","","24506","","0"
"2769386522","159797434","363139508","315025654","315025654.wem","1","353152","344,88","","","","","1411413","","0"
"3523526370","411611558","916679059","315933206","315933206.wem","1","10119","9,88","","","","","30927","","0"
"195402501","4926239","74105596","316454681","316454681.wem","1","300366","293,33","","","","","954263","","0"
"2342766750","295772386","568474308","317399096","317399096.wem","1","12162","11,88","","","","","45038","","0"
"1876850065","921177244","252713663","321690469","321690469.wem","1","15402","15,04","","","","","55477","","0"
"1839952075","541623177","197630926","322706511","322706511.wem","2","33580","32,79","","","","","132668","","0"
"2600442144","799096121","126814530","323532677","323532677.wem","2","10538","10,29","","","","","38432","","0"
"3875676964","597159216","102762371","323978565","323978565.wem","1","16453","16,07","","","","","57105","","0"
"1026393231","627744424","9484002","323982226","323982226.wem","1","111411","108,8","","","","","448261","","0"
"3197501496","163778031","665836850","324025043","324025043.wem","2","10262","10,02","","","","","42315","","0"
"2750707470","626013087","763115100","324163942","324163942.wem","1","90254","88,14","","","","","353578","","0"
"1449599358","902875706","998338293","324489994","324489994.wem","1","178521","174,34","","","","","683178","","0"
"1253117252","977360908","101371365","326337733","326337733.wem","1","44055","43,02","","","","","167841","","0"
"98497593","384893626","868551262","327111786","327111786.wem","1","23755","23,2","","","","","86015","","0"
"3054968582","319550894","29932884","327225481","327225481.wem","1","54235","52,96","","","","","190805","","0"
"408058706","85614022","724083785","329734131","329734131.wem","1","49231","48,08","","","","","179783","","0"
"3207686143","858618092","588579003","330995421","330995421.wem","1","16336","15,95","","","","","57866","","0"
"428771288","62223399","431125421","332168452","332168452.wem","1","18377","17,95","","","","","44444","","0"
"1934276133","317183868","771031349","334279646","334279646.wem","1","46569","45,48","","","","","205224","","0"
"295816390","149540834","966148903","334746582","334746582.wem","2","6968","6,8","","","","","26693","","0"
"2179394245","462659","222183788","335569914","335569914.wem","1","35549","34,72","","","","","129772","","0"
"1460143611","205935179","385351221","336164338","336164338.wem","1","18627","18,19","","","","","73066","","0"
"1351242622","350053389","320504048","336600463","336600463.wem","1","19553","19,09","","","","","71747","","0"
"4188982040","757895466","535882845","336643644","336643644.wem","1","33464","32,68","","","","","113215","","0"
"2188338835","324718724","688079221","336743785","336743785.wem","1","36317","35,47","","","","","154357","","0"
"112551792","737897573","907096513","337206063","337206063.wem","2","13989","13,66","","","","","48048","","0"
"1058333261","850774174","484642107","338048439","338048439.wem","1","34561","33,75","","","","","128341","","0"
"536891249","182088830","390275823","338807096","338807096.wem","1","30389","29,68","","","","","113749","","0"
"144857377","311242595","649048986","339751913","339751913.wem","1","13885","13,56","","","","","50723","","0"
"1107948250","605958934","24704316","342371862","342371862.wem","1","18183","17,76","","","","","68693","","0"
"322299620","402368636","977355748","344423814","344423814.wem","1","8910","8,7","","","","","22835","","0"
"1810801232","166181361","393884282","344561946","344561946.wem","1","20413","19,93","","","","","75967","","0"
"3848373260","552108100","504178454","344949174","344949174.wem","1","25189","24,6","","","","","79157","","0"
"2847151629","479179942","906225843","345019061","345019061.wem","1","32665","31,9","","","","","120145","","0"
"1149751009","1033274283","755064832","346829381","346829381.wem","2","26152","25,54","","","","","93960","","0"
"372632509","470505336","704257682","348578007","348578007.wem","1","9406","9,19","","","","","26456","","0"
"409633238","476159388","577786982","348670091","348670091.wem","1","25942","25,33","","","","","91501","","0"
"2978206509","252861238","116161362","351957581","351957581.wem","1","59908","58,5","","","","","244330","","0"
"766606842","391164112","996095719","352232437","352232437.wem","1","13697","13,38","","","","","42665","","0"
"2440926759","635050659","382078430","352352022","352352022.wem","1","23859","23,3","","","","","68004","","0"
"1252812179","812256275","1013517402","353841134","353841134.wem","2","143002","139,65","","","","","601871","","0"
"3124196736","78103598","37581679","354668928","354668928.wem","1","22367","21,84","","","","","77168","","0"
"1497286621","128065732","1042806552","357489160","357489160.wem","1","29996","29,29","","","","","107496","","0"
"630712938","93284787","1040271199","358279764","358279764.wem","1","16371","15,99","","","","","57626","","0"
"1678656149","320709480","30214720","359231875","359231875.wem","1","17715","17,3","","","","","74623","","0"
"4180734828","428172928","51216869","359297207","359297207.wem","1","38391","37,49","","","","","125893","","0"
"2522611136","715571477","335574237","359395123","359395123.wem","1","22824","22,29","","","","","95999","","0"
"3942473354","935375167","324817258","360887369","360887369.wem","1","11296","11,03","","","","","29996","","0"
"2048458047","387548517","1045310339","361924852","361924852.wem","1","28294","27,63","","","","","122290","","0"
"4096176545","804329181","437292393","365060074","365060074.wem","1","31756","31,01","","","","","110267","","0"
"300711139","242744588","386646869","366751104","366751104.wem","1","20070","19,6","","","","","86666","","0"
"328531425","629743421","743133992","366831874","366831874.wem","2","32369","31,61","","","","","122790","","0"
"3569155239","961165312","233041791","366957376","366957376.wem","1","44757","43,71","","","","","170613","","0"
"2854087502","3867541","508888825","367107921","367107921.wem","1","7228","7,06","","","","","27477","","0"
"2254319328","126601414","7886798","367584962","367584962.wem","1","23192","22,65","","","","","95999","","0"
"602792762","994157173","458932156","368819908","368819908.wem","1","11892","11,61","","","","","42412","","0"
"2902861785","693207772","898427731","371295396","371295396.wem","1","34525","33,72","","","","","128866","","0"
"1235739457","776138631","587941775","371394614","371394614.wem","2","74367","72,62","","","","","269300","","0"
"557415264","1001606178","301081133","372538656","372538656.wem","1","33903","33,11","","","","","126516","","0"
"3242901752","713358744","483904343","374069543","374069543.wem","1","22434","21,91","","","","","80433","","0"
"705811338","59863403","931664761","374071736","374071736.wem","1","25689","25,09","","","","","93284","","0"
"1846577054","286811319","329135068","374410794","374410794.wem","1","10854","10,6","","","","","31020","","0"
"2080917968","505100376","989650904","375133198","375133198.wem","1","47577","46,46","","","","","174762","","0"
"2438119800","1015906646","854189880","376272801","376272801.wem","1","32513","31,75","","","","","132141","","0"
"3004213860","1053228116","36662291","376568401","376568401.wem","1","19668","19,21","","","","","72490","","0"
"288511697","512651552","531855588","377506577","377506577.wem","1","26844","26,21","","","","","99419","","0"
"1998134427","861671967","761970447","382335453","382335453.wem","1","31542","30,8","","","","","127445","","0"
"2094246697","475752059","288129100","382402011","382402011.wem","2","74569","72,82","","","","","367878","","0"
"2921080753","512676108","1007558933","383557193","383557193.wem","1","69583","67,95","","","","","257187","","0"
"3456415926","232240280","108396381","383786923","383786923.wem","1","19491","19,03","","","","","53285","","0"
"952301461","541919175","838947076","384020408","384020408.wem","1","43615","42,59","","","","","159607","","0"
"2667738906","654231053","470353110","385288379","385288379.wem","2","6010","5,87","","","","","19219","","0"
"1647420095","331935054","1004268650","387708242","387708242.wem","1","22058","21,54","","","","","78485","","0"
"451633249","546948177","727964422","388419407","388419407.wem","1","51029","49,83","","","","","193233","","0"
"1813021880","528082547","524842254","393504504","393504504.wem","1","16915","16,52","","","","","51073","","0"
"51427270","134248600","780746062","393759497","393759497.wem","1","46320","45,23","","","","","130473","","0"
"3297347650","306387756","1018012663","393960277","393960277.wem","1","51130","49,93","","","","","182365","","0"
"4098146400","85174057","370695314","394444490","394444490.wem","1","26214","25,6","","","","","92671","","0"
"1134550596","481443289","77120452","394844575","394844575.wem","1","40535","39,58","","","","","153391","","0"
"2955162213","997398706","1039244062","396856693","396856693.wem","1","37711","36,83","","","","","159999","","0"
"1219022389","235024408","473532462","398622759","398622759.wem","2","54677","53,4","","","","","197312","","0"
"4075664581","200313469","226939636","400137489","400137489.wem","1","7057","6,89","","","","","25223","","0"
"3495008557","843074105","433476590","400720740","400720740.wem","1","6932","6,77","","","","","18538","","0"
"935831808","987576666","755573998","401643321","401643321.wem","2","16356","15,97","","","","","56590","","0"
"3471142878","192767124","947622528","401770030","401770030.wem","1","56979","55,64","","","","","197461","","0"
"1686469442","271833446","705392777","402148274","402148274.wem","1","10316","10,07","","","","","36181","","0"
"2970426852","658379738","927939045","403731769","403731769.wem","1","24117","23,55","","","","","86579","","0"
"2954378006","72523283","173613983","404788835","404788835.wem","1","38676","37,77","","","","","142841","","0"
"3476673361","883554388","25112106","405488693","405488693.wem","1","45442","44,38","","","","","174133","","0"
"2893405392","845945371","910998466","406532239","406532239.wem","1","58263","56,9","","","","","208234","","0"
"1583071034","370800526","873603613","408545271","408545271.wem","1","17080","16,68","","","","","55545","","0"
"1358970323","489121831","989741814","409047569","409047569.wem","1","10722","10,47","","","","","33257","","0"
"390402342","454107951","331902469","410268385","410268385.wem","2","36526","35,67","","","","","124924","","0"
"973348405","249034661","989937905","410333338","410333338.wem","1","13545","13,23","","","","","46869","","0"
"1015092084","675543373","744084639","410655110","410655110.wem","1","43885","42,86","","","","","163882","","0"
"1641840456","160327657","441938970","411497555","411497555.wem","1","24355","23,78","","","","","88365","","0"
"3814606774","65863683","763878045","412020070","412020070.wem","1","12924","12,62","","","","","38007","","0"
"2525315717","597649411","252320662","415162792","415162792.wem","2","11233","10,97","","","","","42709","","0"
"1302635520","249377762","549456114","415572436","415572436.wem","1","68264","66,66","","","","","249535","","0"
"3461453255","34794032","611472339","415978962","415978962.wem","1","11318","11,05","","","","","34240","","0"
"3586116088","828004921","892165785","415979427","415979427.wem","1","43075","42,07","","","","","128814","","0"
"3795760219","751039707","19140578","417027039","417027039.wem","1","48870","47,72","","","","","193166","","0"
"624407467","435747753","21268001","417658502","417658502.wem","1","22492","21,96","","","","","84799","","0"
"13142580","51523396","608042004","418024896","418024896.wem","1","50055","48,88","","","","","188369","","0"
"252618756","442921647","356182496","419074368","419074368.wem","1","13656","13,34","","","","","41813","","0"
"2472637814","212314177","1040766705","423576560","423576560.wem","1","13329","13,02","","","","","49373","","0"
"4147364746","954737384","832803086","424842952","424842952.wem","1","88289","86,22","","","","","349369","","0"
"3114659685","944823873","866051121","428355477","428355477.wem","1","21799","21,29","","","","","80639","","0"
"145728859","636413734","976653760","429713486","429713486.wem","2","6210","6,06","","","","","22974","","0"
"3506695771","506804299","536241889","429842192","429842192.wem","1","67266","65,69","","","","","241499","","0"
"1233060146","33338827","31196658","430086978","430086978.wem","1","16021","15,65","","","","","51199","","0"
"4265195766","1023346379","195703788","430911117","430911117.wem","1","20566","20,08","","","","","71295","","0"
"1994858263","680094740","1011153408","431294283","431294283.wem","1","26991","26,36","","","","","95928","","0"
"2097721411","556056099","622845292","431430945","431430945.wem","1","9731","9,5","","","","","33129","","0"
"3125219180","640248237","892003083","431481085","431481085.wem","2","64360","62,85","","","","","229628","","0"
"1722371634","157339673","402736572","431551151","431551151.wem","2","113444","110,79","","","","","429824","","0"
"3875362910","810660074","274034040","432000320","432000320.wem","1","10906","10,65","","","","","31440","","0"
"985175208","359260679","276726676","433222527","433222527.wem","1","45630","44,56","","","","","171118","","0"
"1820028648","937449729","354849125","433983910","433983910.wem","1","18501","18,07","","","","","62975","","0"
"2900094000","118212027","924258737","434389044","434389044.wem","2","6922","6,76","","","","","27760","","0"
"1176830298","98908671","368060615","438170191","438170191.wem","1","19694","19,23","","","","","70026","","0"
"2617860108","642223327","717555436","439504169","439504169.wem","1","41613","40,64","","","","","147263","","0"
"1930465213","329074691","905264037","439812956","439812956.wem","1","7060","6,89","","","","","19655","","0"
"974394456","675431224","228287153","439818420","439818420.wem","1","28388","27,72","","","","","107065","","0"
"1743323282","966995386","986718980","439964722","439964722.wem","1","7857","7,67","","","","","24081","","0"
"3022257892","986239896","220297861","441080534","441080534.wem","2","53213","51,97","","","","","241552","","0"
"3394342811","662060","1048289151","441093314","441093314.wem","1","8957","8,75","","","","","24149","","0"
"412114493","161013131","150813176","441636163","441636163.wem","1","11305","11,04","","","","","46122","","0"
"1343018128","922101443","548914766","441969863","441969863.wem","1","41739","40,76","","","","","140266","","0"
"1365390753","446606886","257354705","442044236","442044236.wem","1","8274","8,08","","","","","32469","","0"
"1252065011","545133488","290187465","443826166","443826166.wem","1","21627","21,12","","","","","94378","","0"
"1730234253","78573436","434908316","444357559","444357559.wem","1","20203","19,73","","","","","71913","","0"
"3685996630","254178215","933665394","446263000","446263000.wem","1","34873","34,06","","","","","124927","","0"
"1236526983","691141048","312914597","448827065","448827065.wem","2","24411","23,84","","","","","88622","","0"
"3550161132","277899670","740693975","449583122","449583122.wem","1","46351","45,26","","","","","171142","","0"
"3364301767","156351880","320619238","449603267","449603267.wem","2","98189","95,89","","","","","392555","","0"
"1528523366","760646068","632188632","450167022","450167022.wem","1","13273","12,96","","","","","47786","","0"
"4171190778","808085775","157811843","451636995","451636995.wem","1","35710","34,87","","","","","126463","","0"
"1682539192","666307177","754436826","451974591","451974591.wem","1","78745","76,9","","","","","315861","","0"
"638557300","87355320","455134188","452233968","452233968.wem","1","31588","30,85","","","","","110242","","0"
"2749166468","447509143","487883303","452594030","452594030.wem","1","50327","49,15","","","","","184043","","0"
"3979850812","514782099","607180145","452907922","452907922.wem","1","22722","22,19","","","","","95999","","0"
"734875933","525715168","871083681","453883104","453883104.wem","1","22619","22,09","","","","","89086","","0"
"2317206743","357486717","863797716","458898376","458898376.wem","1","19938","19,47","","","","","70655","","0"
"3871522117","451233556","684624635","458958901","458958901.wem","2","61395","59,96","","","","","268178","","0"
"715266223","83417245","796738641","460416727","460416727.wem","1","42079","41,09","","","","","149599","","0"
"1023816105","71788913","896754212","461263734","461263734.wem","1","32426","31,67","","","","","119125","","0"
"262679083","573661604","806961882","461795631","461795631.wem","2","74296","72,55","","","","","287220","","0"
"3448015431","784422778","971108235","462415706","462415706.wem","1","96114","93,86","","","","","361176","","0"
"3041205926","635149215","991705527","463698316","463698316.wem","1","36125","35,28","","","","","124927","","0"
"3590473986","821695112","678407609","465528367","465528367.wem","1","51835","50,62","","","","","182613","","0"
"1002245071","304837812","742844861","465789938","465789938.wem","1","32468","31,71","","","","","119005","","0"
"1506958271","1064049449","330774367","465962432","465962432.wem","1","11928","11,65","","","","","46079","","0"
"3663766269","473154646","772868642","466008262","466008262.wem","1","22673","22,14","","","","","83154","","0"
"3393491620","761202034","219574840","467069342","467069342.wem","1","19971","19,5","","","","","61111","","0"
"2169349947","959745924","741971888","468166270","468166270.wem","1","241041","235,39","","","","","841143","","0"
"1463667292","787319294","300085535","470175939","470175939.wem","1","22719","22,19","","","","","79963","","0"
"2661400488","660685501","629940060","470716356","470716356.wem","1","25237","24,65","","","","","110047","","0"
"32947030","123702919","535357353","471584944","471584944.wem","1","55561","54,26","","","","","207266","","0"
"303488411","992439976","663829262","471755574","471755574.wem","1","62948","61,47","","","","","237909","","0"
"3392410201","175951935","478932114","471866784","471866784.wem","1","8143","7,95","","","","","29415","","0"
"4113670582","1000241874","383581433","472341349","472341349.wem","1","84461","82,48","","","","","286037","","0"
"538553527","958893593","340289213","473254968","473254968.wem","1","47359","46,25","","","","","172284","","0"
"1941845740","224680702","33653772","474078733","474078733.wem","1","27713","27,06","","","","","91233","","0"
"4118503156","105792638","626792830","474328726","474328726.wem","1","34924","34,11","","","","","131727","","0"
"1608268017","439317907","452741127","474969243","474969243.wem","1","37946","37,06","","","","","133119","","0"
"2344137550","244565837","659883931","475146708","475146708.wem","1","31730","30,99","","","","","117589","","0"
"3722097342","1058195344","488326372","475355609","475355609.wem","1","42751","41,75","","","","","159457","","0"
"1395982077","793160162","750376927","478782204","478782204.wem","1","46540","45,45","","","","","163775","","0"
"1998478979","836706796","125314462","481015795","481015795.wem","1","26877","26,25","","","","","98303","","0"
"3853064718","29415032","101334184","481209477","481209477.wem","1","34105","33,31","","","","","122795","","0"
"1433688653","44802052","236350761","481223653","481223653.wem","1","29032","28,35","","","","","109226","","0"
"4015361465","121198529","285184092","482232445","482232445.wem","1","113230","110,58","","","","","432821","","0"
"2684472406","982703692","63874210","483044510","483044510.wem","1","30790","30,07","","","","","110016","","0"
"3797829059","98869873","852959444","483424404","483424404.wem","1","12914","12,61","","","","","42107","","0"
"2300763553","552646575","190956361","485350741","485350741.wem","1","40228","39,29","","","","","146595","","0"
"4185062212","259592355","317464616","486401047","486401047.wem","1","45549","44,48","","","","","173226","","0"
"2457704346","574401583","792154728","486413675","486413675.wem","1","19480","19,02","","","","","58316","","0"
"976276603","324257062","535164167","486742604","486742604.wem","1","67625","66,04","","","","","254463","","0"
"564451442","271472641","1043914911","488360730","488360730.wem","1","24327","23,76","","","","","89354","","0"
"3668016913","528110645","361289234","490282974","490282974.wem","1","41488","40,52","","","","","156177","","0"
"4255974394","232325316","978995997","491564024","491564024.wem","1","53013","51,77","","","","","178005","","0"
"2281971384","948641052","985621077","492451819","492451819.wem","1","28375","27,71","","","","","107869","","0"
"3389668694","843148699","775472182","493162889","493162889.wem","1","16099","15,72","","","","","61029","","0"
"4050367605","461549682","646661523","493670512","493670512.wem","1","82540","80,61","","","","","319987","","0"
"929252235","139077089","215231176","493722911","493722911.wem","1","44282","43,24","","","","","150216","","0"
"896392388","886073168","574033701","494989785","494989785.wem","1","23559","23,01","","","","","80929","","0"
"714608406","143003634","753586251","495764015","495764015.wem","1","20535","20,05","","","","","79835","","0"
"2158602490","625237298","181571197","495882292","495882292.wem","1","14659","14,32","","","","","53237","","0"
"3325265034","293778651","811602040","496330691","496330691.wem","1","26415","25,8","","","","","113074","","0"
"1617110814","721536814","357816766","496373118","496373118.wem","1","16313","15,93","","","","","54645","","0"
"1503649457","98354924","650450056","499650297","499650297.wem","1","26805","26,18","","","","","107647","","0"
"3251826310","71276057","134298352","500049807","500049807.wem","1","145339","141,93","","","","","548778","","0"
"2141487087","510419037","706504963","503314529","503314529.wem","1","47251","46,14","","","","","182349","","0"
"2348459300","779699267","38117020","503484683","503484683.wem","1","41852","40,87","","","","","160375","","0"
"2231210147","1041478184","888097612","503584387","503584387.wem","1","9329","9,11","","","","","29669","","0"
"1611567706","73901326","33190956","504253636","504253636.wem","1","9034","8,82","","","","","33809","","0"
"176639534","185855875","675390096","505575962","505575962.wem","1","36612","35,75","","","","","132535","","0"
"2313422874","854432781","173681444","505642874","505642874.wem","1","47557","46,44","","","","","187665","","0"
"3658228876","1000099591","552113282","506104412","506104412.wem","1","62981","61,5","","","","","237909","","0"
"1669087381","984175347","867965916","506775474","506775474.wem","1","33861","33,07","","","","","98257","","0"
"3016619489","878720335","448285965","507868355","507868355.wem","1","38516","37,61","","","","","159999","","0"
"1343733178","337418438","927272582","508042368","508042368.wem","1","25580","24,98","","","","","86015","","0"
"365444518","191122809","726780359","508384238","508384238.wem","2","23841","23,28","","","","","104341","","0"
"2424149172","37320165","969603388","508418172","508418172.wem","1","20324","19,85","","","","","61646","","0"
"3863361683","655300175","693240372","509150225","509150225.wem","1","21138","20,64","","","","","82378","","0"
"3996237741","54539135","319863373","511031568","511031568.wem","1","19242","18,79","","","","","76989","","0"
"1312168736","395795933","701034815","511045932","511045932.wem","1","44433","43,39","","","","","167701","","0"
"2308372584","129481853","419987509","512180737","512180737.wem","1","33781","32,99","","","","","124171","","0"
"1803377177","619012009","294067781","513712278","513712278.wem","1","32419","31,66","","","","","117407","","0"
"334180196","553569529","296170507","514246346","514246346.wem","2","17009","16,61","","","","","62996","","0"
"2968484849","816852628","121090276","516151388","516151388.wem","1","22157","21,64","","","","","77279","","0"
"3831384361","458565309","525553767","518039797","518039797.wem","1","13289","12,98","","","","","36517","","0"
"3063645708","1041902263","227785352","520292044","520292044.wem","1","29683","28,99","","","","","115029","","0"
"2357947842","247972298","884086011","522342351","522342351.wem","1","29287","28,6","","","","","105493","","0"
"560000398","228036317","494982466","525609901","525609901.wem","1","66688","65,12","","","","","231034","","0"
"506353323","399000848","422566295","526885551","526885551.wem","1","10178","9,94","","","","","38639","","0"
"2489945728","234893302","832648642","528120439","528120439.wem","1","21858","21,35","","","","","77816","","0"
"3281868771","713536406","290113082","528151165","528151165.wem","1","9576","9,35","","","","","36302","","0"
"1282059124","549703120","506622031","529048438","529048438.wem","1","13824","13,5","","","","","52056","","0"
"3489971100","861365488","234654256","529146015","529146015.wem","1","23991","23,43","","","","","72103","","0"
"3229787096","175975353","467599100","529421949","529421949.wem","1","18945","18,5","","","","","69631","","0"
"2664776366","1063831631","28335878","529627824","529627824.wem","1","44500","43,46","","","","","167875","","0"
"3847058768","890950815","849567082","530181021","530181021.wem","1","26059","25,45","","","","","113061","","0"
"4035670479","657586407","854030120","530397980","530397980.wem","1","32426","31,67","","","","","121852","","0"
"871119112","1070775695","468665090","530692136","530692136.wem","1","56525","55,2","","","","","206213","","0"
"1375747910","642765473","260348761","530969235","530969235.wem","1","10979","10,72","","","","","31254","","0"
"1062811373","934035726","125136992","531151495","531151495.wem","1","18945","18,5","","","","","69631","","0"
"3881717218","629272901","37112038","531535501","531535501.wem","1","18043","17,62","","","","","56639","","0"
"934411688","203041246","308496167","534780668","534780668.wem","1","11996","11,71","","","","","47225","","0"
"2859732940","343632455","909925224","536079640","536079640.wem","1","13197","12,89","","","","","48014","","0"
"2910534179","322780079","656534323","536154943","536154943.wem","2","137969","134,74","","","","","750881","","0"
"3030332188","639353813","940453610","536489072","536489072.wem","1","19969","19,5","","","","","72587","","0"
"1204866844","232683145","67889318","537768246","537768246.wem","1","12967","12,66","","","","","48299","","0"
"1426591463","786579461","956460793","538302831","538302831.wem","1","34744","33,93","","","","","130659","","0"
"2390593902","339024071","313378650","540348542","540348542.wem","1","27328","26,69","","","","","77133","","0"
"1574635234","401446043","486557715","541461070","541461070.wem","1","8354","8,16","","","","","28241","","0"
"3653153386","1002636204","383659468","545435231","545435231.wem","1","33967","33,17","","","","","124586","","0"
"183070853","954755627","350874972","545688649","545688649.wem","1","31338","30,6","","","","","112021","","0"
"3915152166","322562867","358834867","546071994","546071994.wem","1","33921","33,13","","","","","124103","","0"
"1618754524","220215217","228743787","546302932","546302932.wem","1","33005","32,23","","","","","97139","","0"
"3107979236","89731502","296248025","547039271","547039271.wem","2","12650","12,35","","","","","49729","","0"
"3322048120","848087512","599410777","548195936","548195936.wem","1","32700","31,93","","","","","125715","","0"
"961366360","926753534","336151759","548631672","548631672.wem","1","36508","35,65","","","","","137557","","0"
"2240133296","818915967","644162243","549141893","549141893.wem","1","34141","33,34","","","","","130678","","0"
"1887777798","123807708","580776382","551136483","551136483.wem","1","42429","41,43","","","","","155935","","0"
"3411582111","561735104","290357438","553050431","553050431.wem","1","57066","55,73","","","","","205311","","0"
"1153101288","1007007993","120729097","556011718","556011718.wem","1","39908","38,97","","","","","147567","","0"
"1107099532","449868558","314270197","556780192","556780192.wem","1","17357","16,95","","","","","58413","","0"
"2290542269","837960197","775939392","557983551","557983551.wem","1","27681","27,03","","","","","97493","","0"
"159955756","109491825","270720598","558462656","558462656.wem","2","17385","16,98","","","","","71538","","0"
"2319939863","373001820","1029609207","560660796","560660796.wem","1","15168","14,81","","","","","46578","","0"
"451855521","713365609","133451766","560912128","560912128.wem","1","8314","8,12","","","","","28671","","0"
"445725939","921355050","409221098","561015116","561015116.wem","1","13253","12,94","","","","","50261","","0"
"2820893646","339918404","856251009","561127797","561127797.wem","1","32059","31,31","","","","","115199","","0"
"1181181451","145569852","408759120","561179109","561179109.wem","1","48493","47,36","","","","","180565","","0"
