"EventID","ActionID","SoundID","SourceID","WEM","StreamType","SizeKB","DurationSec","BitrateKbps","Encoding","SampleRate","Channels","Bucket"
"98497593","384893626","868551262","327111786","327111786.wem","1","23,2","2,688","70","Custom Vorbis","32000 Hz","1","02-03s"
"101998563","266165165","279493910","1037913307","1037913307.wem","1","60,47","6,924","71","Custom Vorbis","32000 Hz","1","05-10s"
"107603366","310305095","139652137","272772371","272772371.wem","1","13,79","1,692","66","Custom Vorbis","32000 Hz","1","01-02s"
"111673343","974748351","567837998","1068329219","1068329219.wem","1","13,59","1,677","65","Custom Vorbis","32000 Hz","1","01-02s"
"112551792","737897573","907096513","337206063","337206063.wem","2","13,66","1,502","74","Custom Vorbis","32000 Hz","1","01-02s"
"119414710","457007576","500806800","789495999","789495999.wem","1","84,71","9,419","73","Custom Vorbis","32000 Hz","1","05-10s"
"127341612","144477204","461646817","803570338","803570338.wem","1","27,48","3,376","66","Custom Vorbis","32000 Hz","1","03-05s"
"135549706","359206802","290330782","278962303","278962303.wem","1","89,92","12","61","Custom Vorbis","32000 Hz","1","10-20s"
"136739787","504164402","1033692510","754082385","754082385.wem","1","27,45","3,206","69","Custom Vorbis","32000 Hz","1","03-05s"
"139847862","339863669","484649340","820023170","820023170.wem","1","27,93","3,548","64","Custom Vorbis","32000 Hz","1","03-05s"
"143839951","967150815","204055352","1059961648","1059961648.wem","1","27,79","3,27","69","Custom Vorbis","32000 Hz","1","03-05s"
"144857377","311242595","649048986","339751913","339751913.wem","1","13,56","1,585","69","Custom Vorbis","32000 Hz","1","01-02s"
"145728859","636413734","976653760","429713486","429713486.wem","2","6,06","0,718","68","Custom Vorbis","32000 Hz","1","00-01s"
"147666893","444084901","593318592","583113460","583113460.wem","1","18,75","2,656","57","Custom Vorbis","32000 Hz","1","02-03s"
"157576115","536449944","161155323","842102351","842102351.wem","1","39,7","4,523","71","Custom Vorbis","32000 Hz","1","03-05s"
"159955756","109491825","270720598","558462656","558462656.wem","2","16,98","2,236","61","Custom Vorbis","32000 Hz","1","02-03s"
"162858554","937801278","235759430","215314467","215314467.wem","1","10,64","1,344","64","Custom Vorbis","32000 Hz","1","01-02s"
"169273295","346206699","432798228","181324910","181324910.wem","1","29,56","3,463","69","Custom Vorbis","32000 Hz","1","03-05s"
"171366236","432709169","594238290","676334691","676334691.wem","1","126,67","16,422","63","Custom Vorbis","32000 Hz","1","10-20s"
"174778460","584152871","944743452","291892974","291892974.wem","1","68,39","7,163","78","Custom Vorbis","32000 Hz","1","05-10s"
"176639534","185855875","675390096","505575962","505575962.wem","1","35,75","4,142","70","Custom Vorbis","32000 Hz","1","03-05s"
"180893011","950431407","544700237","1032112512","1032112512.wem","1","119,33","14,812","65","Custom Vorbis","32000 Hz","1","10-20s"
"182032149","453269945","763685314","939132931","939132931.wem","1","22,27","2,505","72","Custom Vorbis","32000 Hz","1","02-03s"
"183070853","954755627","350874972","545688649","545688649.wem","1","30,6","3,501","71","Custom Vorbis","32000 Hz","1","03-05s"
"184467978","257576932","910173754","99395565","99395565.wem","2","65,81","7,626","70","Custom Vorbis","32000 Hz","1","05-10s"
"188116871","345774950","119052737","24774449","24774449.wem","1","20,74","2,411","70","Custom Vorbis","32000 Hz","1","02-03s"
"190029786","1007140816","878987137","846965701","846965701.wem","1","24,07","2,784","70","Custom Vorbis","32000 Hz","1","02-03s"
"193351199","342704997","831564288","70106595","70106595.wem","1","44,92","5,473","67","Custom Vorbis","32000 Hz","1","05-10s"
"195402501","4926239","74105596","316454681","316454681.wem","1","293,33","29,821","80","Custom Vorbis","32000 Hz","1","20-30s"
"197552483","144821061","784775452","625985248","625985248.wem","1","25,21","2,766","74","Custom Vorbis","32000 Hz","1","02-03s"
"208209033","116632589","167701185","892470400","892470400.wem","1","17,92","2,069","70","Custom Vorbis","32000 Hz","1","02-03s"
"212496226","276285837","722094028","1008196753","1008196753.wem","1","40,57","4,872","68","Custom Vorbis","32000 Hz","1","03-05s"
"213654886","143765288","582855574","120459133","120459133.wem","1","20,9","2,56","66","Custom Vorbis","32000 Hz","1","02-03s"
"214616859","875754443","767659049","194330409","194330409.wem","1","16,82","1,983","69","Custom Vorbis","32000 Hz","1","01-02s"
"217513925","126743150","308205199","802413119","802413119.wem","1","71,97","8,339","70","Custom Vorbis","32000 Hz","1","05-10s"
"225660079","34411174","996156026","1006709767","1006709767.wem","1","8,09","0,959","68","Custom Vorbis","32000 Hz","1","00-01s"
"235656402","838567321","192468081","580642956","580642956.wem","1","25,46","2,988","69","Custom Vorbis","32000 Hz","1","02-03s"
"236789081","58210224","621757154","230796911","230796911.wem","1","21,36","2,424","71","Custom Vorbis","32000 Hz","1","02-03s"
"252618756","442921647","356182496","419074368","419074368.wem","1","13,34","1,307","83","Custom Vorbis","32000 Hz","1","01-02s"
"255483752","506128832","370474630","874708357","874708357.wem","1","105,02","11,723","73","Custom Vorbis","32000 Hz","1","10-20s"
"262679083","573661604","806961882","461795631","461795631.wem","2","72,55","8,976","66","Custom Vorbis","32000 Hz","1","05-10s"
"264492210","948614272","113777530","243616231","243616231.wem","1","47,65","5,108","76","Custom Vorbis","32000 Hz","1","05-10s"
"282520146","674163862","698471899","149097461","149097461.wem","1","24,45","2,439","81","Custom Vorbis","32000 Hz","1","02-03s"
"288511697","512651552","531855588","377506577","377506577.wem","1","26,21","3,107","68","Custom Vorbis","32000 Hz","1","03-05s"
"288691043","169327410","934822653","695226232","695226232.wem","1","22,76","2,685","69","Custom Vorbis","32000 Hz","1","02-03s"
"289368195","218043853","439289755","723844794","723844794.wem","1","12,07","1,245","78","Custom Vorbis","32000 Hz","1","01-02s"
"290900633","64674829","424540536","128616695","128616695.wem","1","20,49","2,395","69","Custom Vorbis","32000 Hz","1","02-03s"
"291141652","571944126","860983115","219835625","219835625.wem","1","44,29","5,32","68","Custom Vorbis","32000 Hz","1","05-10s"
"291272750","970145691","371972919","1015723236","1015723236.wem","1","31,91","3,628","71","Custom Vorbis","32000 Hz","1","03-05s"
"295816390","149540834","966148903","334746582","334746582.wem","2","6,8","0,834","65","Custom Vorbis","32000 Hz","1","00-01s"
"298844075","1033809923","995832073","618494245","618494245.wem","1","18,54","2,227","67","Custom Vorbis","32000 Hz","1","02-03s"
"298887401","414451237","92536726","792588876","792588876.wem","1","26,17","2,759","77","Custom Vorbis","32000 Hz","1","02-03s"
"300711139","242744588","386646869","366751104","366751104.wem","1","19,6","2,708","59","Custom Vorbis","32000 Hz","1","02-03s"
"303488411","992439976","663829262","471755574","471755574.wem","1","61,47","7,435","67","Custom Vorbis","32000 Hz","1","05-10s"
"313238683","468451749","1067778833","749918491","749918491.wem","1","104,21","12,589","67","Custom Vorbis","32000 Hz","1","10-20s"
"313782177","798926590","442588376","623217668","623217668.wem","1","13,43","1,516","72","Custom Vorbis","32000 Hz","1","01-02s"
"314236228","342063598","974378803","33235221","33235221.wem","1","64,36","7,727","68","Custom Vorbis","32000 Hz","1","05-10s"
"315063253","607829869","530474755","619319587","619319587.wem","1","38,51","4,39","71","Custom Vorbis","32000 Hz","1","03-05s"
"316615779","524239045","680002550","206319454","206319454.wem","1","16,47","1,919","69","Custom Vorbis","32000 Hz","1","01-02s"
"322192348","831867244","870323883","962377788","962377788.wem","1","29,1","3,244","73","Custom Vorbis","32000 Hz","1","03-05s"
"322299620","402368636","977355748","344423814","344423814.wem","1","8,7","0,714","98","Custom Vorbis","32000 Hz","1","00-01s"
"322549181","359063730","259448703","974306733","974306733.wem","1","37,45","4,341","70","Custom Vorbis","32000 Hz","1","03-05s"
"323914157","182337287","166502767","572354245","572354245.wem","1","21,86","1,984","89","Custom Vorbis","32000 Hz","1","01-02s"
"328531425","629743421","743133992","366831874","366831874.wem","2","31,61","3,837","67","Custom Vorbis","32000 Hz","1","03-05s"
"334180196","553569529","296170507","514246346","514246346.wem","2","16,61","1,969","68","Custom Vorbis","32000 Hz","1","01-02s"
"337681072","425096244","280142996","564398809","564398809.wem","1","33,13","3,723","72","Custom Vorbis","32000 Hz","1","03-05s"
"350822486","782660235","708761017","92791440","92791440.wem","1","11,6","1,387","68","Custom Vorbis","32000 Hz","1","01-02s"
"351493867","312613068","621432585","691955040","691955040.wem","1","13,25","1,497","71","Custom Vorbis","32000 Hz","1","01-02s"
"355854794","43874702","777852873","28391928","28391928.wem","1","10,82","0,92","95","Custom Vorbis","32000 Hz","1","00-01s"
"365444518","191122809","726780359","508384238","508384238.wem","2","23,28","3,261","58","Custom Vorbis","32000 Hz","1","03-05s"
"370890959","617082004","123421981","123921731","123921731.wem","1","35,85","4,323","67","Custom Vorbis","32000 Hz","1","03-05s"
"372632509","470505336","704257682","348578007","348578007.wem","1","9,19","0,827","90","Custom Vorbis","32000 Hz","1","00-01s"
"373633978","217254183","101784772","65816721","65816721.wem","1","38,01","5","62","Custom Vorbis","32000 Hz","1","05-10s"
"385739589","200481864","661397901","824470248","824470248.wem","1","7,34","0,853","69","Custom Vorbis","32000 Hz","1","00-01s"
"388090327","820191906","953838108","867267413","867267413.wem","1","16,68","1,946","69","Custom Vorbis","32000 Hz","1","01-02s"
"390402342","454107951","331902469","410268385","410268385.wem","2","35,67","3,904","74","Custom Vorbis","32000 Hz","1","03-05s"
"392409208","352615041","294611282","796883833","796883833.wem","1","22,57","2,539","72","Custom Vorbis","32000 Hz","1","02-03s"
"408058706","85614022","724083785","329734131","329734131.wem","1","48,08","5,618","69","Custom Vorbis","32000 Hz","1","05-10s"
"409633238","476159388","577786982","348670091","348670091.wem","1","25,33","2,859","72","Custom Vorbis","32000 Hz","1","02-03s"
"410603206","919029815","792968165","281326780","281326780.wem","1","90,38","11,254","65","Custom Vorbis","32000 Hz","1","10-20s"
"412114493","161013131","150813176","441636163","441636163.wem","1","11,04","1,441","62","Custom Vorbis","32000 Hz","1","01-02s"
"422724153","677404689","438634294","823705667","823705667.wem","2","8,64","0,934","74","Custom Vorbis","32000 Hz","1","00-01s"
"428771288","62223399","431125421","332168452","332168452.wem","1","17,95","1,389","105","Custom Vorbis","32000 Hz","1","01-02s"
"430148789","515707525","1042257467","871360798","871360798.wem","1","27,8","3,285","69","Custom Vorbis","32000 Hz","1","03-05s"
"430286511","328787007","968952862","836859547","836859547.wem","2","25,17","2,936","69","Custom Vorbis","32000 Hz","1","02-03s"
"439133687","807301284","751659437","1001401885","1001401885.wem","1","29,48","3,22","74","Custom Vorbis","32000 Hz","1","03-05s"
"443344513","814270652","860883835","664929149","664929149.wem","1","25,42","3,503","59","Custom Vorbis","32000 Hz","1","03-05s"
"445725939","921355050","409221098","561015116","561015116.wem","1","12,94","1,571","67","Custom Vorbis","32000 Hz","1","01-02s"
"451633249","546948177","727964422","388419407","388419407.wem","1","49,83","6,039","67","Custom Vorbis","32000 Hz","1","05-10s"
"451855521","713365609","133451766","560912128","560912128.wem","1","8,12","0,896","73","Custom Vorbis","32000 Hz","1","00-01s"
"452339529","848367069","770527150","849736638","849736638.wem","1","43,81","4,449","80","Custom Vorbis","32000 Hz","1","03-05s"
"454883748","856477663","120945987","28397653","28397653.wem","0","2,13","0,234","71","Custom Vorbis","32000 Hz","1","00-01s"
"457640162","264630181","236830479","41098152","41098152.wem","1","58,24","7,508","63","Custom Vorbis","32000 Hz","1","05-10s"
"457953562","199148310","212466701","1063776406","1063776406.wem","2","14,54","1,535","77","Custom Vorbis","32000 Hz","1","01-02s"
"459810690","1037732648","428424277","192194498","192194498.wem","1","40,43","5,083","65","Custom Vorbis","32000 Hz","1","05-10s"
"466064885","458623902","397778134","987869067","987869067.wem","1","34,25","4,144","67","Custom Vorbis","32000 Hz","1","03-05s"
"469420281","773359881","556568230","934459535","934459535.wem","1","24,83","3,3","61","Custom Vorbis","32000 Hz","1","03-05s"
"472807604","163174556","376261092","979544947","979544947.wem","1","22,68","2,597","71","Custom Vorbis","32000 Hz","1","02-03s"
"482386245","90334564","505593832","271969660","271969660.wem","1","17,57","1,892","75","Custom Vorbis","32000 Hz","1","01-02s"
"486807543","884056736","807673703","246609026","246609026.wem","2","91,26","12,537","59","Custom Vorbis","32000 Hz","1","10-20s"
"488069790","840304788","146623261","639975831","639975831.wem","1","7,47","0,904","66","Custom Vorbis","32000 Hz","1","00-01s"
"496774474","740625598","245719918","162530994","162530994.wem","1","34,03","4,152","66","Custom Vorbis","32000 Hz","1","03-05s"
"499856114","362913125","872540562","1027092084","1027092084.wem","1","25,26","3,01","68","Custom Vorbis","32000 Hz","1","03-05s"
"506353323","399000848","422566295","526885551","526885551.wem","1","9,94","1,207","66","Custom Vorbis","32000 Hz","1","01-02s"
"506953500","178446032","917952391","45145384","45145384.wem","1","12,31","1,371","73","Custom Vorbis","32000 Hz","1","01-02s"
"506962629","2285844","656397272","897931311","897931311.wem","1","11,52","1,365","68","Custom Vorbis","32000 Hz","1","01-02s"
"513457386","395042076","371614362","211866321","211866321.wem","1","54,49","6,181","72","Custom Vorbis","32000 Hz","1","05-10s"
"514196655","154317386","889527213","991998568","991998568.wem","1","62,1","7,564","67","Custom Vorbis","32000 Hz","1","05-10s"
"514833756","264084814","361914675","637882652","637882652.wem","1","30,42","3,248","76","Custom Vorbis","32000 Hz","1","03-05s"
"516979957","127325908","586439977","743117923","743117923.wem","1","20,12","2,184","75","Custom Vorbis","32000 Hz","1","02-03s"
"520030803","669476803","19131970","972858731","972858731.wem","1","9,81","1,095","72","Custom Vorbis","32000 Hz","1","01-02s"
"524659688","389434333","578589341","616565789","616565789.wem","2","7,92","1,024","62","Custom Vorbis","32000 Hz","1","01-02s"
"530626252","585750462","681370881","1040911784","1040911784.wem","2","82,08","9,151","73","Custom Vorbis","32000 Hz","1","05-10s"
"532582046","787819237","181976729","1068184009","1068184009.wem","1","19,39","2,315","68","Custom Vorbis","32000 Hz","1","02-03s"
"536891249","182088830","390275823","338807096","338807096.wem","1","29,68","3,555","68","Custom Vorbis","32000 Hz","1","03-05s"
"538553527","958893593","340289213","473254968","473254968.wem","1","46,25","5,384","70","Custom Vorbis","32000 Hz","1","05-10s"
"543797147","351769556","1065786895","966190588","966190588.wem","1","34,82","4,188","67","Custom Vorbis","32000 Hz","1","03-05s"
"548935516","383288426","547014407","1018531196","1018531196.wem","1","8,55","0,976","71","Custom Vorbis","32000 Hz","1","00-01s"
"552504920","730966312","97372912","25842541","25842541.wem","1","47,46","5,617","69","Custom Vorbis","32000 Hz","1","05-10s"
"553178007","356513038","840611687","826928329","826928329.wem","1","14,13","1,684","68","Custom Vorbis","32000 Hz","1","01-02s"
"557415264","1001606178","301081133","372538656","372538656.wem","1","33,11","3,954","68","Custom Vorbis","32000 Hz","1","03-05s"
"559207374","80678536","653275365","606607172","606607172.wem","1","19,03","2,343","66","Custom Vorbis","32000 Hz","1","02-03s"
"560000398","228036317","494982466","525609901","525609901.wem","1","65,12","7,22","73","Custom Vorbis","32000 Hz","1","05-10s"
"564451442","271472641","1043914911","488360730","488360730.wem","1","23,76","2,792","69","Custom Vorbis","32000 Hz","1","02-03s"
"564717827","341299456","16964629","1007862950","1007862950.wem","1","23,81","2,744","70","Custom Vorbis","32000 Hz","1","02-03s"
"576853596","760931534","694321162","810336999","810336999.wem","1","34,84","4,3","66","Custom Vorbis","32000 Hz","1","03-05s"
"587493526","855680118","535994196","294748920","294748920.wem","1","51,15","5,919","70","Custom Vorbis","32000 Hz","1","05-10s"
"590353631","971135927","890447449","273701221","273701221.wem","1","6,8","0,806","68","Custom Vorbis","32000 Hz","1","00-01s"
"602792762","994157173","458932156","368819908","368819908.wem","1","11,61","1,325","71","Custom Vorbis","32000 Hz","1","01-02s"
"616096848","1013584678","823005612","840613763","840613763.wem","1","25,92","3,723","56","Custom Vorbis","32000 Hz","1","03-05s"
"617366962","645856872","1044247113","589745889","589745889.wem","1","18,39","2,054","72","Custom Vorbis","32000 Hz","1","02-03s"
"621626967","470033827","583130529","609442118","609442118.wem","1","27,68","3,363","67","Custom Vorbis","32000 Hz","1","03-05s"
"624407467","435747753","21268001","417658502","417658502.wem","1","21,96","2,65","67","Custom Vorbis","32000 Hz","1","02-03s"
"629627779","990040243","599798216","874935267","874935267.wem","2","37,45","4,869","62","Custom Vorbis","32000 Hz","1","03-05s"
"630712938","93284787","1040271199","358279764","358279764.wem","1","15,99","1,801","72","Custom Vorbis","32000 Hz","1","01-02s"
"631594570","573687731","98560662","590295318","590295318.wem","1","71,94","8,373","70","Custom Vorbis","32000 Hz","1","05-10s"
"638557300","87355320","455134188","452233968","452233968.wem","1","30,85","3,445","73","Custom Vorbis","32000 Hz","1","03-05s"
"642354608","815749185","500485454","11950871","11950871.wem","1","16,69","1,841","73","Custom Vorbis","32000 Hz","1","01-02s"
"655065823","203759134","14243670","121985976","121985976.wem","1","58,88","7,941","60","Custom Vorbis","32000 Hz","1","05-10s"
"659602759","889739615","985886388","234171837","234171837.wem","1","48,1","5,749","68","Custom Vorbis","32000 Hz","1","05-10s"
"659623749","427696188","734488198","231591266","231591266.wem","1","22,9","3,221","58","Custom Vorbis","32000 Hz","1","03-05s"
"663075787","1041054440","866056494","252305306","252305306.wem","1","12,96","1,554","67","Custom Vorbis","32000 Hz","1","01-02s"
"664984808","933768584","743518314","8118526","8118526.wem","1","17,21","1,636","85","Custom Vorbis","32000 Hz","1","01-02s"
"666419965","137678310","410299001","596342624","596342624.wem","1","11,04","1,243","72","Custom Vorbis","32000 Hz","1","01-02s"
"681762395","985071126","159629790","232476450","232476450.wem","1","15,3","1,358","91","Custom Vorbis","32000 Hz","1","01-02s"
"685778101","519645209","740559103","210412192","210412192.wem","1","25,96","2,927","72","Custom Vorbis","32000 Hz","1","02-03s"
"692046863","177542508","137229156","820152014","820152014.wem","1","43,22","4,918","71","Custom Vorbis","32000 Hz","1","03-05s"
"698539982","310126389","757938650","898503064","898503064.wem","1","15,75","1,448","88","Custom Vorbis","32000 Hz","1","01-02s"
"705811338","59863403","931664761","374071736","374071736.wem","1","25,09","2,915","70","Custom Vorbis","32000 Hz","1","02-03s"
"713792928","365269730","185078017","581710097","581710097.wem","1","10,08","1,164","70","Custom Vorbis","32000 Hz","1","01-02s"
"714608406","143003634","753586251","495764015","495764015.wem","1","20,05","2,495","65","Custom Vorbis","32000 Hz","1","02-03s"
"715266223","83417245","796738641","460416727","460416727.wem","1","41,09","4,675","71","Custom Vorbis","32000 Hz","1","03-05s"
"715317665","576500210","215231180","1013214237","1013214237.wem","1","17,86","1,624","89","Custom Vorbis","32000 Hz","1","01-02s"
"718132085","398703830","411771121","137581498","137581498.wem","1","43,09","5,227","67","Custom Vorbis","32000 Hz","1","05-10s"
"721567578","1002138588","209336428","227431214","227431214.wem","1","12,52","1,392","73","Custom Vorbis","32000 Hz","1","01-02s"
"722932579","46833015","484374052","262509221","262509221.wem","1","26,75","3,363","64","Custom Vorbis","32000 Hz","1","03-05s"
"727153423","415060198","368332598","956882359","956882359.wem","1","39,2","4,729","67","Custom Vorbis","32000 Hz","1","03-05s"
"734875933","525715168","871083681","453883104","453883104.wem","1","22,09","2,784","64","Custom Vorbis","32000 Hz","1","02-03s"
"735708210","849915144","690981904","233438342","233438342.wem","2","73,23","8,876","67","Custom Vorbis","32000 Hz","1","05-10s"
"737463583","178740520","600570182","583111496","583111496.wem","1","11,83","1,392","69","Custom Vorbis","32000 Hz","1","01-02s"
"741324889","618990327","1016798692","655167511","655167511.wem","2","68,39","8,508","65","Custom Vorbis","32000 Hz","1","05-10s"
"747866375","994430967","74671635","6141113","6141113.wem","1","70,3","8,125","70","Custom Vorbis","32000 Hz","1","05-10s"
"758562845","264423618","114240140","963567431","963567431.wem","1","16,77","1,911","71","Custom Vorbis","32000 Hz","1","01-02s"
"766366758","824479137","311465505","1069557766","1069557766.wem","1","17,52","1,984","71","Custom Vorbis","32000 Hz","1","01-02s"
"766606842","391164112","996095719","352232437","352232437.wem","1","13,38","1,333","81","Custom Vorbis","32000 Hz","1","01-02s"
"768058934","772833276","443673002","139219960","139219960.wem","1","67,84","7,815","71","Custom Vorbis","32000 Hz","1","05-10s"
"773607919","915427969","476802863","14441920","14441920.wem","1","54,84","6,597","67","Custom Vorbis","32000 Hz","1","05-10s"
"773998049","687023767","364268165","890121176","890121176.wem","1","35,21","4,178","68","Custom Vorbis","32000 Hz","1","03-05s"
"781885249","714337614","15654722","16292482","16292482.wem","1","7,9","0,962","66","Custom Vorbis","32000 Hz","1","00-01s"
"783384429","217451650","224432125","633207798","633207798.wem","1","18,76","2,073","73","Custom Vorbis","32000 Hz","1","02-03s"
"784526517","468595252","47553081","651223136","651223136.wem","1","34,23","4,203","66","Custom Vorbis","32000 Hz","1","03-05s"
"785376192","71422919","503527469","51534216","51534216.wem","1","20,2","2,346","70","Custom Vorbis","32000 Hz","1","02-03s"
"791690232","144700501","653534574","770679657","770679657.wem","1","43,42","4,699","75","Custom Vorbis","32000 Hz","1","03-05s"
"797081514","669172539","856573065","1016042812","1016042812.wem","1","42,07","5,032","68","Custom Vorbis","32000 Hz","1","05-10s"
"802631416","694764823","790485450","18029859","18029859.wem","1","23,96","2,736","71","Custom Vorbis","32000 Hz","1","02-03s"
"803827908","407076703","319902802","62506718","62506718.wem","1","22,85","2,65","70","Custom Vorbis","32000 Hz","1","02-03s"
"808574123","629352567","1051400346","800696960","800696960.wem","1","45,89","5,413","69","Custom Vorbis","32000 Hz","1","05-10s"
"810527948","701062725","866886943","739960959","739960959.wem","2","26,99","3,82","57","Custom Vorbis","32000 Hz","1","03-05s"
"819836569","552454079","437778220","927341555","927341555.wem","1","25,57","3,072","67","Custom Vorbis","32000 Hz","1","03-05s"
"827981070","93018469","44257957","892162788","892162788.wem","1","73,41","8,597","69","Custom Vorbis","32000 Hz","1","05-10s"
"828420738","40080207","2039034","219721614","219721614.wem","1","21,9","3","59","Custom Vorbis","32000 Hz","1","03-05s"
"830793807","93754289","163880291","744639936","744639936.wem","1","19,4","2,12","74","Custom Vorbis","32000 Hz","1","02-03s"
"837529575","485369732","826275070","701213895","701213895.wem","1","12,64","1,392","73","Custom Vorbis","32000 Hz","1","01-02s"
"842795069","823387283","996552317","757009109","757009109.wem","1","44,85","5,454","67","Custom Vorbis","32000 Hz","1","05-10s"
"843242020","124590272","927406529","941899465","941899465.wem","1","18,96","2,146","72","Custom Vorbis","32000 Hz","1","02-03s"
"847240895","1068402534","692689691","781960931","781960931.wem","1","20,82","2,112","80","Custom Vorbis","32000 Hz","1","02-03s"
"855523534","238207234","190592017","206085556","206085556.wem","1","67,92","8,444","65","Custom Vorbis","32000 Hz","1","05-10s"
"857773442","741853050","470207270","289770978","289770978.wem","1","22,49","2,685","68","Custom Vorbis","32000 Hz","1","02-03s"
"869614451","1022207924","355277542","697282788","697282788.wem","2","8,19","1,02","65","Custom Vorbis","32000 Hz","1","01-02s"
"871119112","1070775695","468665090","530692136","530692136.wem","1","55,2","6,444","70","Custom Vorbis","32000 Hz","1","05-10s"
"872444375","874530826","367392272","192487085","192487085.wem","1","9,12","1,115","66","Custom Vorbis","32000 Hz","1","01-02s"
"874710010","597829458","1042035163","75298720","75298720.wem","1","17,42","1,909","74","Custom Vorbis","32000 Hz","1","01-02s"
"876048696","138214523","227273400","751737961","751737961.wem","1","15,57","1,573","80","Custom Vorbis","32000 Hz","1","01-02s"
"877273515","881512523","457191611","720617396","720617396.wem","1","26,87","3,08","71","Custom Vorbis","32000 Hz","1","03-05s"
"883889954","723039354","321721880","16413068","16413068.wem","1","18,12","2,273","64","Custom Vorbis","32000 Hz","1","02-03s"
"890264209","1024520856","419093624","755501008","755501008.wem","2","46,89","6,22","61","Custom Vorbis","32000 Hz","1","05-10s"
"892407898","410518979","543135872","228038233","228038233.wem","1","30,88","3,655","68","Custom Vorbis","32000 Hz","1","03-05s"
"892826283","518025656","888018491","679458430","679458430.wem","1","15,24","1,493","83","Custom Vorbis","32000 Hz","1","01-02s"
"895770820","248079896","455447582","1012272758","1012272758.wem","2","19,22","2,202","71","Custom Vorbis","32000 Hz","1","02-03s"
"896392388","886073168","574033701","494989785","494989785.wem","1","23,01","2,529","74","Custom Vorbis","32000 Hz","1","02-03s"
"897629957","818887915","820342832","589192513","589192513.wem","1","31,03","3,589","70","Custom Vorbis","32000 Hz","1","03-05s"
"898193892","522389761","320174968","140429898","140429898.wem","2","7,48","0,834","72","Custom Vorbis","32000 Hz","1","00-01s"
"898631400","781021849","1060364789","753076740","753076740.wem","1","19,53","2,387","66","Custom Vorbis","32000 Hz","1","02-03s"
"898631403","448464765","147618033","28006126","28006126.wem","1","31,66","3,83","67","Custom Vorbis","32000 Hz","1","03-05s"
"904176116","902255790","964549398","941504960","941504960.wem","1","68,16","9","61","Custom Vorbis","32000 Hz","1","05-10s"
"909603870","1043784522","1062181540","578006395","578006395.wem","1","14,63","1,386","85","Custom Vorbis","32000 Hz","1","01-02s"
"917395916","176807702","166230512","843034458","843034458.wem","1","27,58","3,387","66","Custom Vorbis","32000 Hz","1","03-05s"
"919961890","672759702","526438744","853338107","853338107.wem","1","268,27","26,801","81","Custom Vorbis","32000 Hz","1","20-30s"
"921712153","738775511","292070745","619268756","619268756.wem","1","18,79","2,773","55","Custom Vorbis","32000 Hz","1","02-03s"
"923082130","650024790","622513652","928373896","928373896.wem","1","13,08","1,576","67","Custom Vorbis","32000 Hz","1","01-02s"
"924194555","391399882","739675176","1042118390","1042118390.wem","1","23,96","2,327","84","Custom Vorbis","32000 Hz","1","02-03s"
"926381553","831342287","826545595","1002118069","1002118069.wem","1","17,32","1,525","92","Custom Vorbis","32000 Hz","1","01-02s"
"929252235","139077089","215231176","493722911","493722911.wem","1","43,24","4,694","75","Custom Vorbis","32000 Hz","1","03-05s"
"934411688","203041246","308496167","534780668","534780668.wem","1","11,71","1,476","64","Custom Vorbis","32000 Hz","1","01-02s"
"935501094","742632920","388109555","258438692","258438692.wem","1","69,42","6,445","88","Custom Vorbis","32000 Hz","1","05-10s"
"935831808","987576666","755573998","401643321","401643321.wem","2","15,97","1,768","73","Custom Vorbis","32000 Hz","1","01-02s"
"942616954","186889187","568766156","56270695","56270695.wem","1","15,89","1,727","74","Custom Vorbis","32000 Hz","1","01-02s"
"943159140","606858460","295645005","970401893","970401893.wem","1","18,36","1,557","96","Custom Vorbis","32000 Hz","1","01-02s"
"943478013","73878643","729392113","285607759","285607759.wem","2","211,46","27,2","63","Custom Vorbis","32000 Hz","1","20-30s"
"946331634","494268556","634330574","115875410","115875410.wem","2","23,82","2,91","66","Custom Vorbis","32000 Hz","1","02-03s"
"948735758","354406134","608177259","704692640","704692640.wem","2","9,54","1,134","68","Custom Vorbis","32000 Hz","1","01-02s"
"948850232","529577284","753669514","953956546","953956546.wem","1","85,59","9,979","70","Custom Vorbis","32000 Hz","1","05-10s"
"948900277","996932999","618976622","833910343","833910343.wem","1","20,7","2,549","66","Custom Vorbis","32000 Hz","1","02-03s"
"952301461","541919175","838947076","384020408","384020408.wem","1","42,59","4,988","69","Custom Vorbis","32000 Hz","1","03-05s"
"959936727","182873655","133404495","272253548","272253548.wem","1","16,92","1,438","95","Custom Vorbis","32000 Hz","1","01-02s"
"961366360","926753534","336151759","548631672","548631672.wem","1","35,65","4,299","67","Custom Vorbis","32000 Hz","1","03-05s"
"962791485","339693481","721661854","958186655","958186655.wem","1","40,68","4,787","69","Custom Vorbis","32000 Hz","1","03-05s"
"973348405","249034661","989937905","410333338","410333338.wem","1","13,23","1,465","73","Custom Vorbis","32000 Hz","1","01-02s"
"974394456","675431224","228287153","439818420","439818420.wem","1","27,72","3,346","67","Custom Vorbis","32000 Hz","1","03-05s"
"976276603","324257062","535164167","486742604","486742604.wem","1","66,04","7,952","67","Custom Vorbis","32000 Hz","1","05-10s"
"976714314","892735653","322786594","176239191","176239191.wem","1","28,39","2,981","77","Custom Vorbis","32000 Hz","1","02-03s"
