"Index","Batch","WEM","SourcePath","WAV","EventID","ActionID","SoundID","SourceID","StreamType","DurationSec","BitrateKbps","Encoding","SampleRate","Channels","Bucket","Status"
"193","Batch_002","560660796.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\560660796.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0193_560660796.wav","2319939863","373001820","1029609207","560660796","1","1,456","82","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"194","Batch_002","798490929.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\798490929.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0194_798490929.wav","1475671394","1072472205","1055461642","798490929","1","1,461","65","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"195","Batch_002","105106109.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\105106109.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0195_105106109.wav","3393122011","876453350","870012059","105106109","2","1,463","71","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"196","Batch_002","731303406.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\731303406.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0196_731303406.wav","1266889977","140937819","132908039","731303406","1","1,463","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"197","Batch_002","410333338.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\410333338.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0197_410333338.wav","973348405","249034661","989937905","410333338","1","1,465","73","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"198","Batch_002","765967550.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\765967550.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0198_765967550.wav","2949996389","704635580","400841042","765967550","1","1,467","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"199","Batch_002","867596762.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\867596762.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0199_867596762.wav","2764976541","1060556026","980836785","867596762","1","1,475","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"200","Batch_002","534780668.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\534780668.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_002\0200_534780668.wav","934411688","203041246","308496167","534780668","1","1,476","64","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"201","Batch_003","1002356841.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1002356841.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0201_1002356841.wav","1422005274","478655467","490656433","1002356841","1","1,483","81","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"202","Batch_003","857517261.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\857517261.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0202_857517261.wav","3506748687","825136468","542135117","857517261","1","1,484","87","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"203","Batch_003","679458430.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\679458430.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0203_679458430.wav","892826283","518025656","888018491","679458430","1","1,493","83","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"204","Batch_003","450167022.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\450167022.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0204_450167022.wav","1528523366","760646068","632188632","450167022","1","1,493","70","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"205","Batch_003","691955040.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\691955040.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0205_691955040.wav","351493867","312613068","621432585","691955040","1","1,497","71","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"206","Batch_003","201252940.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\201252940.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0206_201252940.wav","3111750117","1030007405","753255660","201252940","1","1,499","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"207","Batch_003","536079640.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\536079640.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0207_536079640.wav","2859732940","343632455","909925224","536079640","1","1,5","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"208","Batch_003","337206063.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\337206063.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0208_337206063.wav","112551792","737897573","907096513","337206063","2","1,502","74","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"209","Batch_003","537768246.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\537768246.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0209_537768246.wav","1204866844","232683145","67889318","537768246","1","1,509","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"210","Batch_003","623217668.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\623217668.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0210_623217668.wav","313782177","798926590","442588376","623217668","1","1,516","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"211","Batch_003","821440897.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\821440897.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0211_821440897.wav","2222202438","401809353","171524185","821440897","1","1,517","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"212","Batch_003","709111517.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\709111517.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0212_709111517.wav","1909401199","849067476","307213396","709111517","1","1,517","71","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"213","Batch_003","785886237.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\785886237.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0213_785886237.wav","2909911435","206471921","457857934","785886237","1","1,519","63","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"214","Batch_003","9381084.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\9381084.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0214_9381084.wav","3841807736","37837930","381803477","9381084","1","1,525","82","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"215","Batch_003","18903818.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\18903818.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0215_18903818.wav","3995398616","752129565","466078840","18903818","1","1,525","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"216","Batch_003","1002118069.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1002118069.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0216_1002118069.wav","926381553","831342287","826545595","1002118069","1","1,525","92","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"217","Batch_003","658700189.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\658700189.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0217_658700189.wav","1892954248","619906170","616214252","658700189","1","1,535","70","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"218","Batch_003","1063776406.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1063776406.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0218_1063776406.wav","457953562","199148310","212466701","1063776406","2","1,535","77","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"219","Batch_003","136987909.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\136987909.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0219_136987909.wav","3688101281","285689078","1006185381","136987909","2","1,536","61","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"220","Batch_003","159781536.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\159781536.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0220_159781536.wav","4251383320","596480535","898767914","159781536","1","1,542","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"221","Batch_003","920202335.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\920202335.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0221_920202335.wav","1263935166","159079101","857964692","920202335","2","1,542","66","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"222","Batch_003","423576560.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\423576560.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0222_423576560.wav","2472637814","212314177","1040766705","423576560","1","1,543","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"223","Batch_003","264318605.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\264318605.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0223_264318605.wav","3346078392","1048721319","898136896","264318605","1","1,549","71","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"224","Batch_003","566090492.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\566090492.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0224_566090492.wav","3794496906","363802737","1011106676","566090492","1","1,551","66","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"225","Batch_003","547039271.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\547039271.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0225_547039271.wav","3107979236","89731502","296248025","547039271","2","1,554","64","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"226","Batch_003","252305306.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\252305306.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0226_252305306.wav","663075787","1041054440","866056494","252305306","1","1,554","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"227","Batch_003","970401893.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\970401893.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0227_970401893.wav","943159140","606858460","295645005","970401893","1","1,557","96","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"228","Batch_003","946187242.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\946187242.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0228_946187242.wav","3536453190","299601734","1008324200","946187242","1","1,568","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"229","Batch_003","835897267.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\835897267.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0229_835897267.wav","1884936553","417237059","548709061","835897267","1","1,569","65","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"230","Batch_003","561015116.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\561015116.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0230_561015116.wav","445725939","921355050","409221098","561015116","1","1,571","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"231","Batch_003","751737961.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\751737961.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0231_751737961.wav","876048696","138214523","227273400","751737961","1","1,573","80","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"232","Batch_003","928373896.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\928373896.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0232_928373896.wav","923082130","650024790","622513652","928373896","1","1,576","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"233","Batch_003","677993324.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\677993324.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0233_677993324.wav","2247987734","811375382","737904414","677993324","1","1,578","80","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"234","Batch_003","185250707.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\185250707.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0234_185250707.wav","999914252","104386796","645383988","185250707","1","1,579","70","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"235","Batch_003","195537923.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\195537923.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0235_195537923.wav","3706754220","286979558","1032607273","195537923","1","1,584","65","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"236","Batch_003","157581541.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\157581541.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0236_157581541.wav","2281543036","412906360","518173738","157581541","1","1,584","80","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"237","Batch_003","339751913.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\339751913.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0237_339751913.wav","144857377","311242595","649048986","339751913","1","1,585","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"238","Batch_003","588927754.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\588927754.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0238_588927754.wav","1829799467","489748401","237258036","588927754","1","1,587","89","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"239","Batch_003","393504504.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\393504504.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0239_393504504.wav","1813021880","528082547","524842254","393504504","1","1,596","84","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"240","Batch_003","430086978.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\430086978.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0240_430086978.wav","1233060146","33338827","31196658","430086978","1","1,6","79","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"241","Batch_003","647942636.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\647942636.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0241_647942636.wav","3730594256","887528416","95758901","647942636","2","1,602","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"242","Batch_003","805585905.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\805585905.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0242_805585905.wav","2474481933","637311462","1056169457","805585905","1","1,603","93","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"243","Batch_003","970479669.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\970479669.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0243_970479669.wav","2232931059","300490372","792647131","970479669","1","1,604","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"244","Batch_003","575396518.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\575396518.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0244_575396518.wav","4079193070","51257507","749071007","575396518","2","1,604","73","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"245","Batch_003","223793026.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\223793026.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0245_223793026.wav","3878583011","476955225","674005654","223793026","1","1,605","77","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"246","Batch_003","929730082.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\929730082.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0246_929730082.wav","1504001219","801788045","456172947","929730082","1","1,61","75","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"247","Batch_003","864907048.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\864907048.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0247_864907048.wav","2739992076","1004918001","999342135","864907048","1","1,611","66","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"248","Batch_003","630526577.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\630526577.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0248_630526577.wav","1635532111","127255270","1070849108","630526577","1","1,613","96","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"249","Batch_003","566110703.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\566110703.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0249_566110703.wav","3615379023","350226134","32540565","566110703","1","1,614","65","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"250","Batch_003","596877562.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\596877562.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0250_596877562.wav","4124481269","770738767","372020472","596877562","1","1,616","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"251","Batch_003","753629622.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\753629622.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0251_753629622.wav","1371672385","428612610","107855291","753629622","1","1,624","75","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"252","Batch_003","1031659901.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1031659901.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0252_1031659901.wav","3925695767","372748910","404290145","1031659901","1","1,624","85","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"253","Batch_003","1013214237.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1013214237.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0253_1013214237.wav","715317665","576500210","215231180","1013214237","1","1,624","89","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"254","Batch_003","299604590.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\299604590.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0254_299604590.wav","1124702214","830067575","418772344","299604590","1","1,627","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"255","Batch_003","146493191.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\146493191.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0255_146493191.wav","3325452044","563618692","69177987","146493191","1","1,627","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"256","Batch_003","760561591.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\760561591.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0256_760561591.wav","1241761502","413411601","71242924","760561591","1","1,627","59","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"257","Batch_003","529048438.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\529048438.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0257_529048438.wav","1282059124","549703120","506622031","529048438","1","1,627","67","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"258","Batch_003","61738747.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\61738747.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0258_61738747.wav","98289929","974433607","360567073","61738747","1","1,632","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"259","Batch_003","8118526.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\8118526.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0259_8118526.wav","664984808","933768584","743518314","8118526","1","1,636","85","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"260","Batch_003","87634762.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\87634762.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0260_87634762.wav","3318182744","870297515","810742718","87634762","1","1,64","73","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"261","Batch_003","136642407.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\136642407.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0261_136642407.wav","2713926369","238036359","674397616","136642407","1","1,645","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"262","Batch_003","609473232.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\609473232.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0262_609473232.wav","2170363607","654757023","814721112","609473232","1","1,649","80","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"263","Batch_003","774219807.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\774219807.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0263_774219807.wav","1104264977","751108522","90479594","774219807","1","1,651","69","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"264","Batch_003","780869917.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\780869917.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0264_780869917.wav","3410464112","325106043","504326628","780869917","1","1,653","75","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"265","Batch_003","653141414.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\653141414.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0265_653141414.wav","2738261844","547505101","412158337","653141414","1","1,654","90","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"266","Batch_003","959761289.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\959761289.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0266_959761289.wav","1999873769","749318015","385559637","959761289","1","1,656","64","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"267","Batch_003","287735083.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\287735083.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0267_287735083.wav","2999985347","664166620","906044685","287735083","1","1,659","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"268","Batch_003","167945959.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\167945959.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0268_167945959.wav","1402918832","298596891","690193247","167945959","1","1,662","73","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"269","Batch_003","1028485157.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1028485157.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0269_1028485157.wav","2888225390","351661579","861450985","1028485157","1","1,663","71","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"270","Batch_003","86065016.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\86065016.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0270_86065016.wav","2778855768","718144342","706356691","86065016","1","1,663","72","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"271","Batch_003","495882292.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\495882292.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0271_495882292.wav","2158602490","625237298","181571197","495882292","1","1,664","70","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"272","Batch_003","383786923.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\383786923.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0272_383786923.wav","3456415926","232240280","108396381","383786923","1","1,665","93","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"273","Batch_003","200272434.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\200272434.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0273_200272434.wav","1525990237","744053099","696179535","200272434","1","1,675","66","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"274","Batch_003","1068329219.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\1068329219.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0274_1068329219.wav","111673343","974748351","567837998","1068329219","1","1,677","65","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
"275","Batch_003","826928329.wem","B:\Thief2014_Dubbing\Extracted\th4_000_common_vo\th4_000_common_vo\english(us)\826928329.wem","B:\Thief2014_Dubbing\Work\VoiceAudition\Batch_003\0275_826928329.wav","553178007","356513038","840611687","826928329","1","1,684","68","Custom Vorbis","32000 Hz","1","01-02s","CONVERTED"
