"Index","Batch","WEM","Audio","EventID","ActionID","SoundID","SourceID","DurationSec","Category","Character","OriginalTranscript","PTBR","Notes","Status"
"203","Batch_003","679458430.wem","Batch_003/0203_679458430.wav","892826283","518025656","888018491","679458430","1,493","FALA","","","","","PENDING"
"204","Batch_003","450167022.wem","Batch_003/0204_450167022.wav","1528523366","760646068","632188632","450167022","1,493","FALA","","","","","PENDING"
"205","Batch_003","691955040.wem","Batch_003/0205_691955040.wav","351493867","312613068","621432585","691955040","1,497","FALA","","","","","PENDING"
"206","Batch_003","201252940.wem","Batch_003/0206_201252940.wav","3111750117","1030007405","753255660","201252940","1,499","FALA","","","","","PENDING"
"207","Batch_003","536079640.wem","Batch_003/0207_536079640.wav","2859732940","343632455","909925224","536079640","1,5","FALA","","","","","PENDING"
"208","Batch_003","337206063.wem","Batch_003/0208_337206063.wav","112551792","737897573","907096513","337206063","1,502","FALA","","","","","PENDING"
"209","Batch_003","537768246.wem","Batch_003/0209_537768246.wav","1204866844","232683145","67889318","537768246","1,509","FALA","","","","","PENDING"
"210","Batch_003","623217668.wem","Batch_003/0210_623217668.wav","313782177","798926590","442588376","623217668","1,516","FALA","","","","","PENDING"
"211","Batch_003","821440897.wem","Batch_003/0211_821440897.wav","2222202438","401809353","171524185","821440897","1,517","FALA","","","","","PENDING"
"212","Batch_003","709111517.wem","Batch_003/0212_709111517.wav","1909401199","849067476","307213396","709111517","1,517","FALA","","","","","PENDING"
"213","Batch_003","785886237.wem","Batch_003/0213_785886237.wav","2909911435","206471921","457857934","785886237","1,519","FALA","","","","","PENDING"
"214","Batch_003","9381084.wem","Batch_003/0214_9381084.wav","3841807736","37837930","381803477","9381084","1,525","FALA","","","","","PENDING"
"215","Batch_003","18903818.wem","Batch_003/0215_18903818.wav","3995398616","752129565","466078840","18903818","1,525","FALA","","","","","PENDING"
"216","Batch_003","1002118069.wem","Batch_003/0216_1002118069.wav","926381553","831342287","826545595","1002118069","1,525","FALA","","","","","PENDING"
"217","Batch_003","658700189.wem","Batch_003/0217_658700189.wav","1892954248","619906170","616214252","658700189","1,535","FALA","","","","","PENDING"
"218","Batch_003","1063776406.wem","Batch_003/0218_1063776406.wav","457953562","199148310","212466701","1063776406","1,535","FALA","","","","","PENDING"
"219","Batch_003","136987909.wem","Batch_003/0219_136987909.wav","3688101281","285689078","1006185381","136987909","1,536","VOCALIZAÇÃO","","","","","PENDING"
"220","Batch_003","159781536.wem","Batch_003/0220_159781536.wav","4251383320","596480535","898767914","159781536","1,542","GRITO","","","","","PENDING"
