"ID","File","RelativePath","SizeBytes","SizeKB"
"609442118","609442118.wem","th4_000_common_vo\english(us)\609442118.wem","28349","27,68"
"609473232","609473232.wem","th4_000_common_vo\english(us)\609473232.wem","16643","16,25"
"610558789","610558789.wem","th4_000_common_vo\english(us)\610558789.wem","10744","10,49"
"613385637","613385637.wem","th4_000_common_vo\english(us)\613385637.wem","32984","32,21"
"616565789","616565789.wem","th4_000_common_vo\english(us)\616565789.wem","8111","7,92"
"618025199","618025199.wem","th4_000_common_vo\english(us)\618025199.wem","32978","32,21"
"618494245","618494245.wem","th4_000_common_vo\english(us)\618494245.wem","18984","18,54"
"619268756","619268756.wem","th4_000_common_vo\english(us)\619268756.wem","19245","18,79"
"619319587","619319587.wem","th4_000_common_vo\english(us)\619319587.wem","39433","38,51"
"619345926","619345926.wem","th4_000_common_vo\english(us)\619345926.wem","27284","26,64"
"620304233","620304233.wem","th4_000_common_vo\english(us)\620304233.wem","46184","45,1"
"620639237","620639237.wem","th4_000_common_vo\english(us)\620639237.wem","40198","39,26"
"621923253","621923253.wem","th4_000_common_vo\english(us)\621923253.wem","25062","24,47"
"622342419","622342419.wem","th4_000_common_vo\english(us)\622342419.wem","26362","25,74"
"622869614","622869614.wem","th4_000_common_vo\english(us)\622869614.wem","61345","59,91"
"623153603","623153603.wem","th4_000_common_vo\english(us)\623153603.wem","17128","16,73"
"623217668","623217668.wem","th4_000_common_vo\english(us)\623217668.wem","13753","13,43"
"623442379","623442379.wem","th4_000_common_vo\english(us)\623442379.wem","56017","54,7"
"624055360","624055360.wem","th4_000_common_vo\english(us)\624055360.wem","42938","41,93"
"625985248","625985248.wem","th4_000_common_vo\english(us)\625985248.wem","25813","25,21"
"626322069","626322069.wem","th4_000_common_vo\english(us)\626322069.wem","115138","112,44"
"627610828","627610828.wem","th4_000_common_vo\english(us)\627610828.wem","8647","8,44"
"627935293","627935293.wem","th4_000_common_vo\english(us)\627935293.wem","9944","9,71"
"629168157","629168157.wem","th4_000_common_vo\english(us)\629168157.wem","50326","49,15"
"630526577","630526577.wem","th4_000_common_vo\english(us)\630526577.wem","19551","19,09"
"630611290","630611290.wem","th4_000_common_vo\english(us)\630611290.wem","41288","40,32"
"631317220","631317220.wem","th4_000_common_vo\english(us)\631317220.wem","44171","43,14"
"631551399","631551399.wem","th4_000_common_vo\english(us)\631551399.wem","63685","62,19"
"632520951","632520951.wem","th4_000_common_vo\english(us)\632520951.wem","14702","14,36"
"633207798","633207798.wem","th4_000_common_vo\english(us)\633207798.wem","19211","18,76"
"634150988","634150988.wem","th4_000_common_vo\english(us)\634150988.wem","38452","37,55"
"635449659","635449659.wem","th4_000_common_vo\english(us)\635449659.wem","12610","12,31"
"635651413","635651413.wem","th4_000_common_vo\english(us)\635651413.wem","51467","50,26"
"636894117","636894117.wem","th4_000_common_vo\english(us)\636894117.wem","3210","3,13"
"637882652","637882652.wem","th4_000_common_vo\english(us)\637882652.wem","31146","30,42"
"637936669","637936669.wem","th4_000_common_vo\english(us)\637936669.wem","36694","35,83"
"638460096","638460096.wem","th4_000_common_vo\english(us)\638460096.wem","22801","22,27"
"639975831","639975831.wem","th4_000_common_vo\english(us)\639975831.wem","7648","7,47"
"640524664","640524664.wem","th4_000_common_vo\english(us)\640524664.wem","61512","60,07"
"640595667","640595667.wem","th4_000_common_vo\english(us)\640595667.wem","25340","24,75"
"643050642","643050642.wem","th4_000_common_vo\english(us)\643050642.wem","59715","58,32"
"643106928","643106928.wem","th4_000_common_vo\english(us)\643106928.wem","39239","38,32"
"644391300","644391300.wem","th4_000_common_vo\english(us)\644391300.wem","78460","76,62"
"646898170","646898170.wem","th4_000_common_vo\english(us)\646898170.wem","37519","36,64"
"647714753","647714753.wem","th4_000_common_vo\english(us)\647714753.wem","58276","56,91"
"647942636","647942636.wem","th4_000_common_vo\english(us)\647942636.wem","13511","13,19"
"649348424","649348424.wem","th4_000_common_vo\english(us)\649348424.wem","29339","28,65"
"651223136","651223136.wem","th4_000_common_vo\english(us)\651223136.wem","35048","34,23"
"652307045","652307045.wem","th4_000_common_vo\english(us)\652307045.wem","25697","25,09"
"653141414","653141414.wem","th4_000_common_vo\english(us)\653141414.wem","18792","18,35"
"653461993","653461993.wem","th4_000_common_vo\english(us)\653461993.wem","17205","16,8"
"655167511","655167511.wem","th4_000_common_vo\english(us)\655167511.wem","70036","68,39"
"656128884","656128884.wem","th4_000_common_vo\english(us)\656128884.wem","38429","37,53"
"658700189","658700189.wem","th4_000_common_vo\english(us)\658700189.wem","13647","13,33"
"659204516","659204516.wem","th4_000_common_vo\english(us)\659204516.wem","40248","39,3"
"660666201","660666201.wem","th4_000_common_vo\english(us)\660666201.wem","25053","24,47"
"661007727","661007727.wem","th4_000_common_vo\english(us)\661007727.wem","52859","51,62"
"661524582","661524582.wem","th4_000_common_vo\english(us)\661524582.wem","18809","18,37"
"662180586","662180586.wem","th4_000_common_vo\english(us)\662180586.wem","52965","51,72"
"664790396","664790396.wem","th4_000_common_vo\english(us)\664790396.wem","43631","42,61"
"664929149","664929149.wem","th4_000_common_vo\english(us)\664929149.wem","26027","25,42"
"666889927","666889927.wem","th4_000_common_vo\english(us)\666889927.wem","31492","30,75"
"667534222","667534222.wem","th4_000_common_vo\english(us)\667534222.wem","23312","22,77"
"668525710","668525710.wem","th4_000_common_vo\english(us)\668525710.wem","61019","59,59"
"669126361","669126361.wem","th4_000_common_vo\english(us)\669126361.wem","24296","23,73"
"670881469","670881469.wem","th4_000_common_vo\english(us)\670881469.wem","20527","20,05"
"672084372","672084372.wem","th4_000_common_vo\english(us)\672084372.wem","61513","60,07"
"672970291","672970291.wem","th4_000_common_vo\english(us)\672970291.wem","12909","12,61"
"676072795","676072795.wem","th4_000_common_vo\english(us)\676072795.wem","19131","18,68"
"676334691","676334691.wem","th4_000_common_vo\english(us)\676334691.wem","129705","126,67"
"677551103","677551103.wem","th4_000_common_vo\english(us)\677551103.wem","37832","36,95"
"677559673","677559673.wem","th4_000_common_vo\english(us)\677559673.wem","38454","37,55"
"677993324","677993324.wem","th4_000_common_vo\english(us)\677993324.wem","16058","15,68"
"679458430","679458430.wem","th4_000_common_vo\english(us)\679458430.wem","15608","15,24"
"680844896","680844896.wem","th4_000_common_vo\english(us)\680844896.wem","14570","14,23"
"681167016","681167016.wem","th4_000_common_vo\english(us)\681167016.wem","97955","95,66"
"681273938","681273938.wem","th4_000_common_vo\english(us)\681273938.wem","37633","36,75"
"681387595","681387595.wem","th4_000_common_vo\english(us)\681387595.wem","45444","44,38"
"683963940","683963940.wem","th4_000_common_vo\english(us)\683963940.wem","49228","48,07"
"686640077","686640077.wem","th4_000_common_vo\english(us)\686640077.wem","101558","99,18"
"687952756","687952756.wem","th4_000_common_vo\english(us)\687952756.wem","47498","46,38"
"688166578","688166578.wem","th4_000_common_vo\english(us)\688166578.wem","36907","36,04"
"688599799","688599799.wem","th4_000_common_vo\english(us)\688599799.wem","20484","20"
"688622186","688622186.wem","th4_000_common_vo\english(us)\688622186.wem","41981","41"
"691097811","691097811.wem","th4_000_common_vo\english(us)\691097811.wem","18470","18,04"
"691955040","691955040.wem","th4_000_common_vo\english(us)\691955040.wem","13565","13,25"
"694355849","694355849.wem","th4_000_common_vo\english(us)\694355849.wem","7288","7,12"
"695226232","695226232.wem","th4_000_common_vo\english(us)\695226232.wem","23304","22,76"
"697193758","697193758.wem","th4_000_common_vo\english(us)\697193758.wem","101336","98,96"
"697282788","697282788.wem","th4_000_common_vo\english(us)\697282788.wem","8388","8,19"
"698957989","698957989.wem","th4_000_common_vo\english(us)\698957989.wem","12633","12,34"
"700711985","700711985.wem","th4_000_common_vo\english(us)\700711985.wem","46010","44,93"
"701213895","701213895.wem","th4_000_common_vo\english(us)\701213895.wem","12943","12,64"
"702029865","702029865.wem","th4_000_common_vo\english(us)\702029865.wem","32507","31,75"
"702374114","702374114.wem","th4_000_common_vo\english(us)\702374114.wem","41386","40,42"
"702379328","702379328.wem","th4_000_common_vo\english(us)\702379328.wem","52629","51,4"
"704692640","704692640.wem","th4_000_common_vo\english(us)\704692640.wem","9769","9,54"
"705917216","705917216.wem","th4_000_common_vo\english(us)\705917216.wem","29639","28,94"
"706545110","706545110.wem","th4_000_common_vo\english(us)\706545110.wem","33315","32,53"
"708939688","708939688.wem","th4_000_common_vo\english(us)\708939688.wem","30894","30,17"
"709111517","709111517.wem","th4_000_common_vo\english(us)\709111517.wem","13678","13,36"
"711877029","711877029.wem","th4_000_common_vo\english(us)\711877029.wem","57096","55,76"
"712654566","712654566.wem","th4_000_common_vo\english(us)\712654566.wem","25317","24,72"
"713057920","713057920.wem","th4_000_common_vo\english(us)\713057920.wem","25996","25,39"
"715263746","715263746.wem","th4_000_common_vo\english(us)\715263746.wem","6464","6,31"
"715683777","715683777.wem","th4_000_common_vo\english(us)\715683777.wem","21679","21,17"
"717250427","717250427.wem","th4_000_common_vo\english(us)\717250427.wem","101974","99,58"
"718012839","718012839.wem","th4_000_common_vo\english(us)\718012839.wem","9391","9,17"
"718567021","718567021.wem","th4_000_common_vo\english(us)\718567021.wem","44305","43,27"
"720617396","720617396.wem","th4_000_common_vo\english(us)\720617396.wem","27514","26,87"
"722311450","722311450.wem","th4_000_common_vo\english(us)\722311450.wem","18332","17,9"
"722799325","722799325.wem","th4_000_common_vo\english(us)\722799325.wem","31468","30,73"
"723186224","723186224.wem","th4_000_common_vo\english(us)\723186224.wem","75017","73,26"
"723844794","723844794.wem","th4_000_common_vo\english(us)\723844794.wem","12362","12,07"
"724109307","724109307.wem","th4_000_common_vo\english(us)\724109307.wem","29963","29,26"
"724317941","724317941.wem","th4_000_common_vo\english(us)\724317941.wem","19676","19,21"
"724830889","724830889.wem","th4_000_common_vo\english(us)\724830889.wem","23774","23,22"
"726089987","726089987.wem","th4_000_common_vo\english(us)\726089987.wem","52227","51"
"729496704","729496704.wem","th4_000_common_vo\english(us)\729496704.wem","47531","46,42"
"730596321","730596321.wem","th4_000_common_vo\english(us)\730596321.wem","29638","28,94"
"731194467","731194467.wem","th4_000_common_vo\english(us)\731194467.wem","46783","45,69"
"731303406","731303406.wem","th4_000_common_vo\english(us)\731303406.wem","12633","12,34"
"731766908","731766908.wem","th4_000_common_vo\english(us)\731766908.wem","6180","6,04"
"731848657","731848657.wem","th4_000_common_vo\english(us)\731848657.wem","8411","8,21"
"734903317","734903317.wem","th4_000_common_vo\english(us)\734903317.wem","25101","24,51"
"735720766","735720766.wem","th4_000_common_vo\english(us)\735720766.wem","49597","48,43"
"736682789","736682789.wem","th4_000_common_vo\english(us)\736682789.wem","54138","52,87"
"736766333","736766333.wem","th4_000_common_vo\english(us)\736766333.wem","53877","52,61"
"738169013","738169013.wem","th4_000_common_vo\english(us)\738169013.wem","57726","56,37"
"738409400","738409400.wem","th4_000_common_vo\english(us)\738409400.wem","23184","22,64"
"739343470","739343470.wem","th4_000_common_vo\english(us)\739343470.wem","44790","43,74"
"739612169","739612169.wem","th4_000_common_vo\english(us)\739612169.wem","39041","38,13"
"739960959","739960959.wem","th4_000_common_vo\english(us)\739960959.wem","27641","26,99"
"740908996","740908996.wem","th4_000_common_vo\english(us)\740908996.wem","23706","23,15"
"742386258","742386258.wem","th4_000_common_vo\english(us)\742386258.wem","20972","20,48"
"742914976","742914976.wem","th4_000_common_vo\english(us)\742914976.wem","44759","43,71"
"743117923","743117923.wem","th4_000_common_vo\english(us)\743117923.wem","20599","20,12"
"743470628","743470628.wem","th4_000_common_vo\english(us)\743470628.wem","38879","37,97"
"744639936","744639936.wem","th4_000_common_vo\english(us)\744639936.wem","19868","19,4"
"749918491","749918491.wem","th4_000_common_vo\english(us)\749918491.wem","106708","104,21"
"750068795","750068795.wem","th4_000_common_vo\english(us)\750068795.wem","50244","49,07"
"751285065","751285065.wem","th4_000_common_vo\english(us)\751285065.wem","28222","27,56"
"751516442","751516442.wem","th4_000_common_vo\english(us)\751516442.wem","33271","32,49"
"751737961","751737961.wem","th4_000_common_vo\english(us)\751737961.wem","15947","15,57"
"752327521","752327521.wem","th4_000_common_vo\english(us)\752327521.wem","13171","12,86"
"753076740","753076740.wem","th4_000_common_vo\english(us)\753076740.wem","19997","19,53"
"753289531","753289531.wem","th4_000_common_vo\english(us)\753289531.wem","28667","28"
"753629622","753629622.wem","th4_000_common_vo\english(us)\753629622.wem","15340","14,98"
"754082385","754082385.wem","th4_000_common_vo\english(us)\754082385.wem","28108","27,45"
"755475297","755475297.wem","th4_000_common_vo\english(us)\755475297.wem","10031","9,8"
"755501008","755501008.wem","th4_000_common_vo\english(us)\755501008.wem","48015","46,89"
"755540062","755540062.wem","th4_000_common_vo\english(us)\755540062.wem","42112","41,12"
"757009109","757009109.wem","th4_000_common_vo\english(us)\757009109.wem","45927","44,85"
"757292548","757292548.wem","th4_000_common_vo\english(us)\757292548.wem","11606","11,33"
"757582667","757582667.wem","th4_000_common_vo\english(us)\757582667.wem","9778","9,55"
"758290971","758290971.wem","th4_000_common_vo\english(us)\758290971.wem","25463","24,87"
"760561591","760561591.wem","th4_000_common_vo\english(us)\760561591.wem","12138","11,85"
"760776751","760776751.wem","th4_000_common_vo\english(us)\760776751.wem","45415","44,35"
"763059289","763059289.wem","th4_000_common_vo\english(us)\763059289.wem","77983","76,16"
"763581127","763581127.wem","th4_000_common_vo\english(us)\763581127.wem","35562","34,73"
"764618888","764618888.wem","th4_000_common_vo\english(us)\764618888.wem","26518","25,9"
"765967550","765967550.wem","th4_000_common_vo\english(us)\765967550.wem","12488","12,2"
"766154379","766154379.wem","th4_000_common_vo\english(us)\766154379.wem","20891","20,4"
"766329512","766329512.wem","th4_000_common_vo\english(us)\766329512.wem","16281","15,9"
"766877046","766877046.wem","th4_000_common_vo\english(us)\766877046.wem","17364","16,96"
"770080605","770080605.wem","th4_000_common_vo\english(us)\770080605.wem","8850","8,64"
"770219451","770219451.wem","th4_000_common_vo\english(us)\770219451.wem","15422","15,06"
"770679657","770679657.wem","th4_000_common_vo\english(us)\770679657.wem","44461","43,42"
"771764595","771764595.wem","th4_000_common_vo\english(us)\771764595.wem","72058","70,37"
"772188202","772188202.wem","th4_000_common_vo\english(us)\772188202.wem","17492","17,08"
"774219807","774219807.wem","th4_000_common_vo\english(us)\774219807.wem","14451","14,11"
"775795699","775795699.wem","th4_000_common_vo\english(us)\775795699.wem","59819","58,42"
"776471683","776471683.wem","th4_000_common_vo\english(us)\776471683.wem","32209","31,45"
"776520249","776520249.wem","th4_000_common_vo\english(us)\776520249.wem","18094","17,67"
"777512750","777512750.wem","th4_000_common_vo\english(us)\777512750.wem","48405","47,27"
"777986001","777986001.wem","th4_000_common_vo\english(us)\777986001.wem","32217","31,46"
"778813174","778813174.wem","th4_000_common_vo\english(us)\778813174.wem","8288","8,09"
"779278000","779278000.wem","th4_000_common_vo\english(us)\779278000.wem","32669","31,9"
"779318320","779318320.wem","th4_000_common_vo\english(us)\779318320.wem","43058","42,05"
"780242106","780242106.wem","th4_000_common_vo\english(us)\780242106.wem","68593","66,99"
"780869917","780869917.wem","th4_000_common_vo\english(us)\780869917.wem","15769","15,4"
"781584840","781584840.wem","th4_000_common_vo\english(us)\781584840.wem","9315","9,1"
"781774049","781774049.wem","th4_000_common_vo\english(us)\781774049.wem","80336","78,45"
"781907701","781907701.wem","th4_000_common_vo\english(us)\781907701.wem","21024","20,53"
"781960931","781960931.wem","th4_000_common_vo\english(us)\781960931.wem","21324","20,82"
"784706505","784706505.wem","th4_000_common_vo\english(us)\784706505.wem","35796","34,96"
"785139564","785139564.wem","th4_000_common_vo\english(us)\785139564.wem","26593","25,97"
"785330184","785330184.wem","th4_000_common_vo\english(us)\785330184.wem","17815","17,4"
"785886237","785886237.wem","th4_000_common_vo\english(us)\785886237.wem","12110","11,83"
"786785770","786785770.wem","th4_000_common_vo\english(us)\786785770.wem","29445","28,75"
"788169647","788169647.wem","th4_000_common_vo\english(us)\788169647.wem","38697","37,79"
"788630374","788630374.wem","th4_000_common_vo\english(us)\788630374.wem","15930","15,56"
"789342652","789342652.wem","th4_000_common_vo\english(us)\789342652.wem","17495","17,08"
"789495999","789495999.wem","th4_000_common_vo\english(us)\789495999.wem","86738","84,71"
"790152374","790152374.wem","th4_000_common_vo\english(us)\790152374.wem","18325","17,9"
"791924021","791924021.wem","th4_000_common_vo\english(us)\791924021.wem","292734","285,87"
"792588876","792588876.wem","th4_000_common_vo\english(us)\792588876.wem","26793","26,17"
"793668433","793668433.wem","th4_000_common_vo\english(us)\793668433.wem","15603","15,24"
"793708866","793708866.wem","th4_000_common_vo\english(us)\793708866.wem","33024","32,25"
"795110502","795110502.wem","th4_000_common_vo\english(us)\795110502.wem","77064","75,26"
"796883833","796883833.wem","th4_000_common_vo\english(us)\796883833.wem","23108","22,57"
"797426814","797426814.wem","th4_000_common_vo\english(us)\797426814.wem","63498","62,01"
"798490929","798490929.wem","th4_000_common_vo\english(us)\798490929.wem","12113","11,83"
"799928963","799928963.wem","th4_000_common_vo\english(us)\799928963.wem","82032","80,11"
"800015293","800015293.wem","th4_000_common_vo\english(us)\800015293.wem","82528","80,59"
"800692050","800692050.wem","th4_000_common_vo\english(us)\800692050.wem","78047","76,22"
"800696960","800696960.wem","th4_000_common_vo\english(us)\800696960.wem","46991","45,89"
"801833393","801833393.wem","th4_000_common_vo\english(us)\801833393.wem","9982","9,75"
"802166597","802166597.wem","th4_000_common_vo\english(us)\802166597.wem","16602","16,21"
"802413119","802413119.wem","th4_000_common_vo\english(us)\802413119.wem","73699","71,97"
"803570338","803570338.wem","th4_000_common_vo\english(us)\803570338.wem","28140","27,48"
"804342991","804342991.wem","th4_000_common_vo\english(us)\804342991.wem","8181","7,99"
"805585905","805585905.wem","th4_000_common_vo\english(us)\805585905.wem","18810","18,37"
"808784971","808784971.wem","th4_000_common_vo\english(us)\808784971.wem","24493","23,92"
"809202668","809202668.wem","th4_000_common_vo\english(us)\809202668.wem","27854","27,2"
"809326529","809326529.wem","th4_000_common_vo\english(us)\809326529.wem","7647","7,47"
"810336999","810336999.wem","th4_000_common_vo\english(us)\810336999.wem","35672","34,84"
"812339299","812339299.wem","th4_000_common_vo\english(us)\812339299.wem","19927","19,46"
"813163035","813163035.wem","th4_000_common_vo\english(us)\813163035.wem","27950","27,29"
"815062021","815062021.wem","th4_000_common_vo\english(us)\815062021.wem","16261","15,88"
"816045425","816045425.wem","th4_000_common_vo\english(us)\816045425.wem","45028","43,97"
"816378630","816378630.wem","th4_000_common_vo\english(us)\816378630.wem","9291","9,07"
"818539637","818539637.wem","th4_000_common_vo\english(us)\818539637.wem","6590","6,44"
"820023170","820023170.wem","th4_000_common_vo\english(us)\820023170.wem","28597","27,93"
"820152014","820152014.wem","th4_000_common_vo\english(us)\820152014.wem","44258","43,22"
"820757872","820757872.wem","th4_000_common_vo\english(us)\820757872.wem","11894","11,62"
"821440897","821440897.wem","th4_000_common_vo\english(us)\821440897.wem","13012","12,71"
"822250269","822250269.wem","th4_000_common_vo\english(us)\822250269.wem","29332","28,64"
"822386335","822386335.wem","th4_000_common_vo\english(us)\822386335.wem","32196","31,44"
"823705667","823705667.wem","th4_000_common_vo\english(us)\823705667.wem","8845","8,64"
"824470248","824470248.wem","th4_000_common_vo\english(us)\824470248.wem","7513","7,34"
"826928329","826928329.wem","th4_000_common_vo\english(us)\826928329.wem","14471","14,13"
"829903043","829903043.wem","th4_000_common_vo\english(us)\829903043.wem","8113","7,92"
"829944393","829944393.wem","th4_000_common_vo\english(us)\829944393.wem","17845","17,43"
"831440145","831440145.wem","th4_000_common_vo\english(us)\831440145.wem","7464","7,29"
"831866575","831866575.wem","th4_000_common_vo\english(us)\831866575.wem","48861","47,72"
"833202924","833202924.wem","th4_000_common_vo\english(us)\833202924.wem","47024","45,92"
"833742253","833742253.wem","th4_000_common_vo\english(us)\833742253.wem","7448","7,27"
"833910343","833910343.wem","th4_000_common_vo\english(us)\833910343.wem","21201","20,7"
"834123639","834123639.wem","th4_000_common_vo\english(us)\834123639.wem","11836","11,56"
"835897267","835897267.wem","th4_000_common_vo\english(us)\835897267.wem","12872","12,57"
"836114481","836114481.wem","th4_000_common_vo\english(us)\836114481.wem","15571","15,21"
"836242656","836242656.wem","th4_000_common_vo\english(us)\836242656.wem","41531","40,56"
"836270660","836270660.wem","th4_000_common_vo\english(us)\836270660.wem","39055","38,14"
"836859547","836859547.wem","th4_000_common_vo\english(us)\836859547.wem","25778","25,17"
"840613763","840613763.wem","th4_000_common_vo\english(us)\840613763.wem","26543","25,92"
"840654523","840654523.wem","th4_000_common_vo\english(us)\840654523.wem","30042","29,34"
"841131934","841131934.wem","th4_000_common_vo\english(us)\841131934.wem","24697","24,12"
"842102351","842102351.wem","th4_000_common_vo\english(us)\842102351.wem","40648","39,7"
"842744467","842744467.wem","th4_000_common_vo\english(us)\842744467.wem","15555","15,19"
"843034458","843034458.wem","th4_000_common_vo\english(us)\843034458.wem","28239","27,58"
"843549300","843549300.wem","th4_000_common_vo\english(us)\843549300.wem","23161","22,62"
"846685508","846685508.wem","th4_000_common_vo\english(us)\846685508.wem","57588","56,24"
"846917398","846917398.wem","th4_000_common_vo\english(us)\846917398.wem","36625","35,77"
"846936539","846936539.wem","th4_000_common_vo\english(us)\846936539.wem","39695","38,76"
"846965701","846965701.wem","th4_000_common_vo\english(us)\846965701.wem","24643","24,07"
"848134069","848134069.wem","th4_000_common_vo\english(us)\848134069.wem","11643","11,37"
"849736638","849736638.wem","th4_000_common_vo\english(us)\849736638.wem","44864","43,81"
"850488335","850488335.wem","th4_000_common_vo\english(us)\850488335.wem","29307","28,62"
"853338107","853338107.wem","th4_000_common_vo\english(us)\853338107.wem","274706","268,27"
"853491826","853491826.wem","th4_000_common_vo\english(us)\853491826.wem","14158","13,83"
"854370586","854370586.wem","th4_000_common_vo\english(us)\854370586.wem","29974","29,27"
"854499199","854499199.wem","th4_000_common_vo\english(us)\854499199.wem","11209","10,95"
"857517261","857517261.wem","th4_000_common_vo\english(us)\857517261.wem","16385","16"
"858031971","858031971.wem","th4_000_common_vo\english(us)\858031971.wem","72508","70,81"
"858928381","858928381.wem","th4_000_common_vo\english(us)\858928381.wem","25078","24,49"
"859504379","859504379.wem","th4_000_common_vo\english(us)\859504379.wem","36836","35,97"
"860084154","860084154.wem","th4_000_common_vo\english(us)\860084154.wem","36596","35,74"
"860778881","860778881.wem","th4_000_common_vo\english(us)\860778881.wem","33872","33,08"
"861286715","861286715.wem","th4_000_common_vo\english(us)\861286715.wem","11246","10,98"
"864627047","864627047.wem","th4_000_common_vo\english(us)\864627047.wem","39445","38,52"
"864723965","864723965.wem","th4_000_common_vo\english(us)\864723965.wem","23579","23,03"
"864907048","864907048.wem","th4_000_common_vo\english(us)\864907048.wem","13569","13,25"
"866332544","866332544.wem","th4_000_common_vo\english(us)\866332544.wem","35364","34,54"
"866356484","866356484.wem","th4_000_common_vo\english(us)\866356484.wem","16157","15,78"
"866425644","866425644.wem","th4_000_common_vo\english(us)\866425644.wem","21074","20,58"
"866777626","866777626.wem","th4_000_common_vo\english(us)\866777626.wem","39637","38,71"
"867267413","867267413.wem","th4_000_common_vo\english(us)\867267413.wem","17078","16,68"
"867596762","867596762.wem","th4_000_common_vo\english(us)\867596762.wem","13002","12,7"
"868639152","868639152.wem","th4_000_common_vo\english(us)\868639152.wem","54017","52,75"
"871207888","871207888.wem","th4_000_common_vo\english(us)\871207888.wem","16620","16,23"
"871360798","871360798.wem","th4_000_common_vo\english(us)\871360798.wem","28470","27,8"
"872314379","872314379.wem","th4_000_common_vo\english(us)\872314379.wem","55726","54,42"
"873145965","873145965.wem","th4_000_common_vo\english(us)\873145965.wem","6986","6,82"
"874708357","874708357.wem","th4_000_common_vo\english(us)\874708357.wem","107541","105,02"
"874935267","874935267.wem","th4_000_common_vo\english(us)\874935267.wem","38351","37,45"
"876561326","876561326.wem","th4_000_common_vo\english(us)\876561326.wem","15560","15,2"
"876612086","876612086.wem","th4_000_common_vo\english(us)\876612086.wem","14907","14,56"
"876947983","876947983.wem","th4_000_common_vo\english(us)\876947983.wem","28117","27,46"
"876965456","876965456.wem","th4_000_common_vo\english(us)\876965456.wem","36037","35,19"
"877143853","877143853.wem","th4_000_common_vo\english(us)\877143853.wem","20433","19,95"
"878170847","878170847.wem","th4_000_common_vo\english(us)\878170847.wem","98381","96,08"
"878999912","878999912.wem","th4_000_common_vo\english(us)\878999912.wem","22171","21,65"
"880656504","880656504.wem","th4_000_common_vo\english(us)\880656504.wem","27901","27,25"
"882258407","882258407.wem","th4_000_common_vo\english(us)\882258407.wem","32932","32,16"
"882396025","882396025.wem","th4_000_common_vo\english(us)\882396025.wem","23299","22,75"
"883334655","883334655.wem","th4_000_common_vo\english(us)\883334655.wem","42611","41,61"
"883984475","883984475.wem","th4_000_common_vo\english(us)\883984475.wem","82792","80,85"
"884181245","884181245.wem","th4_000_common_vo\english(us)\884181245.wem","30384","29,67"
"884549210","884549210.wem","th4_000_common_vo\english(us)\884549210.wem","76477","74,68"
"884690055","884690055.wem","th4_000_common_vo\english(us)\884690055.wem","17056","16,66"
"885837224","885837224.wem","th4_000_common_vo\english(us)\885837224.wem","40125","39,18"
"885929473","885929473.wem","th4_000_common_vo\english(us)\885929473.wem","7065","6,9"
"886608002","886608002.wem","th4_000_common_vo\english(us)\886608002.wem","18244","17,82"
"886897021","886897021.wem","th4_000_common_vo\english(us)\886897021.wem","10968","10,71"
"887480316","887480316.wem","th4_000_common_vo\english(us)\887480316.wem","72128","70,44"
"887694664","887694664.wem","th4_000_common_vo\english(us)\887694664.wem","21092","20,6"
"888043717","888043717.wem","th4_000_common_vo\english(us)\888043717.wem","19052","18,61"
"888850491","888850491.wem","th4_000_common_vo\english(us)\888850491.wem","67096","65,52"
"890121176","890121176.wem","th4_000_common_vo\english(us)\890121176.wem","36055","35,21"
"891536372","891536372.wem","th4_000_common_vo\english(us)\891536372.wem","136442","133,24"
"892162788","892162788.wem","th4_000_common_vo\english(us)\892162788.wem","75172","73,41"
"892193187","892193187.wem","th4_000_common_vo\english(us)\892193187.wem","28870","28,19"
"892470400","892470400.wem","th4_000_common_vo\english(us)\892470400.wem","18351","17,92"
"892968061","892968061.wem","th4_000_common_vo\english(us)\892968061.wem","5201","5,08"
"894548271","894548271.wem","th4_000_common_vo\english(us)\894548271.wem","28505","27,84"
"895007152","895007152.wem","th4_000_common_vo\english(us)\895007152.wem","23880","23,32"
"895500184","895500184.wem","th4_000_common_vo\english(us)\895500184.wem","42000","41,02"
"896537203","896537203.wem","th4_000_common_vo\english(us)\896537203.wem","56116","54,8"
"897844617","897844617.wem","th4_000_common_vo\english(us)\897844617.wem","8711","8,51"
"897931311","897931311.wem","th4_000_common_vo\english(us)\897931311.wem","11793","11,52"
"898001860","898001860.wem","th4_000_common_vo\english(us)\898001860.wem","22428","21,9"
"898503064","898503064.wem","th4_000_common_vo\english(us)\898503064.wem","16132","15,75"
"900193839","900193839.wem","th4_000_common_vo\english(us)\900193839.wem","7085","6,92"
"900975517","900975517.wem","th4_000_common_vo\english(us)\900975517.wem","47332","46,22"
"903710341","903710341.wem","th4_000_common_vo\english(us)\903710341.wem","8563","8,36"
"903880128","903880128.wem","th4_000_common_vo\english(us)\903880128.wem","31162","30,43"
"904508579","904508579.wem","th4_000_common_vo\english(us)\904508579.wem","40574","39,62"
"908775499","908775499.wem","th4_000_common_vo\english(us)\908775499.wem","12986","12,68"
"910243833","910243833.wem","th4_000_common_vo\english(us)\910243833.wem","28288","27,62"
"911282662","911282662.wem","th4_000_common_vo\english(us)\911282662.wem","12418","12,13"
"911543220","911543220.wem","th4_000_common_vo\english(us)\911543220.wem","58655","57,28"
