"Index","Type","ObjectID","SourceID","UFileID","ParentIndex","ParentType","WEMFound","WEMFile","WEMSize"
"5555","AkMediaInformation","","252257032","252257032","5554","AkBankSourceData","True","252257032.wem","38838"
"5567","CAkSound","","1017305820","1017305820","109","HircChunk","True","1017305820.wem","8635"
"5568","SoundInitialValues","","1017305820","1017305820","5567","CAkSound","True","1017305820.wem","8635"
"5569","AkBankSourceData","","1017305820","1017305820","5568","SoundInitialValues","True","1017305820.wem","8635"
"5570","AkMediaInformation","","1017305820","1017305820","5569","AkBankSourceData","True","1017305820.wem","8635"
"5582","CAkSound","","182815024","182815024","109","HircChunk","True","182815024.wem","20177"
"5583","SoundInitialValues","","182815024","182815024","5582","CAkSound","True","182815024.wem","20177"
"5584","AkBankSourceData","","182815024","182815024","5583","SoundInitialValues","True","182815024.wem","20177"
"5585","AkMediaInformation","","182815024","182815024","5584","AkBankSourceData","True","182815024.wem","20177"
"5597","CAkSound","","317399096","317399096","109","HircChunk","True","317399096.wem","12162"
"5598","SoundInitialValues","","317399096","317399096","5597","CAkSound","True","317399096.wem","12162"
"5599","AkBankSourceData","","317399096","317399096","5598","SoundInitialValues","True","317399096.wem","12162"
"5600","AkMediaInformation","","317399096","317399096","5599","AkBankSourceData","True","317399096.wem","12162"
"5612","CAkSound","","162031974","162031974","109","HircChunk","True","162031974.wem","29412"
"5613","SoundInitialValues","","162031974","162031974","5612","CAkSound","True","162031974.wem","29412"
"5614","AkBankSourceData","","162031974","162031974","5613","SoundInitialValues","True","162031974.wem","29412"
"5615","AkMediaInformation","","162031974","162031974","5614","AkBankSourceData","True","162031974.wem","29412"
"5627","CAkSound","","711877029","711877029","109","HircChunk","True","711877029.wem","57096"
"5628","SoundInitialValues","","711877029","711877029","5627","CAkSound","True","711877029.wem","57096"
"5629","AkBankSourceData","","711877029","711877029","5628","SoundInitialValues","True","711877029.wem","57096"
"5630","AkMediaInformation","","711877029","711877029","5629","AkBankSourceData","True","711877029.wem","57096"
"5642","CAkSound","","688166578","688166578","109","HircChunk","True","688166578.wem","36907"
"5643","SoundInitialValues","","688166578","688166578","5642","CAkSound","True","688166578.wem","36907"
"5644","AkBankSourceData","","688166578","688166578","5643","SoundInitialValues","True","688166578.wem","36907"
"5645","AkMediaInformation","","688166578","688166578","5644","AkBankSourceData","True","688166578.wem","36907"
"5657","CAkSound","","431430945","431430945","109","HircChunk","True","431430945.wem","9731"
"5658","SoundInitialValues","","431430945","431430945","5657","CAkSound","True","431430945.wem","9731"
"5659","AkBankSourceData","","431430945","431430945","5658","SoundInitialValues","True","431430945.wem","9731"
"5660","AkMediaInformation","","431430945","431430945","5659","AkBankSourceData","True","431430945.wem","9731"
"5672","CAkSound","","470716356","470716356","109","HircChunk","True","470716356.wem","25237"
"5673","SoundInitialValues","","470716356","470716356","5672","CAkSound","True","470716356.wem","25237"
"5674","AkBankSourceData","","470716356","470716356","5673","SoundInitialValues","True","470716356.wem","25237"
"5675","AkMediaInformation","","470716356","470716356","5674","AkBankSourceData","True","470716356.wem","25237"
"5687","CAkSound","","195325266","195325266","109","HircChunk","True","195325266.wem","6785"
"5688","SoundInitialValues","","195325266","195325266","5687","CAkSound","True","195325266.wem","6785"
"5689","AkBankSourceData","","195325266","195325266","5688","SoundInitialValues","True","195325266.wem","6785"
"5690","AkMediaInformation","","195325266","195325266","5689","AkBankSourceData","True","195325266.wem","6785"
"5702","CAkSound","","150800374","150800374","109","HircChunk","True","150800374.wem","27717"
"5703","SoundInitialValues","","150800374","150800374","5702","CAkSound","True","150800374.wem","27717"
"5704","AkBankSourceData","","150800374","150800374","5703","SoundInitialValues","True","150800374.wem","27717"
"5705","AkMediaInformation","","150800374","150800374","5704","AkBankSourceData","True","150800374.wem","27717"
"5717","CAkSound","","568173431","568173431","109","HircChunk","True","568173431.wem","11449"
"5718","SoundInitialValues","","568173431","568173431","5717","CAkSound","True","568173431.wem","11449"
"5719","AkBankSourceData","","568173431","568173431","5718","SoundInitialValues","True","568173431.wem","11449"
"5720","AkMediaInformation","","568173431","568173431","5719","AkBankSourceData","True","568173431.wem","11449"
"5732","CAkSound","","151932880","151932880","109","HircChunk","True","151932880.wem","18027"
"5733","SoundInitialValues","","151932880","151932880","5732","CAkSound","True","151932880.wem","18027"
"5734","AkBankSourceData","","151932880","151932880","5733","SoundInitialValues","True","151932880.wem","18027"
"5735","AkMediaInformation","","151932880","151932880","5734","AkBankSourceData","True","151932880.wem","18027"
"5747","CAkSound","","185250707","185250707","109","HircChunk","True","185250707.wem","14027"
"5748","SoundInitialValues","","185250707","185250707","5747","CAkSound","True","185250707.wem","14027"
"5749","AkBankSourceData","","185250707","185250707","5748","SoundInitialValues","True","185250707.wem","14027"
"5750","AkMediaInformation","","185250707","185250707","5749","AkBankSourceData","True","185250707.wem","14027"
"5762","CAkSound","","734903317","734903317","109","HircChunk","True","734903317.wem","25101"
"5763","SoundInitialValues","","734903317","734903317","5762","CAkSound","True","734903317.wem","25101"
"5764","AkBankSourceData","","734903317","734903317","5763","SoundInitialValues","True","734903317.wem","25101"
"5765","AkMediaInformation","","734903317","734903317","5764","AkBankSourceData","True","734903317.wem","25101"
"5777","CAkSound","","130214626","130214626","109","HircChunk","True","130214626.wem","7478"
"5778","SoundInitialValues","","130214626","130214626","5777","CAkSound","True","130214626.wem","7478"
"5779","AkBankSourceData","","130214626","130214626","5778","SoundInitialValues","True","130214626.wem","7478"
"5780","AkMediaInformation","","130214626","130214626","5779","AkBankSourceData","True","130214626.wem","7478"
"5792","CAkSound","","1019216425","1019216425","109","HircChunk","True","1019216425.wem","41807"
"5793","SoundInitialValues","","1019216425","1019216425","5792","CAkSound","True","1019216425.wem","41807"
"5794","AkBankSourceData","","1019216425","1019216425","5793","SoundInitialValues","True","1019216425.wem","41807"
"5795","AkMediaInformation","","1019216425","1019216425","5794","AkBankSourceData","True","1019216425.wem","41807"
"5807","CAkSound","","465528367","465528367","109","HircChunk","True","465528367.wem","51835"
"5808","SoundInitialValues","","465528367","465528367","5807","CAkSound","True","465528367.wem","51835"
"5809","AkBankSourceData","","465528367","465528367","5808","SoundInitialValues","True","465528367.wem","51835"
"5810","AkMediaInformation","","465528367","465528367","5809","AkBankSourceData","True","465528367.wem","51835"
"5822","CAkSound","","206319454","206319454","109","HircChunk","True","206319454.wem","16870"
"5823","SoundInitialValues","","206319454","206319454","5822","CAkSound","True","206319454.wem","16870"
"5824","AkBankSourceData","","206319454","206319454","5823","SoundInitialValues","True","206319454.wem","16870"
"5825","AkMediaInformation","","206319454","206319454","5824","AkBankSourceData","True","206319454.wem","16870"
"5837","CAkSound","","336743785","336743785","109","HircChunk","True","336743785.wem","36317"
"5838","SoundInitialValues","","336743785","336743785","5837","CAkSound","True","336743785.wem","36317"
"5839","AkBankSourceData","","336743785","336743785","5838","SoundInitialValues","True","336743785.wem","36317"
"5840","AkMediaInformation","","336743785","336743785","5839","AkBankSourceData","True","336743785.wem","36317"
"5852","CAkSound","","260783562","260783562","109","HircChunk","True","260783562.wem","60417"
"5853","SoundInitialValues","","260783562","260783562","5852","CAkSound","True","260783562.wem","60417"
"5854","AkBankSourceData","","260783562","260783562","5853","SoundInitialValues","True","260783562.wem","60417"
"5855","AkMediaInformation","","260783562","260783562","5854","AkBankSourceData","True","260783562.wem","60417"
"5867","CAkSound","","661524582","661524582","109","HircChunk","True","661524582.wem","18809"
"5868","SoundInitialValues","","661524582","661524582","5867","CAkSound","True","661524582.wem","18809"
"5869","AkBankSourceData","","661524582","661524582","5868","SoundInitialValues","True","661524582.wem","18809"
"5870","AkMediaInformation","","661524582","661524582","5869","AkBankSourceData","True","661524582.wem","18809"
"5882","CAkSound","","683963940","683963940","109","HircChunk","True","683963940.wem","49228"
"5883","SoundInitialValues","","683963940","683963940","5882","CAkSound","True","683963940.wem","49228"
"5884","AkBankSourceData","","683963940","683963940","5883","SoundInitialValues","True","683963940.wem","49228"
"5885","AkMediaInformation","","683963940","683963940","5884","AkBankSourceData","True","683963940.wem","49228"
"5897","CAkSound","","958186655","958186655","109","HircChunk","True","958186655.wem","41660"
"5898","SoundInitialValues","","958186655","958186655","5897","CAkSound","True","958186655.wem","41660"
"5899","AkBankSourceData","","958186655","958186655","5898","SoundInitialValues","True","958186655.wem","41660"
"5900","AkMediaInformation","","958186655","958186655","5899","AkBankSourceData","True","958186655.wem","41660"
"5912","CAkSound","","1008196753","1008196753","109","HircChunk","True","1008196753.wem","41539"
"5913","SoundInitialValues","","1008196753","1008196753","5912","CAkSound","True","1008196753.wem","41539"
"5914","AkBankSourceData","","1008196753","1008196753","5913","SoundInitialValues","True","1008196753.wem","41539"
"5915","AkMediaInformation","","1008196753","1008196753","5914","AkBankSourceData","True","1008196753.wem","41539"
"5927","CAkSound","","620639237","620639237","109","HircChunk","True","620639237.wem","40198"
"5928","SoundInitialValues","","620639237","620639237","5927","CAkSound","True","620639237.wem","40198"
"5929","AkBankSourceData","","620639237","620639237","5928","SoundInitialValues","True","620639237.wem","40198"
"5930","AkMediaInformation","","620639237","620639237","5929","AkBankSourceData","True","620639237.wem","40198"
"5942","CAkSound","","760776751","760776751","109","HircChunk","True","760776751.wem","45415"
"5943","SoundInitialValues","","760776751","760776751","5942","CAkSound","True","760776751.wem","45415"
"5944","AkBankSourceData","","760776751","760776751","5943","SoundInitialValues","True","760776751.wem","45415"
"5945","AkMediaInformation","","760776751","760776751","5944","AkBankSourceData","True","760776751.wem","45415"
"5957","CAkSound","","635651413","635651413","109","HircChunk","True","635651413.wem","51467"
"5958","SoundInitialValues","","635651413","635651413","5957","CAkSound","True","635651413.wem","51467"
"5959","AkBankSourceData","","635651413","635651413","5958","SoundInitialValues","True","635651413.wem","51467"
"5960","AkMediaInformation","","635651413","635651413","5959","AkBankSourceData","True","635651413.wem","51467"
"5972","CAkSound","","607237120","607237120","109","HircChunk","True","607237120.wem","46088"
"5973","SoundInitialValues","","607237120","607237120","5972","CAkSound","True","607237120.wem","46088"
"5974","AkBankSourceData","","607237120","607237120","5973","SoundInitialValues","True","607237120.wem","46088"
"5975","AkMediaInformation","","607237120","607237120","5974","AkBankSourceData","True","607237120.wem","46088"
"5987","CAkSound","","1001401885","1001401885","109","HircChunk","True","1001401885.wem","30192"
"5988","SoundInitialValues","","1001401885","1001401885","5987","CAkSound","True","1001401885.wem","30192"
"5989","AkBankSourceData","","1001401885","1001401885","5988","SoundInitialValues","True","1001401885.wem","30192"
"5990","AkMediaInformation","","1001401885","1001401885","5989","AkBankSourceData","True","1001401885.wem","30192"
"6002","CAkSound","","201252940","201252940","109","HircChunk","True","201252940.wem","12647"
"6003","SoundInitialValues","","201252940","201252940","6002","CAkSound","True","201252940.wem","12647"
"6004","AkBankSourceData","","201252940","201252940","6003","SoundInitialValues","True","201252940.wem","12647"
"6005","AkMediaInformation","","201252940","201252940","6004","AkBankSourceData","True","201252940.wem","12647"
"6017","CAkSound","","161300527","161300527","109","HircChunk","True","161300527.wem","21098"
"6018","SoundInitialValues","","161300527","161300527","6017","CAkSound","True","161300527.wem","21098"
"6019","AkBankSourceData","","161300527","161300527","6018","SoundInitialValues","True","161300527.wem","21098"
"6020","AkMediaInformation","","161300527","161300527","6019","AkBankSourceData","True","161300527.wem","21098"
"6032","CAkSound","","86754495","86754495","109","HircChunk","True","86754495.wem","47966"
"6033","SoundInitialValues","","86754495","86754495","6032","CAkSound","True","86754495.wem","47966"
"6034","AkBankSourceData","","86754495","86754495","6033","SoundInitialValues","True","86754495.wem","47966"
"6035","AkMediaInformation","","86754495","86754495","6034","AkBankSourceData","True","86754495.wem","47966"
"6047","CAkSound","","18029859","18029859","109","HircChunk","True","18029859.wem","24536"
"6048","SoundInitialValues","","18029859","18029859","6047","CAkSound","True","18029859.wem","24536"
"6049","AkBankSourceData","","18029859","18029859","6048","SoundInitialValues","True","18029859.wem","24536"
"6050","AkMediaInformation","","18029859","18029859","6049","AkBankSourceData","True","18029859.wem","24536"
"6062","CAkSound","","460416727","460416727","109","HircChunk","True","460416727.wem","42079"
"6063","SoundInitialValues","","460416727","460416727","6062","CAkSound","True","460416727.wem","42079"
"6064","AkBankSourceData","","460416727","460416727","6063","SoundInitialValues","True","460416727.wem","42079"
"6065","AkMediaInformation","","460416727","460416727","6064","AkBankSourceData","True","460416727.wem","42079"
"6077","CAkSound","","157528075","157528075","109","HircChunk","True","157528075.wem","35409"
"6078","SoundInitialValues","","157528075","157528075","6077","CAkSound","True","157528075.wem","35409"
"6079","AkBankSourceData","","157528075","157528075","6078","SoundInitialValues","True","157528075.wem","35409"
"6080","AkMediaInformation","","157528075","157528075","6079","AkBankSourceData","True","157528075.wem","35409"
"6092","CAkSound","","609473232","609473232","109","HircChunk","True","609473232.wem","16643"
"6093","SoundInitialValues","","609473232","609473232","6092","CAkSound","True","609473232.wem","16643"
"6094","AkBankSourceData","","609473232","609473232","6093","SoundInitialValues","True","609473232.wem","16643"
"6095","AkMediaInformation","","609473232","609473232","6094","AkBankSourceData","True","609473232.wem","16643"
"6107","CAkSound","","589192513","589192513","109","HircChunk","True","589192513.wem","31778"
"6108","SoundInitialValues","","589192513","589192513","6107","CAkSound","True","589192513.wem","31778"
"6109","AkBankSourceData","","589192513","589192513","6108","SoundInitialValues","True","589192513.wem","31778"
"6110","AkMediaInformation","","589192513","589192513","6109","AkBankSourceData","True","589192513.wem","31778"
"6122","CAkSound","","860778881","860778881","109","HircChunk","True","860778881.wem","33872"
"6123","SoundInitialValues","","860778881","860778881","6122","CAkSound","True","860778881.wem","33872"
"6124","AkBankSourceData","","860778881","860778881","6123","SoundInitialValues","True","860778881.wem","33872"
"6125","AkMediaInformation","","860778881","860778881","6124","AkBankSourceData","True","860778881.wem","33872"
"6137","CAkSound","","631317220","631317220","109","HircChunk","True","631317220.wem","44171"
"6138","SoundInitialValues","","631317220","631317220","6137","CAkSound","True","631317220.wem","44171"
"6139","AkBankSourceData","","631317220","631317220","6138","SoundInitialValues","True","631317220.wem","44171"
"6140","AkMediaInformation","","631317220","631317220","6139","AkBankSourceData","True","631317220.wem","44171"
"6152","CAkSound","","1016239674","1016239674","109","HircChunk","True","1016239674.wem","19999"
"6153","SoundInitialValues","","1016239674","1016239674","6152","CAkSound","True","1016239674.wem","19999"
"6154","AkBankSourceData","","1016239674","1016239674","6153","SoundInitialValues","True","1016239674.wem","19999"
"6155","AkMediaInformation","","1016239674","1016239674","6154","AkBankSourceData","True","1016239674.wem","19999"
"6167","CAkSound","","530181021","530181021","109","HircChunk","True","530181021.wem","26059"
"6168","SoundInitialValues","","530181021","530181021","6167","CAkSound","True","530181021.wem","26059"
"6169","AkBankSourceData","","530181021","530181021","6168","SoundInitialValues","True","530181021.wem","26059"
"6170","AkMediaInformation","","530181021","530181021","6169","AkBankSourceData","True","530181021.wem","26059"
"6182","CAkSound","","291791478","291791478","109","HircChunk","True","291791478.wem","29467"
"6183","SoundInitialValues","","291791478","291791478","6182","CAkSound","True","291791478.wem","29467"
"6184","AkBankSourceData","","291791478","291791478","6183","SoundInitialValues","True","291791478.wem","29467"
"6185","AkMediaInformation","","291791478","291791478","6184","AkBankSourceData","True","291791478.wem","29467"
"6197","CAkSound","","687952756","687952756","109","HircChunk","True","687952756.wem","47498"
"6198","SoundInitialValues","","687952756","687952756","6197","CAkSound","True","687952756.wem","47498"
"6199","AkBankSourceData","","687952756","687952756","6198","SoundInitialValues","True","687952756.wem","47498"
"6200","AkMediaInformation","","687952756","687952756","6199","AkBankSourceData","True","687952756.wem","47498"
"6212","CAkSound","","198261962","198261962","109","HircChunk","True","198261962.wem","27545"
"6213","SoundInitialValues","","198261962","198261962","6212","CAkSound","True","198261962.wem","27545"
"6214","AkBankSourceData","","198261962","198261962","6213","SoundInitialValues","True","198261962.wem","27545"
"6215","AkMediaInformation","","198261962","198261962","6214","AkBankSourceData","True","198261962.wem","27545"
"6227","CAkSound","","929989629","929989629","109","HircChunk","True","929989629.wem","9286"
"6228","SoundInitialValues","","929989629","929989629","6227","CAkSound","True","929989629.wem","9286"
"6229","AkBankSourceData","","929989629","929989629","6228","SoundInitialValues","True","929989629.wem","9286"
"6230","AkMediaInformation","","929989629","929989629","6229","AkBankSourceData","True","929989629.wem","9286"
"6242","CAkSound","","408545271","408545271","109","HircChunk","True","408545271.wem","17080"
"6243","SoundInitialValues","","408545271","408545271","6242","CAkSound","True","408545271.wem","17080"
"6244","AkBankSourceData","","408545271","408545271","6243","SoundInitialValues","True","408545271.wem","17080"
"6245","AkMediaInformation","","408545271","408545271","6244","AkBankSourceData","True","408545271.wem","17080"
"6257","CAkSound","","6407439","6407439","109","HircChunk","True","6407439.wem","40517"
"6258","SoundInitialValues","","6407439","6407439","6257","CAkSound","True","6407439.wem","40517"
"6259","AkBankSourceData","","6407439","6407439","6258","SoundInitialValues","True","6407439.wem","40517"
"6260","AkMediaInformation","","6407439","6407439","6259","AkBankSourceData","True","6407439.wem","40517"
"6272","CAkSound","","896537203","896537203","109","HircChunk","True","896537203.wem","56116"
"6273","SoundInitialValues","","896537203","896537203","6272","CAkSound","True","896537203.wem","56116"
"6274","AkBankSourceData","","896537203","896537203","6273","SoundInitialValues","True","896537203.wem","56116"
"6275","AkMediaInformation","","896537203","896537203","6274","AkBankSourceData","True","896537203.wem","56116"
"6287","CAkSound","","991998568","991998568","109","HircChunk","True","991998568.wem","63594"
"6288","SoundInitialValues","","991998568","991998568","6287","CAkSound","True","991998568.wem","63594"
"6289","AkBankSourceData","","991998568","991998568","6288","SoundInitialValues","True","991998568.wem","63594"
"6290","AkMediaInformation","","991998568","991998568","6289","AkBankSourceData","True","991998568.wem","63594"
"6302","CAkSound","","264318605","264318605","109","HircChunk","True","264318605.wem","13949"
"6303","SoundInitialValues","","264318605","264318605","6302","CAkSound","True","264318605.wem","13949"
"6304","AkBankSourceData","","264318605","264318605","6303","SoundInitialValues","True","264318605.wem","13949"
"6305","AkMediaInformation","","264318605","264318605","6304","AkBankSourceData","True","264318605.wem","13949"
"6317","CAkSound","","219180708","219180708","109","HircChunk","True","219180708.wem","27577"
"6318","SoundInitialValues","","219180708","219180708","6317","CAkSound","True","219180708.wem","27577"
"6319","AkBankSourceData","","219180708","219180708","6318","SoundInitialValues","True","219180708.wem","27577"
"6320","AkMediaInformation","","219180708","219180708","6319","AkBankSourceData","True","219180708.wem","27577"
"6332","CAkSound","","287735083","287735083","109","HircChunk","True","287735083.wem","14253"
"6333","SoundInitialValues","","287735083","287735083","6332","CAkSound","True","287735083.wem","14253"
"6334","AkBankSourceData","","287735083","287735083","6333","SoundInitialValues","True","287735083.wem","14253"
"6335","AkMediaInformation","","287735083","287735083","6334","AkBankSourceData","True","287735083.wem","14253"
"6347","CAkSound","","345019061","345019061","109","HircChunk","True","345019061.wem","32665"
"6348","SoundInitialValues","","345019061","345019061","6347","CAkSound","True","345019061.wem","32665"
"6349","AkBankSourceData","","345019061","345019061","6348","SoundInitialValues","True","345019061.wem","32665"
"6350","AkMediaInformation","","345019061","345019061","6349","AkBankSourceData","True","345019061.wem","32665"
"6362","CAkSound","","406532239","406532239","109","HircChunk","True","406532239.wem","58263"
"6363","SoundInitialValues","","406532239","406532239","6362","CAkSound","True","406532239.wem","58263"
"6364","AkBankSourceData","","406532239","406532239","6363","SoundInitialValues","True","406532239.wem","58263"
"6365","AkMediaInformation","","406532239","406532239","6364","AkBankSourceData","True","406532239.wem","58263"
"6377","CAkSound","","403731769","403731769","109","HircChunk","True","403731769.wem","24117"
"6378","SoundInitialValues","","403731769","403731769","6377","CAkSound","True","403731769.wem","24117"
"6379","AkBankSourceData","","403731769","403731769","6378","SoundInitialValues","True","403731769.wem","24117"
"6380","AkMediaInformation","","403731769","403731769","6379","AkBankSourceData","True","403731769.wem","24117"
"6392","CAkSound","","374071736","374071736","109","HircChunk","True","374071736.wem","25689"
"6393","SoundInitialValues","","374071736","374071736","6392","CAkSound","True","374071736.wem","25689"
"6394","AkBankSourceData","","374071736","374071736","6393","SoundInitialValues","True","374071736.wem","25689"
"6395","AkMediaInformation","","374071736","374071736","6394","AkBankSourceData","True","374071736.wem","25689"
"6407","CAkSound","","695226232","695226232","109","HircChunk","True","695226232.wem","23304"
"6408","SoundInitialValues","","695226232","695226232","6407","CAkSound","True","695226232.wem","23304"
"6409","AkBankSourceData","","695226232","695226232","6408","SoundInitialValues","True","695226232.wem","23304"
"6410","AkMediaInformation","","695226232","695226232","6409","AkBankSourceData","True","695226232.wem","23304"
"6422","CAkSound","","233358959","233358959","109","HircChunk","True","233358959.wem","35181"
"6423","SoundInitialValues","","233358959","233358959","6422","CAkSound","True","233358959.wem","35181"
"6424","AkBankSourceData","","233358959","233358959","6423","SoundInitialValues","True","233358959.wem","35181"
"6425","AkMediaInformation","","233358959","233358959","6424","AkBankSourceData","True","233358959.wem","35181"
"6437","CAkSound","","401770030","401770030","109","HircChunk","True","401770030.wem","56979"
"6438","SoundInitialValues","","401770030","401770030","6437","CAkSound","True","401770030.wem","56979"
"6439","AkBankSourceData","","401770030","401770030","6438","SoundInitialValues","True","401770030.wem","56979"
"6440","AkMediaInformation","","401770030","401770030","6439","AkBankSourceData","True","401770030.wem","56979"
"6452","CAkSound","","892193187","892193187","109","HircChunk","True","892193187.wem","28870"
"6453","SoundInitialValues","","892193187","892193187","6452","CAkSound","True","892193187.wem","28870"
"6454","AkBankSourceData","","892193187","892193187","6453","SoundInitialValues","True","892193187.wem","28870"
"6455","AkMediaInformation","","892193187","892193187","6454","AkBankSourceData","True","892193187.wem","28870"
"6467","CAkSound","","192113431","192113431","109","HircChunk","True","192113431.wem","44245"
"6468","SoundInitialValues","","192113431","192113431","6467","CAkSound","True","192113431.wem","44245"
"6469","AkBankSourceData","","192113431","192113431","6468","SoundInitialValues","True","192113431.wem","44245"
"6470","AkMediaInformation","","192113431","192113431","6469","AkBankSourceData","True","192113431.wem","44245"
"6482","CAkSound","","33235221","33235221","109","HircChunk","True","33235221.wem","65909"
"6483","SoundInitialValues","","33235221","33235221","6482","CAkSound","True","33235221.wem","65909"
"6484","AkBankSourceData","","33235221","33235221","6483","SoundInitialValues","True","33235221.wem","65909"
"6485","AkMediaInformation","","33235221","33235221","6484","AkBankSourceData","True","33235221.wem","65909"
"6497","CAkSound","","491564024","491564024","109","HircChunk","True","491564024.wem","53013"
"6498","SoundInitialValues","","491564024","491564024","6497","CAkSound","True","491564024.wem","53013"
"6499","AkBankSourceData","","491564024","491564024","6498","SoundInitialValues","True","491564024.wem","53013"
"6500","AkMediaInformation","","491564024","491564024","6499","AkBankSourceData","True","491564024.wem","53013"
"6512","CAkSound","","410333338","410333338","109","HircChunk","True","410333338.wem","13545"
"6513","SoundInitialValues","","410333338","410333338","6512","CAkSound","True","410333338.wem","13545"
"6514","AkBankSourceData","","410333338","410333338","6513","SoundInitialValues","True","410333338.wem","13545"
"6515","AkMediaInformation","","410333338","410333338","6514","AkBankSourceData","True","410333338.wem","13545"
"6527","CAkSound","","324489994","324489994","109","HircChunk","True","324489994.wem","178521"
"6528","SoundInitialValues","","324489994","324489994","6527","CAkSound","True","324489994.wem","178521"
"6529","AkBankSourceData","","324489994","324489994","6528","SoundInitialValues","True","324489994.wem","178521"
"6530","AkMediaInformation","","324489994","324489994","6529","AkBankSourceData","True","324489994.wem","178521"
"6542","CAkSound","","431294283","431294283","109","HircChunk","True","431294283.wem","26991"
"6543","SoundInitialValues","","431294283","431294283","6542","CAkSound","True","431294283.wem","26991"
"6544","AkBankSourceData","","431294283","431294283","6543","SoundInitialValues","True","431294283.wem","26991"
"6545","AkMediaInformation","","431294283","431294283","6544","AkBankSourceData","True","431294283.wem","26991"
"6557","CAkSound","","164557132","164557132","109","HircChunk","True","164557132.wem","52413"
"6558","SoundInitialValues","","164557132","164557132","6557","CAkSound","True","164557132.wem","52413"
"6559","AkBankSourceData","","164557132","164557132","6558","SoundInitialValues","True","164557132.wem","52413"
"6560","AkMediaInformation","","164557132","164557132","6559","AkBankSourceData","True","164557132.wem","52413"
"6572","CAkSound","","754082385","754082385","109","HircChunk","True","754082385.wem","28108"
"6573","SoundInitialValues","","754082385","754082385","6572","CAkSound","True","754082385.wem","28108"
"6574","AkBankSourceData","","754082385","754082385","6573","SoundInitialValues","True","754082385.wem","28108"
"6575","AkMediaInformation","","754082385","754082385","6574","AkBankSourceData","True","754082385.wem","28108"
"6587","CAkSound","","1002909437","1002909437","109","HircChunk","True","1002909437.wem","33089"
"6588","SoundInitialValues","","1002909437","1002909437","6587","CAkSound","True","1002909437.wem","33089"
"6589","AkBankSourceData","","1002909437","1002909437","6588","SoundInitialValues","True","1002909437.wem","33089"
"6590","AkMediaInformation","","1002909437","1002909437","6589","AkBankSourceData","True","1002909437.wem","33089"
"6602","CAkSound","","141791397","141791397","109","HircChunk","True","141791397.wem","25490"
"6603","SoundInitialValues","","141791397","141791397","6602","CAkSound","True","141791397.wem","25490"
"6604","AkBankSourceData","","141791397","141791397","6603","SoundInitialValues","True","141791397.wem","25490"
"6605","AkMediaInformation","","141791397","141791397","6604","AkBankSourceData","True","141791397.wem","25490"
"6617","CAkSound","","361924852","361924852","109","HircChunk","True","361924852.wem","28294"
"6618","SoundInitialValues","","361924852","361924852","6617","CAkSound","True","361924852.wem","28294"
"6619","AkBankSourceData","","361924852","361924852","6618","SoundInitialValues","True","361924852.wem","28294"
"6620","AkMediaInformation","","361924852","361924852","6619","AkBankSourceData","True","361924852.wem","28294"
"6632","CAkSound","","800696960","800696960","109","HircChunk","True","800696960.wem","46991"
"6633","SoundInitialValues","","800696960","800696960","6632","CAkSound","True","800696960.wem","46991"
"6634","AkBankSourceData","","800696960","800696960","6633","SoundInitialValues","True","800696960.wem","46991"
"6635","AkMediaInformation","","800696960","800696960","6634","AkBankSourceData","True","800696960.wem","46991"
"6662","CAkSound","","990261344","990261344","109","HircChunk","True","990261344.wem","17544"
"6663","SoundInitialValues","","990261344","990261344","6662","CAkSound","True","990261344.wem","17544"
"6664","AkBankSourceData","","990261344","990261344","6663","SoundInitialValues","True","990261344.wem","17544"
"6665","AkMediaInformation","","990261344","990261344","6664","AkBankSourceData","True","990261344.wem","17544"
"6677","CAkSound","","16292482","16292482","109","HircChunk","True","16292482.wem","8094"
"6678","SoundInitialValues","","16292482","16292482","6677","CAkSound","True","16292482.wem","8094"
"6679","AkBankSourceData","","16292482","16292482","6678","SoundInitialValues","True","16292482.wem","8094"
"6680","AkMediaInformation","","16292482","16292482","6679","AkBankSourceData","True","16292482.wem","8094"
"6692","CAkSound","","162811341","162811341","109","HircChunk","True","162811341.wem","33472"
"6693","SoundInitialValues","","162811341","162811341","6692","CAkSound","True","162811341.wem","33472"
"6694","AkBankSourceData","","162811341","162811341","6693","SoundInitialValues","True","162811341.wem","33472"
"6695","AkMediaInformation","","162811341","162811341","6694","AkBankSourceData","True","162811341.wem","33472"
"6707","CAkSound","","1013619871","1013619871","109","HircChunk","True","1013619871.wem","16536"
"6708","SoundInitialValues","","1013619871","1013619871","6707","CAkSound","True","1013619871.wem","16536"
"6709","AkBankSourceData","","1013619871","1013619871","6708","SoundInitialValues","True","1013619871.wem","16536"
"6710","AkMediaInformation","","1013619871","1013619871","6709","AkBankSourceData","True","1013619871.wem","16536"
"6722","CAkSound","","417658502","417658502","109","HircChunk","True","417658502.wem","22492"
"6723","SoundInitialValues","","417658502","417658502","6722","CAkSound","True","417658502.wem","22492"
"6724","AkBankSourceData","","417658502","417658502","6723","SoundInitialValues","True","417658502.wem","22492"
"6725","AkMediaInformation","","417658502","417658502","6724","AkBankSourceData","True","417658502.wem","22492"
"6737","CAkSound","","342371862","342371862","109","HircChunk","True","342371862.wem","18183"
"6738","SoundInitialValues","","342371862","342371862","6737","CAkSound","True","342371862.wem","18183"
