"SourceID","UFileID","WEMFound","WEMFile","RelativePath","SizeBytes","StreamType","IsLanguageSpecific","HasSource","ExternallySupplied","ParentObject"
"1994541","1994541","True","1994541.wem","th4_000_common_vo\english(us)\1994541.wem","11063","1","","","","AkBankSourceData"
"2259156","2259156","True","2259156.wem","th4_000_common_vo\english(us)\2259156.wem","69591","1","","","","AkBankSourceData"
"2575341","2575341","True","2575341.wem","th4_000_common_vo\english(us)\2575341.wem","44809","1","","","","AkBankSourceData"
"3425580","3425580","True","3425580.wem","th4_000_common_vo\english(us)\3425580.wem","37246","2","","","","AkBankSourceData"
"4880661","4880661","True","4880661.wem","th4_000_common_vo\english(us)\4880661.wem","21878","1","","","","AkBankSourceData"
"6141113","6141113","True","6141113.wem","th4_000_common_vo\english(us)\6141113.wem","71985","1","","","","AkBankSourceData"
"6343934","6343934","True","6343934.wem","th4_000_common_vo\english(us)\6343934.wem","54356","1","","","","AkBankSourceData"
"6407439","6407439","True","6407439.wem","th4_000_common_vo\english(us)\6407439.wem","40517","1","","","","AkBankSourceData"
"7390073","7390073","True","7390073.wem","th4_000_common_vo\english(us)\7390073.wem","59265","1","","","","AkBankSourceData"
"8118526","8118526","True","8118526.wem","th4_000_common_vo\english(us)\8118526.wem","17626","1","","","","AkBankSourceData"
"9381084","9381084","True","9381084.wem","th4_000_common_vo\english(us)\9381084.wem","15903","1","","","","AkBankSourceData"
"11743198","11743198","True","11743198.wem","th4_000_common_vo\english(us)\11743198.wem","41060","1","","","","AkBankSourceData"
"11950871","11950871","True","11950871.wem","th4_000_common_vo\english(us)\11950871.wem","17089","1","","","","AkBankSourceData"
"14026281","14026281","True","14026281.wem","th4_000_common_vo\english(us)\14026281.wem","27864","1","","","","AkBankSourceData"
"14140737","14140737","True","14140737.wem","th4_000_common_vo\english(us)\14140737.wem","36048","1","","","","AkBankSourceData"
"14441920","14441920","True","14441920.wem","th4_000_common_vo\english(us)\14441920.wem","56158","1","","","","AkBankSourceData"
"15140111","15140111","True","15140111.wem","th4_000_common_vo\english(us)\15140111.wem","9769","1","","","","AkBankSourceData"
"15806715","15806715","True","15806715.wem","th4_000_common_vo\english(us)\15806715.wem","22583","1","","","","AkBankSourceData"
"16292482","16292482","True","16292482.wem","th4_000_common_vo\english(us)\16292482.wem","8094","1","","","","AkBankSourceData"
"16413068","16413068","True","16413068.wem","th4_000_common_vo\english(us)\16413068.wem","18558","1","","","","AkBankSourceData"
"16526771","16526771","True","16526771.wem","th4_000_common_vo\english(us)\16526771.wem","40766","1","","","","AkBankSourceData"
"18029859","18029859","True","18029859.wem","th4_000_common_vo\english(us)\18029859.wem","24536","1","","","","AkBankSourceData"
"18903818","18903818","True","18903818.wem","th4_000_common_vo\english(us)\18903818.wem","13349","1","","","","AkBankSourceData"
"20696694","20696694","True","20696694.wem","th4_000_common_vo\english(us)\20696694.wem","33677","2","","","","AkBankSourceData"
"21773969","21773969","True","21773969.wem","th4_000_common_vo\english(us)\21773969.wem","58053","1","","","","AkBankSourceData"
"21967293","21967293","True","21967293.wem","th4_000_common_vo\english(us)\21967293.wem","35040","1","","","","AkBankSourceData"
"23415599","23415599","True","23415599.wem","th4_000_common_vo\english(us)\23415599.wem","85661","1","","","","AkBankSourceData"
"23618156","23618156","True","23618156.wem","th4_000_common_vo\english(us)\23618156.wem","25225","1","","","","AkBankSourceData"
"24774449","24774449","True","24774449.wem","th4_000_common_vo\english(us)\24774449.wem","21237","1","","","","AkBankSourceData"
"25842541","25842541","True","25842541.wem","th4_000_common_vo\english(us)\25842541.wem","48596","1","","","","AkBankSourceData"
"25982441","25982441","True","25982441.wem","th4_000_common_vo\english(us)\25982441.wem","16033","1","","","","AkBankSourceData"
"27039803","27039803","True","27039803.wem","th4_000_common_vo\english(us)\27039803.wem","18321","1","","","","AkBankSourceData"
"27253652","27253652","True","27253652.wem","th4_000_common_vo\english(us)\27253652.wem","68611","1","","","","AkBankSourceData"
"27512562","27512562","True","27512562.wem","th4_000_common_vo\english(us)\27512562.wem","46911","1","","","","AkBankSourceData"
"27985417","27985417","True","27985417.wem","th4_000_common_vo\english(us)\27985417.wem","33967","1","","","","AkBankSourceData"
"28006126","28006126","True","28006126.wem","th4_000_common_vo\english(us)\28006126.wem","32419","1","","","","AkBankSourceData"
"28391928","28391928","True","28391928.wem","th4_000_common_vo\english(us)\28391928.wem","11081","1","","","","AkBankSourceData"
"28397653","1417353184","True","28397653.wem","th4_000_common_vo\english(us)\28397653.wem","2186","0","","","","AkBankSourceData"
"28899013","28899013","True","28899013.wem","th4_000_common_vo\english(us)\28899013.wem","19941","1","","","","AkBankSourceData"
"30052689","30052689","True","30052689.wem","th4_000_common_vo\english(us)\30052689.wem","18010","1","","","","AkBankSourceData"
"31296218","31296218","True","31296218.wem","th4_000_common_vo\english(us)\31296218.wem","21819","1","","","","AkBankSourceData"
"31508959","31508959","True","31508959.wem","th4_000_common_vo\english(us)\31508959.wem","57344","1","","","","AkBankSourceData"
"31944517","31944517","True","31944517.wem","th4_000_common_vo\english(us)\31944517.wem","12769","1","","","","AkBankSourceData"
"33235221","33235221","True","33235221.wem","th4_000_common_vo\english(us)\33235221.wem","65909","1","","","","AkBankSourceData"
"34453711","34453711","True","34453711.wem","th4_000_common_vo\english(us)\34453711.wem","18389","1","","","","AkBankSourceData"
"35991868","35991868","True","35991868.wem","th4_000_common_vo\english(us)\35991868.wem","19459","1","","","","AkBankSourceData"
"36771323","36771323","True","36771323.wem","th4_000_common_vo\english(us)\36771323.wem","32750","1","","","","AkBankSourceData"
"38372339","38372339","True","38372339.wem","th4_000_common_vo\english(us)\38372339.wem","24345","2","","","","AkBankSourceData"
"38505124","38505124","True","38505124.wem","th4_000_common_vo\english(us)\38505124.wem","45172","1","","","","AkBankSourceData"
"38727352","38727352","True","38727352.wem","th4_000_common_vo\english(us)\38727352.wem","10590","1","","","","AkBankSourceData"
"38896854","38896854","True","38896854.wem","th4_000_common_vo\english(us)\38896854.wem","37698","1","","","","AkBankSourceData"
"39862244","39862244","True","39862244.wem","th4_000_common_vo\english(us)\39862244.wem","52367","1","","","","AkBankSourceData"
"41098152","41098152","True","41098152.wem","th4_000_common_vo\english(us)\41098152.wem","59642","1","","","","AkBankSourceData"
"42374114","42374114","True","42374114.wem","th4_000_common_vo\english(us)\42374114.wem","15728","1","","","","AkBankSourceData"
"43709616","43709616","True","43709616.wem","th4_000_common_vo\english(us)\43709616.wem","18456","1","","","","AkBankSourceData"
"45145384","45145384","True","45145384.wem","th4_000_common_vo\english(us)\45145384.wem","12606","1","","","","AkBankSourceData"
"45850526","45850526","True","45850526.wem","th4_000_common_vo\english(us)\45850526.wem","21884","1","","","","AkBankSourceData"
"46657280","46657280","True","46657280.wem","th4_000_common_vo\english(us)\46657280.wem","14799","1","","","","AkBankSourceData"
"46999090","46999090","True","46999090.wem","th4_000_common_vo\english(us)\46999090.wem","60590","1","","","","AkBankSourceData"
"48753438","48753438","True","48753438.wem","th4_000_common_vo\english(us)\48753438.wem","15567","1","","","","AkBankSourceData"
"49679125","49679125","True","49679125.wem","th4_000_common_vo\english(us)\49679125.wem","44532","1","","","","AkBankSourceData"
"50572807","50572807","True","50572807.wem","th4_000_common_vo\english(us)\50572807.wem","45318","1","","","","AkBankSourceData"
"51534216","51534216","True","51534216.wem","th4_000_common_vo\english(us)\51534216.wem","20687","1","","","","AkBankSourceData"
"54151231","54151231","True","54151231.wem","th4_000_common_vo\english(us)\54151231.wem","36008","1","","","","AkBankSourceData"
"54204748","54204748","True","54204748.wem","th4_000_common_vo\english(us)\54204748.wem","35753","1","","","","AkBankSourceData"
"55510424","55510424","True","55510424.wem","th4_000_common_vo\english(us)\55510424.wem","10681","1","","","","AkBankSourceData"
"56223722","56223722","True","56223722.wem","th4_000_common_vo\english(us)\56223722.wem","53490","1","","","","AkBankSourceData"
"56270695","56270695","True","56270695.wem","th4_000_common_vo\english(us)\56270695.wem","16275","1","","","","AkBankSourceData"
"61738747","61738747","True","61738747.wem","th4_000_common_vo\english(us)\61738747.wem","14306","1","","","","AkBankSourceData"
"62506718","62506718","True","62506718.wem","th4_000_common_vo\english(us)\62506718.wem","23397","1","","","","AkBankSourceData"
"63485174","63485174","True","63485174.wem","th4_000_common_vo\english(us)\63485174.wem","9881","1","","","","AkBankSourceData"
"65544374","65544374","True","65544374.wem","th4_000_common_vo\english(us)\65544374.wem","15962","1","","","","AkBankSourceData"
"65816721","65816721","True","65816721.wem","th4_000_common_vo\english(us)\65816721.wem","38922","1","","","","AkBankSourceData"
"67801274","67801274","True","67801274.wem","th4_000_common_vo\english(us)\67801274.wem","90480","1","","","","AkBankSourceData"
"67891682","67891682","True","67891682.wem","th4_000_common_vo\english(us)\67891682.wem","20566","1","","","","AkBankSourceData"
"68392483","68392483","True","68392483.wem","th4_000_common_vo\english(us)\68392483.wem","62349","1","","","","AkBankSourceData"
"70106595","70106595","True","70106595.wem","th4_000_common_vo\english(us)\70106595.wem","45998","1","","","","AkBankSourceData"
"70532753","70532753","True","70532753.wem","th4_000_common_vo\english(us)\70532753.wem","15201","1","","","","AkBankSourceData"
"72599138","72599138","True","72599138.wem","th4_000_common_vo\english(us)\72599138.wem","25550","1","","","","AkBankSourceData"
"72740112","72740112","True","72740112.wem","th4_000_common_vo\english(us)\72740112.wem","8539","1","","","","AkBankSourceData"
"75298720","75298720","True","75298720.wem","th4_000_common_vo\english(us)\75298720.wem","17840","1","","","","AkBankSourceData"
"75859786","75859786","True","75859786.wem","th4_000_common_vo\english(us)\75859786.wem","19373","1","","","","AkBankSourceData"
"79594765","79594765","True","79594765.wem","th4_000_common_vo\english(us)\79594765.wem","78802","1","","","","AkBankSourceData"
"80944288","80944288","True","80944288.wem","th4_000_common_vo\english(us)\80944288.wem","25665","1","","","","AkBankSourceData"
"82613959","82613959","True","82613959.wem","th4_000_common_vo\english(us)\82613959.wem","15925","1","","","","AkBankSourceData"
"83349338","83349338","True","83349338.wem","th4_000_common_vo\english(us)\83349338.wem","42189","1","","","","AkBankSourceData"
"85455385","85455385","True","85455385.wem","th4_000_common_vo\english(us)\85455385.wem","53967","1","","","","AkBankSourceData"
"85694433","85694433","True","85694433.wem","th4_000_common_vo\english(us)\85694433.wem","6960","1","","","","AkBankSourceData"
"86008251","86008251","True","86008251.wem","th4_000_common_vo\english(us)\86008251.wem","43551","1","","","","AkBankSourceData"
"86065016","86065016","True","86065016.wem","th4_000_common_vo\english(us)\86065016.wem","15082","1","","","","AkBankSourceData"
"86148928","86148928","True","86148928.wem","th4_000_common_vo\english(us)\86148928.wem","9947","1","","","","AkBankSourceData"
"86754495","86754495","True","86754495.wem","th4_000_common_vo\english(us)\86754495.wem","47966","1","","","","AkBankSourceData"
"87544570","87544570","True","87544570.wem","th4_000_common_vo\english(us)\87544570.wem","89135","1","","","","AkBankSourceData"
"87634762","87634762","True","87634762.wem","th4_000_common_vo\english(us)\87634762.wem","15183","1","","","","AkBankSourceData"
"89315413","89315413","True","89315413.wem","th4_000_common_vo\english(us)\89315413.wem","19973","1","","","","AkBankSourceData"
"89428262","89428262","True","89428262.wem","th4_000_common_vo\english(us)\89428262.wem","13593","1","","","","AkBankSourceData"
"90880483","90880483","True","90880483.wem","th4_000_common_vo\english(us)\90880483.wem","16448","1","","","","AkBankSourceData"
"92198627","92198627","True","92198627.wem","th4_000_common_vo\english(us)\92198627.wem","50014","1","","","","AkBankSourceData"
"92791440","92791440","True","92791440.wem","th4_000_common_vo\english(us)\92791440.wem","11883","1","","","","AkBankSourceData"
"93325588","93325588","True","93325588.wem","th4_000_common_vo\english(us)\93325588.wem","30018","1","","","","AkBankSourceData"
"98552437","98552437","True","98552437.wem","th4_000_common_vo\english(us)\98552437.wem","38952","1","","","","AkBankSourceData"
"99395565","99395565","True","99395565.wem","th4_000_common_vo\english(us)\99395565.wem","67394","2","","","","AkBankSourceData"
"102436360","102436360","True","102436360.wem","th4_000_common_vo\english(us)\102436360.wem","35732","1","","","","AkBankSourceData"
"103162336","103162336","True","103162336.wem","th4_000_common_vo\english(us)\103162336.wem","44944","1","","","","AkBankSourceData"
"104766979","104766979","True","104766979.wem","th4_000_common_vo\english(us)\104766979.wem","27187","1","","","","AkBankSourceData"
"105106109","105106109","True","105106109.wem","th4_000_common_vo\english(us)\105106109.wem","13089","2","","","","AkBankSourceData"
"105622278","105622278","True","105622278.wem","th4_000_common_vo\english(us)\105622278.wem","22462","1","","","","AkBankSourceData"
"106607126","106607126","True","106607126.wem","th4_000_common_vo\english(us)\106607126.wem","85924","1","","","","AkBankSourceData"
"107137317","107137317","True","107137317.wem","th4_000_common_vo\english(us)\107137317.wem","46383","1","","","","AkBankSourceData"
"107594310","107594310","True","107594310.wem","th4_000_common_vo\english(us)\107594310.wem","36497","1","","","","AkBankSourceData"
"110570427","110570427","True","110570427.wem","th4_000_common_vo\english(us)\110570427.wem","32535","1","","","","AkBankSourceData"
"110723765","110723765","True","110723765.wem","th4_000_common_vo\english(us)\110723765.wem","59291","2","","","","AkBankSourceData"
"111168223","111168223","True","111168223.wem","th4_000_common_vo\english(us)\111168223.wem","7795","1","","","","AkBankSourceData"
"111213177","111213177","True","111213177.wem","th4_000_common_vo\english(us)\111213177.wem","35067","1","","","","AkBankSourceData"
"111938917","111938917","True","111938917.wem","th4_000_common_vo\english(us)\111938917.wem","108615","1","","","","AkBankSourceData"
"115875410","115875410","True","115875410.wem","th4_000_common_vo\english(us)\115875410.wem","24391","2","","","","AkBankSourceData"
"116629131","116629131","True","116629131.wem","th4_000_common_vo\english(us)\116629131.wem","41957","1","","","","AkBankSourceData"
"116769263","116769263","True","116769263.wem","th4_000_common_vo\english(us)\116769263.wem","28579","1","","","","AkBankSourceData"
"117431200","117431200","True","117431200.wem","th4_000_common_vo\english(us)\117431200.wem","148961","2","","","","AkBankSourceData"
"117726891","117726891","True","117726891.wem","th4_000_common_vo\english(us)\117726891.wem","19524","1","","","","AkBankSourceData"
"117772031","117772031","True","117772031.wem","th4_000_common_vo\english(us)\117772031.wem","18111","1","","","","AkBankSourceData"
"120129487","120129487","True","120129487.wem","th4_000_common_vo\english(us)\120129487.wem","36554","1","","","","AkBankSourceData"
"120369165","120369165","True","120369165.wem","th4_000_common_vo\english(us)\120369165.wem","11133","1","","","","AkBankSourceData"
"120459133","120459133","True","120459133.wem","th4_000_common_vo\english(us)\120459133.wem","21402","1","","","","AkBankSourceData"
"121985976","121985976","True","121985976.wem","th4_000_common_vo\english(us)\121985976.wem","60293","1","","","","AkBankSourceData"
"122220929","122220929","True","122220929.wem","th4_000_common_vo\english(us)\122220929.wem","19713","1","","","","AkBankSourceData"
"122381597","122381597","True","122381597.wem","th4_000_common_vo\english(us)\122381597.wem","40565","1","","","","AkBankSourceData"
"123921731","123921731","True","123921731.wem","th4_000_common_vo\english(us)\123921731.wem","36706","1","","","","AkBankSourceData"
"123995673","123995673","True","123995673.wem","th4_000_common_vo\english(us)\123995673.wem","20118","2","","","","AkBankSourceData"
"125264452","125264452","True","125264452.wem","th4_000_common_vo\english(us)\125264452.wem","23081","1","","","","AkBankSourceData"
"126944838","126944838","True","126944838.wem","th4_000_common_vo\english(us)\126944838.wem","52613","1","","","","AkBankSourceData"
"126988840","126988840","True","126988840.wem","th4_000_common_vo\english(us)\126988840.wem","10728","1","","","","AkBankSourceData"
"127357609","127357609","True","127357609.wem","th4_000_common_vo\english(us)\127357609.wem","33974","1","","","","AkBankSourceData"
"127735755","127735755","True","127735755.wem","th4_000_common_vo\english(us)\127735755.wem","29221","1","","","","AkBankSourceData"
"128616695","128616695","True","128616695.wem","th4_000_common_vo\english(us)\128616695.wem","20986","1","","","","AkBankSourceData"
"130214626","130214626","True","130214626.wem","th4_000_common_vo\english(us)\130214626.wem","7478","1","","","","AkBankSourceData"
"130398566","130398566","True","130398566.wem","th4_000_common_vo\english(us)\130398566.wem","103222","2","","","","AkBankSourceData"
"130938459","130938459","True","130938459.wem","th4_000_common_vo\english(us)\130938459.wem","56242","1","","","","AkBankSourceData"
"131593931","131593931","True","131593931.wem","th4_000_common_vo\english(us)\131593931.wem","33523","1","","","","AkBankSourceData"
"134051271","134051271","True","134051271.wem","th4_000_common_vo\english(us)\134051271.wem","29605","1","","","","AkBankSourceData"
"136642407","136642407","True","136642407.wem","th4_000_common_vo\english(us)\136642407.wem","14412","1","","","","AkBankSourceData"
"136987909","136987909","True","136987909.wem","th4_000_common_vo\english(us)\136987909.wem","11862","2","","","","AkBankSourceData"
"137581498","137581498","True","137581498.wem","th4_000_common_vo\english(us)\137581498.wem","44129","1","","","","AkBankSourceData"
"139219960","139219960","True","139219960.wem","th4_000_common_vo\english(us)\139219960.wem","69471","1","","","","AkBankSourceData"
"139313318","139313318","True","139313318.wem","th4_000_common_vo\english(us)\139313318.wem","12585","1","","","","AkBankSourceData"
"140429898","140429898","True","140429898.wem","th4_000_common_vo\english(us)\140429898.wem","7663","2","","","","AkBankSourceData"
"140753050","140753050","True","140753050.wem","th4_000_common_vo\english(us)\140753050.wem","20384","1","","","","AkBankSourceData"
"141791397","141791397","True","141791397.wem","th4_000_common_vo\english(us)\141791397.wem","25490","1","","","","AkBankSourceData"
"142501603","142501603","True","142501603.wem","th4_000_common_vo\english(us)\142501603.wem","34226","2","","","","AkBankSourceData"
"143438724","143438724","True","143438724.wem","th4_000_common_vo\english(us)\143438724.wem","10839","1","","","","AkBankSourceData"
"144853272","144853272","True","144853272.wem","th4_000_common_vo\english(us)\144853272.wem","17754","1","","","","AkBankSourceData"
"145243625","145243625","True","145243625.wem","th4_000_common_vo\english(us)\145243625.wem","27504","1","","","","AkBankSourceData"
"145401243","145401243","True","145401243.wem","th4_000_common_vo\english(us)\145401243.wem","12548","1","","","","AkBankSourceData"
"145630016","145630016","True","145630016.wem","th4_000_common_vo\english(us)\145630016.wem","8395","1","","","","AkBankSourceData"
"145992104","145992104","True","145992104.wem","th4_000_common_vo\english(us)\145992104.wem","58373","1","","","","AkBankSourceData"
"146493191","146493191","True","146493191.wem","th4_000_common_vo\english(us)\146493191.wem","14908","1","","","","AkBankSourceData"
"147747681","147747681","True","147747681.wem","th4_000_common_vo\english(us)\147747681.wem","34671","1","","","","AkBankSourceData"
"147824665","147824665","True","147824665.wem","th4_000_common_vo\english(us)\147824665.wem","23277","1","","","","AkBankSourceData"
"148095223","148095223","True","148095223.wem","th4_000_common_vo\english(us)\148095223.wem","27863","1","","","","AkBankSourceData"
"148307580","148307580","True","148307580.wem","th4_000_common_vo\english(us)\148307580.wem","18500","1","","","","AkBankSourceData"
"149097461","149097461","True","149097461.wem","th4_000_common_vo\english(us)\149097461.wem","25040","1","","","","AkBankSourceData"
"149815371","149815371","True","149815371.wem","th4_000_common_vo\english(us)\149815371.wem","10395","1","","","","AkBankSourceData"
"150380784","150380784","True","150380784.wem","th4_000_common_vo\english(us)\150380784.wem","7104","1","","","","AkBankSourceData"
"150649308","150649308","True","150649308.wem","th4_000_common_vo\english(us)\150649308.wem","40375","1","","","","AkBankSourceData"
"150800374","150800374","True","150800374.wem","th4_000_common_vo\english(us)\150800374.wem","27717","1","","","","AkBankSourceData"
"151932880","151932880","True","151932880.wem","th4_000_common_vo\english(us)\151932880.wem","18027","1","","","","AkBankSourceData"
"157056275","157056275","True","157056275.wem","th4_000_common_vo\english(us)\157056275.wem","15023","2","","","","AkBankSourceData"
"157528075","157528075","True","157528075.wem","th4_000_common_vo\english(us)\157528075.wem","35409","1","","","","AkBankSourceData"
"157581541","157581541","True","157581541.wem","th4_000_common_vo\english(us)\157581541.wem","16046","1","","","","AkBankSourceData"
"158413004","158413004","True","158413004.wem","th4_000_common_vo\english(us)\158413004.wem","11836","1","","","","AkBankSourceData"
"159781536","159781536","True","159781536.wem","th4_000_common_vo\english(us)\159781536.wem","14128","1","","","","AkBankSourceData"
"159921588","159921588","True","159921588.wem","th4_000_common_vo\english(us)\159921588.wem","11611","2","","","","AkBankSourceData"
"161300527","161300527","True","161300527.wem","th4_000_common_vo\english(us)\161300527.wem","21098","1","","","","AkBankSourceData"
"162031974","162031974","True","162031974.wem","th4_000_common_vo\english(us)\162031974.wem","29412","1","","","","AkBankSourceData"
"162530994","162530994","True","162530994.wem","th4_000_common_vo\english(us)\162530994.wem","34850","1","","","","AkBankSourceData"
"162811341","162811341","True","162811341.wem","th4_000_common_vo\english(us)\162811341.wem","33472","1","","","","AkBankSourceData"
"163370250","163370250","True","163370250.wem","th4_000_common_vo\english(us)\163370250.wem","17833","1","","","","AkBankSourceData"
"164557132","164557132","True","164557132.wem","th4_000_common_vo\english(us)\164557132.wem","52413","1","","","","AkBankSourceData"
"165923554","165923554","True","165923554.wem","th4_000_common_vo\english(us)\165923554.wem","9159","1","","","","AkBankSourceData"
"166581581","166581581","True","166581581.wem","th4_000_common_vo\english(us)\166581581.wem","30102","1","","","","AkBankSourceData"
"167560200","167560200","True","167560200.wem","th4_000_common_vo\english(us)\167560200.wem","28366","1","","","","AkBankSourceData"
"167945959","167945959","True","167945959.wem","th4_000_common_vo\english(us)\167945959.wem","15338","1","","","","AkBankSourceData"
"168165222","168165222","True","168165222.wem","th4_000_common_vo\english(us)\168165222.wem","25832","1","","","","AkBankSourceData"
"169992522","169992522","True","169992522.wem","th4_000_common_vo\english(us)\169992522.wem","48001","1","","","","AkBankSourceData"
"170699724","170699724","True","170699724.wem","th4_000_common_vo\english(us)\170699724.wem","288731","1","","","","AkBankSourceData"
"170803105","170803105","True","170803105.wem","th4_000_common_vo\english(us)\170803105.wem","31091","1","","","","AkBankSourceData"
"174011257","174011257","True","174011257.wem","th4_000_common_vo\english(us)\174011257.wem","10578","1","","","","AkBankSourceData"
"174921470","174921470","True","174921470.wem","th4_000_common_vo\english(us)\174921470.wem","58071","1","","","","AkBankSourceData"
"175393690","175393690","True","175393690.wem","th4_000_common_vo\english(us)\175393690.wem","29796","1","","","","AkBankSourceData"
"175489343","175489343","True","175489343.wem","th4_000_common_vo\english(us)\175489343.wem","43016","1","","","","AkBankSourceData"
"176239191","176239191","True","176239191.wem","th4_000_common_vo\english(us)\176239191.wem","29067","1","","","","AkBankSourceData"
"176314973","176314973","True","176314973.wem","th4_000_common_vo\english(us)\176314973.wem","41111","1","","","","AkBankSourceData"
"179329367","179329367","True","179329367.wem","th4_000_common_vo\english(us)\179329367.wem","69994","1","","","","AkBankSourceData"
"181324910","181324910","True","181324910.wem","th4_000_common_vo\english(us)\181324910.wem","30273","1","","","","AkBankSourceData"
"181934843","181934843","True","181934843.wem","th4_000_common_vo\english(us)\181934843.wem","49311","1","","","","AkBankSourceData"
"181960664","181960664","True","181960664.wem","th4_000_common_vo\english(us)\181960664.wem","116735","1","","","","AkBankSourceData"
"182563901","182563901","True","182563901.wem","th4_000_common_vo\english(us)\182563901.wem","31880","1","","","","AkBankSourceData"
"182704058","182704058","True","182704058.wem","th4_000_common_vo\english(us)\182704058.wem","16663","1","","","","AkBankSourceData"
"182815024","182815024","True","182815024.wem","th4_000_common_vo\english(us)\182815024.wem","20177","1","","","","AkBankSourceData"
"183169828","183169828","True","183169828.wem","th4_000_common_vo\english(us)\183169828.wem","28818","1","","","","AkBankSourceData"
"184262414","184262414","True","184262414.wem","th4_000_common_vo\english(us)\184262414.wem","45174","1","","","","AkBankSourceData"
"184517543","184517543","True","184517543.wem","th4_000_common_vo\english(us)\184517543.wem","10543","1","","","","AkBankSourceData"
"184647666","184647666","True","184647666.wem","th4_000_common_vo\english(us)\184647666.wem","23780","1","","","","AkBankSourceData"
"185096493","185096493","True","185096493.wem","th4_000_common_vo\english(us)\185096493.wem","209897","2","","","","AkBankSourceData"
"185250707","185250707","True","185250707.wem","th4_000_common_vo\english(us)\185250707.wem","14027","1","","","","AkBankSourceData"
"185799516","185799516","True","185799516.wem","th4_000_common_vo\english(us)\185799516.wem","41884","1","","","","AkBankSourceData"
"186070293","186070293","True","186070293.wem","th4_000_common_vo\english(us)\186070293.wem","25019","1","","","","AkBankSourceData"
"187117794","187117794","True","187117794.wem","th4_000_common_vo\english(us)\187117794.wem","51982","1","","","","AkBankSourceData"
"187578096","187578096","True","187578096.wem","th4_000_common_vo\english(us)\187578096.wem","46241","1","","","","AkBankSourceData"
"187877902","187877902","True","187877902.wem","th4_000_common_vo\english(us)\187877902.wem","23061","1","","","","AkBankSourceData"
"191772834","191772834","True","191772834.wem","th4_000_common_vo\english(us)\191772834.wem","32590","1","","","","AkBankSourceData"
"192113431","192113431","True","192113431.wem","th4_000_common_vo\english(us)\192113431.wem","44245","1","","","","AkBankSourceData"
"192194498","192194498","True","192194498.wem","th4_000_common_vo\english(us)\192194498.wem","41402","1","","","","AkBankSourceData"
"192487085","192487085","True","192487085.wem","th4_000_common_vo\english(us)\192487085.wem","9338","1","","","","AkBankSourceData"
"192763684","192763684","True","192763684.wem","th4_000_common_vo\english(us)\192763684.wem","22041","1","","","","AkBankSourceData"
"194110632","194110632","True","194110632.wem","th4_000_common_vo\english(us)\194110632.wem","16918","1","","","","AkBankSourceData"
"194330409","194330409","True","194330409.wem","th4_000_common_vo\english(us)\194330409.wem","17225","1","","","","AkBankSourceData"
"195325266","195325266","True","195325266.wem","th4_000_common_vo\english(us)\195325266.wem","6785","1","","","","AkBankSourceData"
"195537923","195537923","True","195537923.wem","th4_000_common_vo\english(us)\195537923.wem","13151","1","","","","AkBankSourceData"
"196366528","196366528","True","196366528.wem","th4_000_common_vo\english(us)\196366528.wem","22243","1","","","","AkBankSourceData"
"196991802","196991802","True","196991802.wem","th4_000_common_vo\english(us)\196991802.wem","30074","1","","","","AkBankSourceData"
"197543547","197543547","True","197543547.wem","th4_000_common_vo\english(us)\197543547.wem","22054","1","","","","AkBankSourceData"
"197738680","197738680","True","197738680.wem","th4_000_common_vo\english(us)\197738680.wem","16314","1","","","","AkBankSourceData"
"198261962","198261962","True","198261962.wem","th4_000_common_vo\english(us)\198261962.wem","27545","1","","","","AkBankSourceData"
"198440592","198440592","True","198440592.wem","th4_000_common_vo\english(us)\198440592.wem","231216","1","","","","AkBankSourceData"
"199511651","199511651","True","199511651.wem","th4_000_common_vo\english(us)\199511651.wem","21826","1","","","","AkBankSourceData"
"200272434","200272434","True","200272434.wem","th4_000_common_vo\english(us)\200272434.wem","14024","1","","","","AkBankSourceData"
"201252940","201252940","True","201252940.wem","th4_000_common_vo\english(us)\201252940.wem","12647","1","","","","AkBankSourceData"
"201433572","201433572","True","201433572.wem","th4_000_common_vo\english(us)\201433572.wem","22477","2","","","","AkBankSourceData"
"201897175","201897175","True","201897175.wem","th4_000_common_vo\english(us)\201897175.wem","19390","1","","","","AkBankSourceData"
"202264735","202264735","True","202264735.wem","th4_000_common_vo\english(us)\202264735.wem","192133","2","","","","AkBankSourceData"
"202756120","202756120","True","202756120.wem","th4_000_common_vo\english(us)\202756120.wem","18746","1","","","","AkBankSourceData"
"204876013","204876013","True","204876013.wem","th4_000_common_vo\english(us)\204876013.wem","30315","1","","","","AkBankSourceData"
"206085556","206085556","True","206085556.wem","th4_000_common_vo\english(us)\206085556.wem","69546","1","","","","AkBankSourceData"
"206247569","206247569","True","206247569.wem","th4_000_common_vo\english(us)\206247569.wem","14893","1","","","","AkBankSourceData"
"206319454","206319454","True","206319454.wem","th4_000_common_vo\english(us)\206319454.wem","16870","1","","","","AkBankSourceData"
"206482288","206482288","True","206482288.wem","th4_000_common_vo\english(us)\206482288.wem","34296","1","","","","AkBankSourceData"
"206607860","206607860","True","206607860.wem","th4_000_common_vo\english(us)\206607860.wem","41671","1","","","","AkBankSourceData"
"208695542","208695542","True","208695542.wem","th4_000_common_vo\english(us)\208695542.wem","17063","1","","","","AkBankSourceData"
"210412192","210412192","True","210412192.wem","th4_000_common_vo\english(us)\210412192.wem","26586","1","","","","AkBankSourceData"
